"Iron_effect_in_EXP_G_D.LogFC" "Iron_effect_in_EXP_G.LogFC" "Iron_effect_in_EXP_G_L.LogFC" "Iron_effect_in_EXP_L.LogFC" "Iron_effect_in_STAT_G_D.LogFC" "Iron_effect_in_STAT_G.LogFC" "Iron_effect_in_STAT_G_L.LogFC" "Iron_effect_in_STAT_L.LogFC" "Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH"
"Rv0424c" 1.4313411753569e-05 -0.000128839273778255 -4.82832361271025e-05 -0.00160583224449121 -0.204342657662457 -0.429808142453873 -0.321786369633117 0.0101365034495435 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.158773416387148 0.068614424325324 0.0359139740984579 0.928482166544197
"Rv0425c" -0.00011012631552316 -0.000201721460735597 -8.90675555420912e-05 -0.000393947007284093 -0.0918828497888959 -0.216038721456191 -0.513749580048243 0.00498599047049485 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.582568094094972 0.195146000009479 0.000468066315103742 0.983915096651202
"Rv0426c" 0.000223795412346177 0.000128756928377591 0.000285983429270901 0.481637475566955 -0.0574806127429736 -0.278981415740319 0.147152778631759 0.0357917978107073 0.999652421664065 0.99978373860597 0.999897569248579 0.00120296524506186 0.664242505154535 0.0853630449185572 0.225695049791051 0.571844703704026
"Rv0427c" -0.000278419805073375 -0.000178346891690264 -0.000248278714730911 -5.89806865531132e-05 -0.0313171792780656 0.225702937453024 1.44763284996843 8.26019441904152e-05 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.830943726152364 0.425013922563305 7.04620750552988e-29 0.999854649905164
"Rv0428c" -0.00022672588737094 -0.000578515620709797 -0.000636982722237065 -0.000154875381256398 -0.513189887992054 -0.603571415321689 -0.235012471847941 -0.00482695745891531 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0021430230269428 0.0793507814752819 0.273904378031808 0.990751463179821
"Rv0429c" -0.000139312954365471 -0.000341691764708598 2.14434533974762e-06 -0.000311390299995773 -0.875499541691533 -0.375105742601669 -0.8615028900569 -0.0193825939654465 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.60806660650887e-08 0.217878757464336 1.83558559767577e-05 0.843403479064498
"Rv0430" -0.000250994374016028 1.4706984453604e-05 -0.000965994110197256 0.00062971987839405 -1.84302038732216 -0.232655390843684 -0.770590257766724 -0.046371943026201 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 7.54327558806564e-17 0.440266886089109 0.00114848322341837 0.549647118155205
"Rv0431" 3.82074665275116e-05 0.000299630425411307 -6.63045355943133e-05 0.000104389335985032 -1.1600666266106 -0.0772673476752515 -0.30838674913528 -0.0927098456085074 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.59319735362772e-20 0.76836360741169 0.030910843104623 0.30478971068778
"Rv0432" 9.50896446222655e-05 0.000152287060680129 8.52415673134883e-05 -0.000282008822341888 -0.491516380134791 -0.899766591094908 -0.125443312598472 -0.0123898611989994 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.5171722782495e-05 8.46046445737547e-07 0.363055609314295 0.895062357194586
"Rv0433" 0.000263128436116667 0.000102173728149312 0.000282609680247425 -0.000460009861048024 -0.417585458000107 -0.460592759252243 -0.329617049111851 -0.00312943009258596 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 9.45771493221293e-05 0.00579183266847031 0.00496857765871239 0.990751463179821
"Rv0434" 0.000305633828568348 0.000613095449298423 0.000148376501468722 0.000220296260755412 -0.252247764213158 0.17990731872644 -0.402926515912698 -0.00488743648286854 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0289711219893461 0.391703205578485 0.000822532922752522 0.974753685258495
"Rv0435c" 6.54442365356273e-05 -0.000245756710855059 -0.000206712099050292 -0.00103718195530357 -0.678308712922481 -0.610284293472978 -0.301559360939005 -0.0518860508504234 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.51294516574345e-07 0.000428455510161095 0.0308094260221094 0.4807596278676
"Rv0436c" -0.000110278097916298 -0.000303359876565805 -0.000204321663785434 -0.000492946099247707 -0.598870373657503 -0.62845257494788 -0.243735925759232 0.00506425415793212 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.02135961460168e-08 0.000401273960748562 0.0383723642096835 0.973622367372375
"Rv0437c" -0.000136388573412579 -0.000402260318054688 -0.00065265421247641 -0.000329019289439209 -0.469510118117157 -0.221500094607236 -0.197714148061608 -0.0101096001863083 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0042200412708567 0.338782809720417 0.261126033241754 0.946139306557062
"Rv0438c" -0.000138388927614595 -0.00030374199793467 -7.29325050443007e-05 -0.000838894755968748 0.0262520666383615 0.0275721475186254 -0.124752161905007 -0.00155873797432337 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.851021399521979 0.895129362153523 0.302919848382174 0.99375102884922
"Rv0439c" -0.000362566464025522 -0.000698116675665027 6.89112866815393e-06 -0.00572807583673688 -0.508482130158926 0.366988850118272 -0.528660215891879 -0.0703248246674616 0.999652421664065 0.99978373860597 0.999897569248579 0.769844414219299 2.29174638146527e-05 0.115508495528189 0.000561635078333245 0.396643654211945
"Rv0440" 2.27245893461685e-05 -6.09263774781977e-05 3.30160968810725e-05 0.000199333430176545 0.206247029430963 0.805674245228576 -0.406025428316568 0.000394059146678257 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.434631642915602 0.026944904202207 0.223862364118289 0.999854649905164
"Rv0441c" -0.000273388026375252 0.000102754890600415 0.000170153743856494 0.0122544511305423 0.108765351339534 0.578519843742083 0.256140400958227 -0.0184160365312 0.999652421664065 0.99978373860597 0.999897569248579 0.493378976274635 0.36207415031722 5.03885367867138e-06 0.0173327025345331 0.791474531781548
"Rv0442c" -7.81949937694579e-05 -4.85625645124999e-05 5.697680401458e-05 -8.45071573785409e-05 -0.126108790567972 0.0262430285792139 0.100153148856764 0.00444137264074528 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.549639267121524 0.9244380981221 0.653060370849257 0.993434606278659
"Rv0443" 0.000116074784092624 5.76579761005727e-05 0.000375094756231213 -5.87090574722635e-06 0.0766425135621761 -0.472083597569374 -0.212403221442731 -3.31346147818517e-05 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.603936126884762 0.00286747039540492 0.122175678808486 0.999854649905164
"Rv0444c" -0.000280492137041063 -0.000173417413150904 5.24712067254205e-05 0.000360422940472028 -0.421400922190538 -0.806129919681125 -0.58393033686288 -0.0486882061954973 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000654985962915565 9.51257174239286e-07 2.31335595807749e-06 0.499549358776343
"Rv0445c" -0.000241405365070583 -3.75863386703525e-05 0.000223520304635874 -0.000200769368202268 -0.328142548138998 -0.189353242262941 -0.216877514244485 0.0469370966008417 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0189481937956362 0.390309722512302 0.146836193471585 0.519804267611099
"Rv0446c" -2.28593628358403e-05 -0.000500564354029993 -0.000158729760555906 -0.000175425602088143 -0.449476477926654 -0.179831108796434 -0.53033225789311 -0.00459867490534077 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000233468057412815 0.442476996796696 9.6437010646789e-05 0.981345377062106
"Rv0447c" 0.000358895133538641 -7.65404761632104e-05 0.000210378677253893 0.00362440151478526 -0.242614586255078 0.0893666705324463 -0.390956237788543 0.04143271051213 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.101533061998146 0.742776628033952 0.013752131776076 0.571844703704026
"Rv0448c" 0.000489985296089068 0.000172352432892067 0.000237084398021797 0.000762372090462886 -0.197894785473834 0.220398367759686 -0.237721846474299 0.0299550599286212 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.224732446538984 0.322714228172475 0.113223073795909 0.707754380797498
"Rv0449c" 0.000838886393768921 0.000828330767549642 0.00107394665449049 0.000960671346361419 1.76041121756822 1.84939756199912 0.916771821656797 0.149966221694257 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.58676246808574e-51 1.76413057490556e-21 5.05570937034496e-13 0.15888899448495
"Rv0450c" 0.000950616677653419 0.000704610994058156 0.00412288706632071 0.000411628164430683 2.85684428673423 2.00502207842519 1.33612731056559 0.872795667205732 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.23667505166327e-142 1.66860601893038e-59 4.5001244868037e-31 7.53616351150319e-13
"Rv0451c" 0.00108039071658559 0.00606924926987567 0.00681044351749468 0.000808809916794815 3.35898305732588 2.11172754346629 1.99269589595978 1.20313318982297 0.999652421664065 0.886161312396647 0.923080302985822 0.998493520944799 7.86275849415509e-186 2.97588709909718e-46 1.6445678191616e-54 5.67494372192898e-20
"Rv0452" 0.000202903327007233 -8.08098765743096e-05 0.000322379369667003 0.0044587424962495 0.556516706826544 0.0630006635682564 -0.767063621272958 0.280217327828887 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00171007790193735 0.826638803936931 6.63953149802133e-05 0.0818560144161301
"Rv0453" 0.000198211454700489 -0.000111128309965172 -5.16370986454131e-05 3.60710883563195e-05 0.412211575217815 0.194715971009681 -0.0062908353893644 -0.00530612463898692 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0161040441478851 0.450202733095582 0.976507151986438 0.987006062207018
"Rv0455c" -4.65897024688496e-06 1.31412396569012e-05 0.000176955643488599 -0.000232429185333015 0.208610502710791 0.126741621924438 -0.350585539883988 0.00283281512271573 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.236506847340806 0.541794631236266 0.0477010353086734 0.993657187978439
"Rv0456A" 4.94733259969533e-05 0.000137950625926503 0.000202682346856532 4.98156667731117e-05 0.620591537181179 0.21697492942438 1.11060786654467 0.0124960776760862 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00230588637108522 0.461165436761705 2.40672451827374e-06 0.940278786084931
"Rv0456c" 8.14331939612537e-05 -0.000219322160209044 2.2771679992362e-05 -0.000660797128405467 0.0968523531001867 -0.095838594804677 0.24511364056443 0.0133699063908803 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.565197089206217 0.7216292743996 0.124521260488844 0.918118489213419
"Rv0457c" -0.000245780715491861 1.68224653246765e-05 -8.38721823672382e-05 0.000620300127636612 0.183670519712396 -0.592761422977358 -0.973731137118547 0.0209863192073831 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.26078300848004 0.00548690510969862 2.58020637265389e-09 0.810058251543929
"Rv0458" -8.22863848077077e-05 -0.000111522357910533 -7.81890997284131e-05 -0.000378386333950795 -0.250090909064176 -0.47209084586218 0.0210582989155315 0.00715005730796045 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.12217424973813 0.00989559968414515 0.914723956107709 0.96587522253443
"Rv0459" 0.0002021977868143 -0.000106525522133143 -6.23934835318048e-05 0.000154840630394495 -0.0667757750619752 -0.472116945929231 -0.152696172662712 0.00072996729541421 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.619793160720185 0.00601487724778878 0.236543049780789 0.996081722238231
"Rv0460" -0.000147120600928506 -0.000146334522872701 -0.000101001903749307 -0.000152625674558772 -0.331354711194016 -0.508837539506712 -0.380907113394348 -0.004724023695282 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0439212341988715 0.0220829180450027 0.027984274882104 0.988484595436921
"Rv0461" -0.000178105970119112 -3.94181467414401e-05 -0.000176324357263897 -0.000166088827063166 -0.513089042910942 -0.117294844494721 -0.481213157166221 -0.00923795613457597 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00286356804765186 0.621885314610324 0.00736227656952546 0.958783974173263
"Rv0462" -0.000108717430345958 -0.000170915869795126 5.34691537011281e-05 -3.4051540638522e-05 -0.133766518517465 -0.721442520726954 -1.20618858179336 -0.0116742382599838 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.452108735216291 5.10387810903397e-05 3.45078601385788e-13 0.928482166544197
"Rv0463" 3.36542522106723e-05 0.000253820404911975 -0.0439772051139585 -0.000109284931441836 0.511909546317347 0.208324938670752 0.492382850971632 0.00310625123129596 0.999652421664065 0.99978373860597 0.241170467130278 0.998493520944799 0.000344111181284336 0.454645302533508 0.00147500431950841 0.993657187978439
"Rv0464c" -0.000200881146020914 -1.0743391961061e-05 0.000155267326759783 -0.000486824713205062 1.3334984270149 1.32160762507614 1.54917352593474 0.0198444733075552 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.68606629050453e-28 1.41724773881978e-15 3.84355095220489e-35 0.793164461577772
"Rv0465c" -0.000216315166459066 6.3766214354925e-05 0.000237883839737637 -8.66463397669783e-05 2.04758054331549 2.76200691874291 2.18982681354274 0.0890613319053877 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.49952276821287e-30 8.21394686987086e-42 2.04554214453468e-34 0.337657641001107
"Rv0466" -8.40597576414651e-05 -9.03169036850099e-05 -4.63777036090675e-05 0.000398379523471405 -0.342460054498223 0.0374927034093031 -0.213898346754825 0.000192334668814349 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0524020102895457 0.888332275394125 0.267175200059956 0.999854649905164
"Rv0467" -0.000196060286017421 -0.000112994259240731 4.32864875724636e-05 -0.00048735260344154 2.50158641133704 1.09757555466942 1.350084137715 0.00427563294366373 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.96596580106057e-27 1.05930016549582e-06 1.62597622990407e-09 0.993434606278659
"Rv0468" -0.000210178894664573 -2.18420579668207e-05 8.84081387617935e-05 0.000257031511389463 1.32249481988301 0.917407636206919 1.15425979272062 0.00997344701682137 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.21473108735906e-14 2.17807410967206e-06 1.00990043200668e-10 0.946139306557062
"Rv0469" 0.000126751538999093 -2.14767106205142e-07 0.000106788329138524 0.000166624163160226 0.371758339103831 0.336063819538553 0.473891900639521 0.00649994990896841 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00348597970073928 0.0380687833237732 0.000453062136209874 0.964049559558542
"Rv0470A" 0.000106837627369134 0.000390405243976834 -0.00010640898573298 -9.70652949145115e-06 0.371354688685478 0.151450640549306 0.628941031647677 0.00643621239939434 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0144278798143438 0.567156397700164 1.60658387084669e-05 0.974753685258495
"Rv0470c" -2.04792775935029e-05 0.000117798143215717 0.000108537662107736 -0.000231128915389094 0.164512809308231 0.141027829977816 0.387508682368985 0.00362152731775154 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.144319110897584 0.287525744392461 0.000254664261676733 0.983915096651202
"Rv0471c" 0.000148145917759188 7.63496129255852e-05 3.7407623269546e-05 -0.000198409982136851 0.278785494495437 0.222871483219476 0.442686672728487 0.0063091740458202 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0195061549739276 0.212004241244208 0.000178271276604041 0.965518776055689
"Rv0472c" 8.28275432481301e-05 4.5867236843667e-05 0.000215596409305589 3.74374385645342e-05 0.162470833844659 0.341321585700158 0.308699172467693 -0.0167047933049823 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.280576785857547 0.0334558352435329 0.0326868262167738 0.854872102671454
"Rv0473" 0.000338412812712445 -0.000102040468206649 0.00031593993625988 0.000520217035431564 0.444315083070962 0.635272648927051 0.415525338008968 -0.00995000395654483 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.42862202617169e-05 1.49533409104838e-07 0.000104236182764993 0.914398576739442
"Rv0474" -6.65942343106248e-05 0.000310443082822844 0.000105764562549149 -0.0002449794725398 0.369013029912817 -0.225879076961965 -0.0864128894891742 -0.0154601337965222 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0115221606007173 0.18126687630143 0.606613994320251 0.876075497444163
"Rv0475" -7.73531028198801e-05 -0.000533318230415761 4.5922689542786e-05 0.000107638020910386 0.535881859213058 -0.260665994539104 0.153571772986022 0.0030903691363342 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00282318723297529 0.201932735979535 0.446216093101879 0.993657187978439
"Rv0476" -0.000161508280316971 0.000174337206580463 0.000269435903711932 -0.000183702007992699 0.650871571882886 0.868021621427047 0.282596699833272 -0.00548220584772406 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.55441990592101e-07 3.11365342958699e-10 0.0338007848178795 0.97522934107749
"Rv0477" 8.08341449620102e-05 0.000684784043800755 -2.04045905228631e-05 -0.000243567266525667 0.775664937665345 1.05262552767123 0.478562107333894 -0.0162776083248182 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.46641265606227e-16 2.66477246150123e-22 7.04058494109283e-07 0.798416010436492
"Rv0478" -6.22308457816143e-05 0.000497804516045979 0.000129222613316876 5.32523098336163e-05 0.38666391466348 0.784487886024887 0.498132229798463 -0.00157234716575391 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000298531285731997 2.31161186433846e-10 1.24200804400768e-06 0.99375102884922
"Rv0479c" -0.000287090728646587 -0.000250327119929331 3.5010071257836e-05 -0.000192558147169695 0.0334249537916114 0.377257123317104 0.505336186867082 0.00274277181475808 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.845548818780158 0.012949975247621 0.000210561600916844 0.993657187978439
"Rv0480c" -0.000297189334377403 -0.000118016430876437 0.000147033232115366 0.000405080288493977 0.175851786211083 0.147967247123996 0.563330461894161 0.399591942541974 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.280884803063319 0.509501048353418 0.000263031216213751 0.0120080356832168
"Rv0481c" -0.000166003828035634 0.000123943153277624 0.0164676011806949 -0.000230467776814615 1.17938667122584 0.781687301610373 1.25723082198589 1.24566567735291 0.999652421664065 0.99978373860597 0.770848325624966 0.998493520944799 5.69504538271518e-13 0.000977519336091556 6.26987418402802e-13 4.71131366471324e-12
"Rv0482" -0.000397646045731742 7.15921114058383e-06 0.000134511164797654 -0.00036806800883259 -0.221773935452053 0.2121375582664 0.499215396677585 0.0240930290147501 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.14938706750805 0.366306407585141 0.000963753154815099 0.775641974327542
"Rv0483" -0.000147323482900661 -0.000176829587136274 -1.9204727041802e-05 -5.49748690468039e-05 0.0288084904846339 0.344656069665935 0.584405160223493 -0.00683808697991984 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.881136499861565 0.036956578148858 0.000129825250730143 0.971965791122929
"Rv0484c" 5.80761345987874e-05 -3.24139796420161e-05 -9.75190033969762e-05 0.000108905673358883 0.189840270471806 0.609290576684573 1.03231748173418 -0.00962024386001883 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.213658052583693 0.000447649943470908 2.06064436529307e-13 0.946971738430252
"Rv0485" 0.000142917423278241 0.000138087427754435 0.000169337787271025 4.2400737947541e-05 1.5576860968719 0.48370082577178 0.35950092700367 -0.00225159073801267 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 6.02559408614046e-25 0.00227079654469473 0.018609611886255 0.99375102884922
"Rv0486" 4.92743702240151e-05 -8.48214137424548e-05 -3.9761296742563e-05 0.000333576953474935 0.6136669967467 0.591220641591607 0.206141799809549 0.00130838471160991 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.2729896670062e-05 8.12459569289265e-05 0.174743993575487 0.99375102884922
"Rv0487" 0.000126328777484612 0.000388630509376316 0.000418337572087162 -4.62952045726487e-05 0.595757329469496 0.926133929850268 0.191526797188284 0.00843444636820717 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.05645473626077e-10 1.13158776793715e-16 0.0586397288341466 0.923632972070481
"Rv0488" 0.000119155633580771 0.00306891747003493 -0.000319433704978028 0.000237521552644643 0.574825486368447 0.765487514033178 0.547469824184386 0.000486320636765626 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00017993283641213 0.0034094922932227 0.000884788033607331 0.999854649905164
"Rv0489" -5.70594515455913e-05 0.000328197074923698 0.000126776224375526 0.000194376829723197 -0.261541995644976 -0.318822369158087 -0.302860108603433 -0.147282472384068 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.071912855386201 0.0972873238999159 0.0473281101592904 0.166574816136125
"Rv0490" -7.57272738566828e-05 -9.64355218751381e-05 0.000334295289304091 0.000136595996602702 0.101566685865385 -0.704794984280186 -0.763683668996348 0.00541271791662878 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.475821897127879 5.14367192890764e-08 5.50257595200297e-10 0.973622367372375
"Rv0491" 0.000167779976638 5.41320345222245e-05 0.000209095957295279 0.000511016381039248 0.390655697095946 -0.645271403295219 -0.972768077602649 -0.00637407734191118 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00397665980247479 1.89902648499894e-05 6.12428767417177e-13 0.971302842460465
"Rv0492A" -2.653181689019e-05 -0.000254241479202502 -0.000576474897656617 -0.00253596558017333 -0.0675804731556932 0.0278121231434458 -0.351399765427461 0.00326245394663817 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.798360150265335 0.944810581079041 0.171383497049494 0.99375102884922
"Rv0492c" -0.00014368831754052 0.000109568772105306 -0.000618559207969413 -6.33205857907873e-06 0.173447531410258 -0.39374880050898 -0.613822600163942 -0.00115121198424945 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.349613303255228 0.0749482458340383 0.000465601097854751 0.996160890238176
"Rv0493c" 6.32296120208163e-05 -0.000733835317178515 -1.92128788311472e-05 0.000571517906635367 0.201099119208371 0.0288736089542012 -0.146520244534719 -0.0179601460350363 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.250793340635845 0.930295613053784 0.45127636043491 0.876075497444163
"Rv0494" 0.000200013965954018 4.45363666566673e-05 -0.000358067935835776 -0.000188888021108511 0.224582512689479 0.040580029070936 -0.310298775747964 0.00137198206206817 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.153333624364757 0.877837350459959 0.0463966529683569 0.99375102884922
"Rv0495c" -0.000117171512778843 -0.000473459734390325 -1.49864878561519e-05 -0.000224733813108246 0.229603702229984 -0.418298145209374 -0.700205272259514 -0.01412667737999 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0603465158315766 0.00309206111806359 2.65380012731775e-09 0.876075497444163
"Rv0496" -4.35654276040402e-05 -0.000500829977181613 0.000139079805943628 0.00203735955216369 -0.203424306419278 0.0286822526642958 -0.137628826580792 -0.0104009520246273 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0522529637359642 0.867080448577623 0.192928959111848 0.906837630515564
"Rv0497" 2.29134910832152e-05 -8.93118337727848e-05 -0.00604263329068993 0.000115949339369748 -0.306991637184856 -0.241901826017398 0.0623251023486121 -0.0124208038575982 0.999652421664065 0.99978373860597 0.923080302985822 0.998493520944799 0.0150298827924945 0.181258075907773 0.664770967866736 0.902110847714654
"Rv0498" 2.83692467714425e-05 -0.000106008386653541 -0.000161167065175565 -0.000439546299957939 -0.31745742638842 -0.280469170184636 0.0678405991301976 -0.025701659698391 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0277500284313021 0.239460587927633 0.685019845197816 0.736020399791069
"Rv0499" 0.000434329164390385 -0.000133568279797662 5.10472730873002e-06 0.000184278044003362 -0.511551006440764 0.0544271338305322 0.174503542345351 -0.0234653472304106 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.36476695885704e-05 0.860869554678263 0.196606401586554 0.769419177151348
"Rv0500" -9.91132565553735e-05 0.000521303710039276 0.000343730673141983 0.00128586658880253 -0.527827766298951 -0.074470878802309 0.0665529188744198 -0.0188214519103372 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 5.98660262790385e-07 0.747071714947142 0.634854291473151 0.793164461577772
"Rv0500A" -0.000511486951498783 -7.76432540530154e-05 0.000348023639536271 0.000542661071704232 -0.287821635656938 0.144562457600031 0.765411466586019 0.017971226373457 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0222420253042626 0.365088338187824 1.18238264492322e-09 0.808473079709592
"Rv0501" -0.000312441931769852 7.3166663803358e-05 -0.000121470776322331 0.000139756592256492 -0.387677145751788 -0.363291397978999 0.950496468123184 -0.001233413380619 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000130652851083219 0.000841004504400229 2.73810854097061e-22 0.99375102884922
"Rv0502" -0.000228189087367204 6.8223917366837e-05 4.16385422381336e-05 -0.0001941151200075 0.0498601662974306 -0.399707937082683 0.44486810686155 0.0307945651115712 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.703384169904328 0.000350642792143479 3.09608884324239e-05 0.604670948108533
"Rv0503c" -0.000319808928628431 0.000114992767283642 0.00024837294833621 -0.000501810769647696 -0.0202276439214511 -0.254634427082772 0.213869990025579 -0.00867671831912926 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.888153397267295 0.049075662372356 0.0682294455327627 0.928482166544197
"Rv0504c" -3.51166964488303e-05 -0.000710262203190411 0.000106325434221345 -0.000265321098985025 -0.137077174095372 -1.06193070990382 -0.542109302293214 -0.0198380223999038 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.284527409617846 4.19856499173156e-08 1.93544642919888e-05 0.785936617141935
"Rv0505c" -0.000104226817738939 -0.00049637846992945 -0.000276558776016786 -0.000292812277246648 -0.298310292029229 -1.02927689807222 -0.87029732724939 -0.0118449605167913 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0257765777461541 5.59194391613342e-11 3.5532296038028e-11 0.914892804753346
"Rv0506" -0.000191319208249139 0.000130552459151487 3.47941207100858e-05 0.000146362219875782 -0.364834761102853 -0.0523404778428769 0.565387918527939 -0.00527272345336012 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0113604833109562 0.841196908050769 0.000112125557653264 0.981190586648722
"Rv0507" -0.000144273989669556 8.98014252395318e-05 0.000372549111714467 3.42093902000582e-05 -0.026715222388823 -0.101272281946525 -0.0690868838790785 -0.0868112543050473 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.858860609607532 0.570965245961506 0.63738880794383 0.316090052733352
"Rv0508" 0.00014983519291605 0.000122981128173967 6.19492061392442e-05 2.6613859779596e-05 0.159857207190129 -0.156023483532161 -0.452722117686759 -0.00747111248447685 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.385648752687365 0.603926762153078 0.0250416006096992 0.974182022706714
"Rv0509" -4.06370104654091e-05 -0.000156029876635373 7.00257583597721e-05 0.000267160591466433 -0.36331750765378 -0.195012251482058 0.232235960615025 0.0124800192655346 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0017787573416679 0.151198643886116 0.0542982642897223 0.881908560085163
"Rv0510" 2.76557995231333e-05 -4.39074571663516e-05 5.20798597656378e-06 0.000630594238001864 -0.531401686994448 -0.162277253556025 -0.0322760562173684 -0.00546136669524624 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0109776638553773 0.528399694247498 0.903399410176121 0.988484595436921
