"Iron_effect_in_EXP_G_D.LogFC" "Iron_effect_in_EXP_G.LogFC" "Iron_effect_in_EXP_G_L.LogFC" "Iron_effect_in_EXP_L.LogFC" "Iron_effect_in_STAT_G_D.LogFC" "Iron_effect_in_STAT_G.LogFC" "Iron_effect_in_STAT_G_L.LogFC" "Iron_effect_in_STAT_L.LogFC" "Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH"
"Rv2482c" 1.49065216678254e-05 0.00013513077651868 0.000106388012205686 -0.000435213295663278 0.5506028336704 0.930566944701908 -0.381927881101843 -0.0037122981743051 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000161833775479755 2.15590776873819e-09 0.0112346608982326 0.993434606278659
"Rv2483c" 5.64915145057072e-05 -7.87599170739749e-05 3.31826750354203e-05 -0.000530876144211108 0.884721821497002 0.538953394686129 -0.650362576843231 0.00406024137863242 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.02432198037491e-10 0.000297567891528192 3.5509913532849e-06 0.990751463179821
"Rv2484c" -4.2172527144169e-05 -0.000164348304640012 -3.14952783506904e-05 -8.16563582291615e-06 0.650155442318382 0.239009008758661 -0.801295311690904 -0.000317081986117189 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.3671736594962e-07 0.0958332566965989 2.23345527077906e-10 0.999854649905164
"Rv2485c" -0.000232677387820789 0.000147511728415228 -0.000185577626328898 4.17035276672593e-05 -1.86842217378936 -0.334114874881418 0.0347377505069408 -0.00073771806448831 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.00143506486261e-10 0.250476006468909 0.907758982310175 0.998670883741985
"Rv2486" -0.000662202972189918 -2.18314887365717e-05 -0.0012570924836621 -0.000272100481714171 0.113050239086641 0.274199846481917 0.273338872351345 0.0124918150504941 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.414109693494374 0.10877961149053 0.0271832503020883 0.912570815732923
"Rv2487c" -2.79111816840517e-05 0.000204284515123766 -0.000731091325236772 0.00648743450341456 -0.120126686157832 0.571030920757329 0.119037018965748 0.0112786081721232 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.657805384604185 0.0983037903661429 0.704474008592778 0.956938337182032
"Rv2488c" 1.29285240735152e-06 -2.0892003269606e-05 -6.28871203665216e-05 -9.84659589912152e-05 0.308990761200977 0.39076653057554 0.106064462374279 0.00469875689451718 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0100217067665599 0.0194398049178122 0.4227070292873 0.981345377062106
"Rv2489c" -5.58701459752686e-05 -0.000181622325317801 -0.000174311066928775 -4.35883515023775e-05 -0.0723239110730373 0.946062649333682 0.838794555284048 0.0326561688976413 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.798913019164455 0.00447541522947711 0.00370896771888605 0.727095764721929
"Rv2490a" 4.34446733197422e-05 -0.000282134256482674 8.48254513604818e-05 0.00318818176309658 -0.161098946896149 0.197883913690348 0.484898467413558 0.0295249549799714 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.552412355226264 0.532177390205516 0.137885950323751 0.781464823726017
"Rv2490c" -1.50228280859004e-05 -4.565235129537e-05 -0.000487321752251851 0.0432183894407441 -0.317525092105912 0.291510387088908 -0.0530519550982913 0.00183215818055544 0.999652421664065 0.99978373860597 0.999897569248579 0.436028839006678 0.196747920974159 0.364719212220849 0.866025669297879 0.99375102884922
"Rv2491" 0.000117550457947462 -2.42865144386707e-05 -0.00010746494447411 0.00140027187407304 0.0214284394569276 0.322754491958072 0.140696889140932 -0.00228389124119029 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.941707476452448 0.339036516225495 0.655671030495016 0.99375102884922
"Rv2492" 3.38945276114175e-05 -3.78777591641014e-05 0.000172220361675499 -0.000763019753391713 0.649130418786807 0.286770368536434 -0.490791499115216 -0.0375930062533238 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000206045389169367 0.262466035057567 0.0115237971933936 0.627436800622428
"Rv2493" -0.000132024799316055 0.000208452129521063 -0.000200359976059268 0.000183921482067431 0.0574496471684269 0.341735651019691 -0.441181355789461 0.00136046932722415 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.762944433438701 0.118537804742209 0.0077441624965371 0.99375102884922
"Rv2494" 0.000348190616126522 0.000434041905451342 0.000421145615420527 0.000210226269116619 0.221128764023266 0.311662126224701 -0.63019554069035 -0.00599155777429314 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0593497008998099 0.0366522793996583 1.92126312216658e-08 0.964049559558542
"Rv2495c" 0.000192500154831117 -0.000265481297542564 -2.80922866161239e-05 0.00292655165438838 0.477640537626237 0.192314903594959 -1.02034759870451 -0.0195511551918747 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000473972367923768 0.22220727388108 1.07960466612136e-13 0.806648628955852
"Rv2496c" 2.25498545312503e-05 1.68975225142129e-06 -2.06221656556132e-05 -4.47055221018677e-05 0.593409749738003 -0.0659806836141425 -1.07544013012572 -0.0173308071210232 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.79261042844259e-05 0.719891950461419 1.82751033216948e-14 0.837215324517965
"Rv2497c" 9.34643562495237e-05 3.87865700099083e-07 0.000203508107458503 3.30870708559191e-05 0.65593554738529 0.112113832641995 -1.12250399201492 -0.00879634084308776 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.41610823867412e-06 0.508373922980261 1.91526279284391e-15 0.946139306557062
"Rv2498c" 7.3240938442363e-07 0.000185216598367855 0.000207688669938174 0.000296501563713721 0.58520791573607 -1.04607604405299 -2.43133994234438 0.0170248558525339 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.24320776700105e-06 3.38608695133033e-09 6.52873995565686e-72 0.812823284213188
"Rv2499c" 3.01861153016402e-05 0.000244096050173141 0.000355533494015743 -0.000412758007218895 0.687940368093471 -1.09924884035705 -2.82945812765347 0.00102977538502482 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.90003758437073e-06 2.14263168468651e-07 3.52160350959634e-54 0.996081722238231
"Rv2500c" 0.000258529118511167 0.000267918108117494 0.000155912004635832 0.000778257684421141 0.430023869727738 -1.01188835581746 -2.30696544468307 0.0204018807568051 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000711558547004637 4.35568314491494e-11 1.86479005145327e-66 0.781464823726017
"Rv2501c" 2.24808206458505e-05 0.000236702926862186 5.84951264336185e-05 0.000920685086010146 0.559025875967194 -1.29636201849958 -2.8883413744661 -0.0045077249577437 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.13756337405707e-05 7.28160792301759e-16 3.20761054333181e-95 0.983915096651202
"Rv2502c" -0.000195475967192694 0.000184630081688092 -9.09443806303413e-05 -0.00028885531202558 0.4934570346143 -0.351124652341909 -0.616769009079338 0.0250032022992274 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00011708942005339 0.0642736728532943 1.49985273069634e-05 0.72648783543654
"Rv2503c" -0.000958515535723058 -6.4532387786204e-05 0.000166291487736316 -0.00312431248660622 0.59733005708428 -0.0931720597094042 -0.210822773421296 0.0294215259570208 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.18052103329962e-08 0.689594649933173 0.15046204168733 0.627167940010642
"Rv2504c" -0.000405046467088329 -8.49493032254185e-05 0.000180411681409995 0.00159143429145988 0.484642804552486 -0.143519898123189 -0.0468285818935703 0.0404716486793818 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.01347388711672e-06 0.425395188371659 0.720918179445791 0.507422496890412
"Rv2505c" -0.000231849653459084 -0.000172604264413725 5.54541337641835e-05 -1.96770579086032e-06 0.0202297124345614 0.0653012362113052 0.43507257873328 0.103916200490644 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.906657447114063 0.811029291274352 0.00115061142766042 0.266291694406753
"Rv2506" -0.000485234360155674 0.000240742978907497 5.31681329615455e-05 -7.03038748316373e-05 -0.195712752313632 -0.0956699609466035 -0.0761794971046135 0.0110682746639084 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.221250397415332 0.738867172860521 0.670917340918802 0.942030525123758
"Rv2507" 0.0001934764007184 -0.00206363429529803 -0.000204497485828428 -0.0527596272315136 -0.0470913331785359 0.155126850081662 0.199874244597073 -0.00375607833494215 0.999652421664065 0.99978373860597 0.999897569248579 0.177758545078922 0.646721938939489 0.272651650732132 0.0252013299876181 0.968198109386597
"Rv2508c" 0.000550199351881031 8.24548666284837e-05 0.000205623731255754 -0.000241368374986091 -0.326389361138515 0.0394568411958198 0.320008457129098 0.00836454861772609 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00141389961828038 0.877763852092524 0.00258276212977107 0.919605129987956
"Rv2509" 3.0749538071579e-05 8.88140724126468e-05 0.000134985001890207 -0.000182614494358509 -0.267195708642134 -0.146651009344756 -0.252642061272134 -0.00262966876002548 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0297068890949137 0.423331730113895 0.0563943014707842 0.993657187978439
"Rv2510c" 1.66705246969003e-05 -0.000416404315685158 0.000371880447665655 8.82719543148732e-06 -0.69321193396606 -0.630983933142321 0.150090077124714 -0.00116853039824583 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.24584151293348e-11 0.00122317641308506 0.20447013078148 0.99375102884922
"Rv2511" -8.79824420301359e-05 -0.000109313340726347 -0.000161510417367041 -0.000104454927592145 -0.313974392603031 0.71143500126384 0.0565975989965852 -0.0266252022444729 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0479623942398084 0.000630172236106259 0.755873161455724 0.743729294908215
"Rv2512a" 9.68462604292518e-05 5.54969233000931e-05 -9.30868785999178e-05 -0.00016364622403818 -0.35981291768142 -0.0970524112880135 -0.352969879751967 -0.097761628005317 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0469894383520537 0.7208164705057 0.0816659330008342 0.308509774480699
"Rv2512c" 0.00020962924147077 -4.6308177166632e-05 0.000171505967133338 0.00293105803261817 1.09363083630271 0.288814296334607 0.822468481026084 0.00470502981419791 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.22557966688e-08 0.173994576397527 2.50107956093047e-05 0.993043055333669
"Rv2513" 0.000262728271592347 0.000504428002196473 0.000328847400392161 0.000707255945102534 -0.256831267072821 -0.797057400067836 -0.176979344382767 -0.0209868003794432 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0782356255058273 6.96378507658047e-06 0.263955782580227 0.793164461577772
"Rv2514c" 0.000381749967529429 0.000327113407915695 0.000155998883040786 0.000203285226413529 -0.249810280517877 -0.934791158177146 0.202136533485168 -0.0177551842928213 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0729010751101108 2.86196648982821e-05 0.206794209089967 0.843403479064498
"Rv2515c" -1.64967529406428e-05 -2.75186105471024e-05 6.62906577092366e-05 0.00023505628421254 0.551759147404417 0.054124243111375 0.0168609324261282 -0.00136906886959322 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000611281820828082 0.834189730650938 0.935534040595084 0.99375102884922
"Rv2516c" 1.97752846198398e-05 0.000160337212528043 0.000365780757440415 0.000720382495475363 0.640631296175486 0.166897866613977 -0.209881616001464 -0.00544189000928811 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.14110983656644e-05 0.364719212220849 0.211549195532908 0.983582658061783
"Rv2517c" 1.56705020696462e-05 -1.92682734434275e-05 -8.53911413468047e-05 0.0020368213141651 0.53903717325727 0.613712741377815 -0.302984193414778 0.0182777565609421 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000893746538401969 0.000860195118709683 0.0845774773385588 0.862274035489815
"Rv2518c" -4.97236506739799e-05 -0.000699904968457536 -6.56255795425694e-05 -5.56814058223263e-05 0.125623953469943 0.0865383500633449 -0.717755370626239 -0.0351356581888478 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.430792315672495 0.667669726768608 8.18796896800036e-07 0.627167940010642
"Rv2519" -0.000355693603037879 -0.00017065644978962 -0.000344564165278997 6.74842594712025e-05 -0.386489830675868 -0.545259536320059 -0.665115549754697 -0.00504581816275522 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.72710868941557e-05 1.88651091452004e-06 2.8421696222133e-13 0.959385643934073
"Rv2520c" 0.000121111439534951 -7.54873728022061e-05 7.27970045999631e-05 7.53521252744233e-06 -0.33298858377764 -0.442705901627048 -0.341333425210623 -0.00784569928297887 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0964311927491266 0.106519019329 0.109760880731454 0.973622367372375
"Rv2521" -5.00601680479853e-05 6.947855228004e-05 -1.25609325321207e-05 -0.000153003518773639 -0.124159702779217 -1.28593789020815 -1.42996046778469 -0.0485724684979835 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.485990059507481 6.98829630899575e-10 5.15849732814111e-17 0.517545726559287
"Rv2522c" -9.0902283203015e-05 -0.000455217754825808 -0.000382123608869208 3.36554941666021e-05 -0.222227941879431 -0.868420107044055 -1.44040414459937 -0.0662167407995218 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0621258813422042 7.12657856982324e-06 1.3893860336757e-34 0.389205633467475
"Rv2523c" -0.00012914358404194 -0.00012827379589073 -5.80082196141035e-05 0.00130400267813777 0.257765492934521 -0.360886186047923 -0.32183361293263 -0.086640526145383 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.103651851360096 0.145306689639337 0.0605315891017683 0.337657641001107
"Rv2524c" -0.000181626367176257 -0.000209587131055096 -0.000129073928575517 -0.000597591494240561 0.160574969393452 -0.759178196506538 0.470319072867814 -0.0395991832307074 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.460740698761167 0.000509345251094109 0.0273490638013797 0.613594103022363
"Rv2525c" -0.000338830577984633 0.000366803146427929 -0.0001546932105685 0.000468716670769101 -0.773633047082094 0.483555433070749 0.641435634703393 -0.0570677657950027 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.4080543116893e-10 0.0106861856619053 5.84058980343095e-06 0.443574525926489
"Rv2526" -6.7500076850286e-05 6.49631280946597e-05 -0.0130564388638523 0.000408465679696435 -0.808485253213341 0.169697958263429 -0.393511890785164 -0.231919964593081 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.003017930528875 0.589095043259011 0.138715720652551 0.2155765387107
"Rv2527" -3.06328229026846e-05 2.34146630586633e-05 -4.47059596213978e-05 -0.000103171979647398 0.18800968059177 0.00533694534881199 -0.313925317680233 -0.00693178321087007 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.305791210615526 0.985884471141745 0.0991810545019968 0.975594277746999
"Rv2528c" -6.77542141041321e-06 0.000191399793278502 8.89092896528449e-05 0.00020861335283683 0.264662330003463 -0.0536110888411941 -0.332071352045385 -0.0471116287198971 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.145525693012393 0.838464868781126 0.0785448915225176 0.543717878484595
"Rv2529" -9.93996735778815e-05 0.000109781071325827 -0.000778538858874273 0.000641847084289775 -0.323316682469512 0.110935398076487 -0.349559705989045 0.00870067919479909 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.101645690106167 0.75220898786325 0.0997136880807806 0.96587522253443
"Rv2530A" 3.02417749002322e-05 0.000581626870928162 6.59993526708053e-05 -0.000294366214812643 -0.0708652470848421 0.0952696611737457 -0.168713635566494 -0.00537657977328974 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.744174184130506 0.776186241736391 0.473260496047547 0.987006062207018
"Rv2530c" 0.000432483177217741 0.000146506980317316 0.00043532745215554 0.000602369062649949 -0.102711150011226 0.680619166009492 -0.353592598092786 -0.0120433600246948 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.52919920542591 0.0228345789936513 0.0470021058856948 0.928482166544197
"Rv2531c" 0.000226758023231925 0.000121071954298841 0.000180350263681512 -0.000180278442575336 0.0298602229920192 0.176892432568833 0.373174898269892 0.00277439435912993 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.847898479178247 0.247394504867568 0.00281222638366311 0.993657187978439
"Rv2532c" 1.95609126785051e-05 -0.000202828962720789 -0.000124554411682208 -0.00149297622625058 -0.224037449583155 0.119493384243018 0.481178494556065 0.00440055867063268 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.107225576159625 0.562649856635974 0.000271709952526719 0.986971762334882
"Rv2533c" 4.49769967113296e-05 -0.000234200461795879 -0.000134484392759787 0.000165106935877769 -0.345849915409857 -0.0579897957195143 0.691325080317808 -0.00781629194102309 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00795744609881666 0.771167964681637 4.29274656497279e-08 0.951719760597452
"Rv2534c" 3.80087029983843e-05 -0.000421068470885678 6.33138824855618e-05 -0.000548487472214298 -0.232440836480287 0.0856100982938804 0.594521482866 -0.00259270290414893 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0386831381618102 0.583450931006895 2.58294728034279e-08 0.993434606278659
"Rv2535c" -0.000127877988014538 5.40934937187416e-06 -0.000548632521842924 0.000591722813740836 0.00512063897939718 0.273029120557002 0.276543987728211 -0.0117055290458037 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.968406821497212 0.021464559096909 0.00362195320875383 0.856622550147875
"Rv2536" -0.000282254445921707 0.000400925042883974 -5.17441984913475e-05 -0.000139474315389323 -0.192621767969945 0.294595094378744 0.601579849659748 0.00190261484245139 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0545260399704072 0.016607775209813 7.12508437921954e-11 0.993657187978439
"Rv2537c" -5.80738070725942e-05 0.000190106889305263 0.00021184223434927 -0.000141945717667643 -0.243559209043964 0.144068608376162 0.174817478233075 -0.00403190515347203 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0749867124864371 0.464091645839348 0.212344951197943 0.990751463179821
"Rv2538c" -2.49721072454127e-05 -0.000145204086396787 -0.000412005925173365 -0.000919669837721511 -0.287377833453749 0.142723745799391 -0.0653782629263253 -0.00851598445272924 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.127897306165515 0.544917112978479 0.767333148849838 0.965518776055689
"Rv2539c" 3.97305605585978e-07 -0.000141547756235501 -0.000608764576840969 -0.000327466887878796 -0.3525848268805 0.148360209494036 -0.0357446971996778 -0.013251480094706 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.113220650971514 0.598169377858418 0.897977274789871 0.929137660038
"Rv2540c" -2.696332990431e-05 -0.000172750928919094 -0.000642622838587181 0.000205713365162408 -0.142598337907609 0.106946411776691 -0.000409932227688635 -0.00384072656066889 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.592280858307006 0.75124938580459 0.999414706640624 0.993657187978439
"Rv2542" 2.46608495855448e-05 0.000233910528955318 -0.000104408668313299 -1.25898451583851e-05 0.260971226495554 -0.0939464700660724 0.596112425505463 0.00510381726288214 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00393821727569372 0.441217145182932 2.42406620050241e-12 0.956938337182032
"Rv2543" -1.27875362687192e-05 0.000196543543196938 0.000499136694826322 0.000535816372695628 -0.0217047043716949 0.181502791786308 0.378546623247925 0.00510800966757212 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.903167324724593 0.276786596206186 0.00937829771098807 0.981345377062106
"Rv2544" 9.43170089825432e-06 -0.000176428157583855 0.000203964687576837 -7.81641580289218e-05 -0.257555812522632 0.0334923369633899 0.541613824929338 -0.00238096136449634 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.273325471437582 0.93322635013761 0.0428285665141065 0.99375102884922
"Rv2546" -6.25249136503279e-06 0.000455884031804898 -0.000238620449880097 -0.00145518129511497 0.055748232161251 0.576877940449661 0.332608644180331 -0.0106026239712402 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.842592779904997 0.099306221740911 0.211895854056235 0.961792773382745
"Rv2547" 0.000222831498512124 -1.26423901106306e-05 -0.000160378873914359 0.00130219207127526 0.471060464902809 0.284414516190612 0.688681707488079 -0.0467653476508116 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00951726662437885 0.285081632417831 0.000179843540313306 0.549647118155205
"Rv2548" -8.8023245259237e-05 0.000356961335857556 0.000227717506667359 0.000119123301279382 0.0899853533353672 0.151189726239147 0.395572931721759 0.00183189607042126 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.55763629418082 0.417619633963388 0.00181731116579033 0.99375102884922
"Rv2548A" -0.000273546236517473 0.000509595624841121 -0.000124059311197268 0.000205897570942372 -0.151310967961103 0.261833499655273 0.15688242051317 -0.00321238355218567 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.260627042314705 0.079124994402998 0.215072292414653 0.993434606278659
"Rv2549c" -0.000148124132720404 3.77217059364479e-05 0.000235207867780635 -0.000284036953865908 0.0931237822782908 0.378133840086766 -0.216990055030943 0.0173268419607162 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.603936126884762 0.176570069048255 0.202423443167497 0.882019752075337
"Rv2550c" 0.000266259009160848 8.64484091739763e-05 -2.92565373674617e-05 -0.000192494339373829 0.118298750525571 -0.158117152886934 -0.157488036520692 -0.0864044471524575 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.607035815225115 0.638378152277573 0.491637584687458 0.366037246439473
"Rv2551c" 3.72098260777516e-06 0.000325033424892147 -0.000690354213297851 0.00226388424569623 -0.670571146130973 0.00202698887466492 -0.0467038280678275 -1.29158782802971 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00143823070468237 0.995547814281798 0.850681068934135 1.81239285398381e-05
"Rv2552c" 2.75463145861411e-05 -0.000133095612017997 9.07390132791003e-05 0.000904305784803182 -0.281057126421275 0.685325432026188 -0.119567089441379 -0.00916874061381854 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.115251637908737 0.000722182840809933 0.539834982130964 0.961310809438473
"Rv2553c" 0.000169097616877308 -0.00013808096806505 1.30148254329816e-05 -0.000840813816637026 0.0735136406444793 0.770456895577615 -0.279888316445677 -0.0125043476774123 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.67160555365399 8.99133284795724e-07 0.0713774887591946 0.918118489213419
"Rv2554c" -8.47914266199008e-06 -9.99467234020415e-05 -0.000192049653534398 -5.057235281703e-05 0.0325044882894116 0.929108367679359 -0.207406715765017 -0.018346201509858 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.88829737248847 1.11614026032075e-05 0.315144030143814 0.872583254815527
"Rv2555c" 0.000273740255000887 -0.000126175085988073 0.000218577936552486 6.1838215769576e-05 0.297066772385421 0.48511677887794 -0.173520844933744 -0.00130414525725317 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0065304232139502 1.09184357630083e-05 0.126207592412892 0.99375102884922
"Rv2556c" 0.000271939734939692 0.000378518604956338 0.00015247758629755 0.00012104766124123 0.065449780679924 0.577583782353585 0.169578221343497 -0.00641591513913204 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.605874576926966 2.01907879110125e-06 0.1396192184665 0.956938337182032
"Rv2557" -0.000104245783096357 6.43942129156439e-05 7.90478445880177e-05 0.0013316892337882 1.7548600269018 0.23604408459653 0.0466305153222475 0.00558495666465558 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.74593103189885e-33 0.14429931209899 0.790621129410272 0.975594277746999
"Rv2558" -0.000108370625518645 0.000181713900499335 6.14173511664759e-05 0.0037873449322995 1.49725159673033 1.45417337567499 0.109691442729732 0.0125967676526238 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.12250368169609e-22 4.66221884005992e-21 0.520118694969928 0.918118489213419
"Rv2559c" -0.000330071799344091 -0.000419770717627535 -0.00054327352215689 -0.000163698885037976 1.44616095911949 0.891953338501237 0.256549122760889 0.00202175199696374 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.83362841498662e-26 5.9175767082923e-10 0.0729860979689809 0.99375102884922
"Rv2560" -7.54324542944137e-05 -0.00015337542896844 -0.000652113221916928 -0.000144221580060711 -0.279754559853008 0.172187274958874 -0.19993697237308 -0.0237244867027192 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.100816605433928 0.499274126924883 0.289620371051215 0.787222602266561
"Rv2561" 2.48225596117748e-05 8.05610822007611e-05 4.20910330266167e-05 9.48084802904646e-05 -0.18443344082537 0.228912486076051 -0.200479308555941 0.0129927775730924 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.33234244213819 0.343969691928612 0.318790127236514 0.928321882519767
"Rv2563" -7.53142106760389e-05 8.20820731698071e-05 -9.47267882846545e-05 -9.59443521336996e-05 -0.453018316663402 -0.309393449948008 0.0277888012656619 0.020585818501888 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00282364502829879 0.216300790749112 0.893369281943804 0.810058251543929
"Rv2564" -8.14589855396402e-06 -0.00011638227342668 -0.000107675040111795 -0.00010109027655819 -0.608901966940519 -0.367098765378487 -0.419559611191749 0.0814105336594814 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00171160655338727 0.194279312425927 0.0529150466681846 0.372793632158758
"Rv2565" 0.000268308158768712 5.70014833819074e-05 0.000306714805760718 -4.65444962706507e-05 -0.114177926495711 -0.465813184266826 -0.478002677404537 -0.023249389193315 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.281102486311249 0.00018435677854279 9.74478179759958e-07 0.673140857599489
"Rv2566" -9.8675902558658e-05 8.94738844307455e-06 -0.000162074678130409 -0.000206439713863255 -0.263717339126068 0.0649826650336548 -0.27754097583185 0.00317037823258849 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0432403247039638 0.766844114406534 0.0331860312215121 0.993434606278659
"Rv2567" -4.40569705023554e-05 0.000269050854327764 0.00044887274135512 -0.000118753734902898 -0.391682606666925 -0.469966852032776 -0.456646739569129 -0.0231269766864673 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 6.78489501543178e-05 0.00492436400533092 6.72514557578952e-05 0.688032575232244
"Rv2568c" 0.000116554422823958 0.000232423024560037 8.78522073111497e-05 -5.6426480588435e-05 -0.146403053395629 -0.155030123563549 -0.0108874859325167 -0.0310827973887322 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.282559922930488 0.537155269079001 0.951523760979134 0.655756754519538
"Rv2569c" -0.000295759656495901 -6.92488374373382e-05 -2.53754798719228e-06 -0.000502953416941752 0.0811654082401612 0.206593369292949 -0.152207910209505 0.00394875036780201 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.590550204429132 0.339199094615579 0.296554947098321 0.990751463179821
"Rv2570" -5.03437858591316e-05 -8.7634347575773e-05 3.58427231670679e-05 0.0004767931516094 0.657541415690399 2.09632908703296 0.252265830271543 0.00199822962495636 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000264295727397684 4.35250328892965e-20 0.190923462334559 0.99375102884922
