"Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH" "Phase_effects_with_Fe_G_D.BH" "Phase_effects_with_Fe_G.BH" "Phase_effects_with_Fe_G_L.BH" "Phase_effects_with_Fe_L.BH" "Phase_effects_without_Fe_G_D.BH" "Phase_effects_without_Fe_G.BH" "Phase_effects_without_Fe_G_L.BH" "Phase_effects_without_Fe_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_L.BH"
"Rv3350c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.881802435115768 0.000871967130814376 2.00055532389654e-09 0.720813364460409 8.44788590627617e-09 0.597355325934321 0.1492785441266 1.41637396535858e-10 7.31425157719051e-09 0.00210548997827105 3.52344082080014e-17 6.9685605463083e-12 0.979940899323922 0.138256121054795 4.03595085696839e-06 0.998498138481726
"Rv3351c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.552412355226264 0.708498648584345 0.601063154704386 0.946139306557062 0.41440854678594 0.000772486864207517 0.151019849352602 0.000200292122419524 0.0109820694547104 0.000271132206432186 0.197416611796655 0.0346636248793368 0.320223611334926 0.821511259636701 0.933549062758314 0.979271861190712
"Rv3352c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00580324479166987 0.38827154029812 0.0141544565023793 0.612785859627475 0.00106786346022862 0.00996340009164893 1.47566371838485e-10 0.754172182121866 2.63022899338574e-08 0.146017292632077 0.000381548665351979 0.00820595038310376 0.0493152899053041 0.582694329254112 0.0405487499925388 0.713989901199179
"Rv3353c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0635254382627085 0.992053084856457 0.5716951519476 0.190072316837404 0.218309272742238 0.217661979028707 0.0555303593664403 0.0569619089531081 0.0012970136254347 0.422780185741917 0.985702663549619 0.91311472993839 0.159602899692333 0.908646230867055 0.249737060376193 0.790486452199583
"Rv3354" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0457523250654524 0.0104713036497501 0.00149483729784226 0.96587522253443 1.60890991437021e-17 3.59205143845275e-35 1.09359586944622e-25 1.16058886313767e-88 2.10423469449645e-29 1.53156630649855e-49 5.166758953752e-42 2.92150352714035e-101 0.105778566367113 0.275971141501593 0.0873106872406748 0.994208866455443
"Rv3355c" 0.999652421664065 0.99978373860597 0.999897569248579 0.94200516400776 0.391784007395995 0.983400071592938 0.0945757928893575 0.881908560085163 2.01008968511979e-06 1.46184385139844e-21 5.04244557002968e-23 7.83084482204954e-56 2.83553491995299e-06 3.93534893979503e-20 7.10519590121521e-32 3.87219607100284e-49 0.990420761129804 0.987959933468969 0.318223379580017 0.998498138481726
"Rv3356c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.817323949909206 0.297710556515299 0.0091810477630133 0.793164461577772 0.380865476136666 1.56971058302524e-07 0.286381169390488 3.3725833572082e-08 0.611668014670041 0.00117228672003223 7.21916662047261e-05 3.49102025526595e-15 0.886259674364836 0.373572585777512 0.0765680482893767 0.73157411954007
"Rv3357" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.446981386533696 0.362456930085974 0.0241564221401135 0.993434606278659 0.0259470259161992 0.137284283151414 0.0516828499384456 0.0020863532520591 0.000318388976907504 0.000127502103010038 8.47018300528996e-06 2.88160802659701e-07 0.428113566162885 0.198006638819023 0.196030685576766 0.813614409464844
"Rv3358" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00122553838434404 0.767256886410479 0.018609611886255 0.99891276136006 5.10570148127753e-05 0.0164815790923996 0.719585244372437 6.80207861374857e-11 6.68376482862165e-15 0.00647643985058389 0.000226111062191204 5.5850867933515e-11 0.0322695438784098 0.844652876988546 0.0537301879872095 0.999615955253652
"Rv3359" 0.999652421664065 0.99978373860597 0.999996373516364 0.998493520944799 0.207863058525957 0.500885187439082 0.767333148849838 0.804335490519495 2.57465111009233e-10 8.05143347835518e-05 0.000464635293272774 0.790877105442907 5.46801472063972e-05 0.0812233264250271 9.32702668971903e-05 0.0594021352084215 0.287834670444942 0.364783407487393 0.839158905982168 0.799998203220247
"Rv3360" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.318337254588477 0.667207513830159 0.224783278625965 0.946971738430252 4.18396220224525e-07 0.000802274441267755 0.0178855849838536 2.00200466115853e-07 9.50477526831132e-12 0.0202138646978374 0.935986463682723 0.000110853296210044 0.24575124207468 0.752580840418715 0.140158606198378 0.998498138481726
"Rv3361c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.147353332800694 0.37035829612622 0.163159479298757 0.971302842460465 2.99049446544563e-28 9.83297315267557e-15 1.3257997012146e-25 1.83821102869372e-13 1.20884445197204e-39 5.52246815421785e-15 2.68241950085158e-23 9.23612895841397e-11 0.0620586326901098 0.288281774001676 0.67804589699238 0.998498138481726
"Rv3362c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.968406821497212 0.975492899720804 0.0592672476483071 0.990751463179821 1.07494287121008e-18 2.70254507643604e-12 3.02800118274109e-39 0.0698377999569692 8.68082513912675e-22 2.66182337722162e-12 6.59389093402687e-28 0.0567069195269001 0.510653059916086 0.64905425022415 0.139182384833245 0.998498138481726
"Rv3363c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.535031013313329 0.0324422543449734 0.29793465726232 0.729278931116587 2.60252989742306e-19 0.000113036706347435 2.69640621696969e-18 0.616369699344622 1.53339869591416e-20 9.40110905774881e-08 7.57544108585098e-13 0.0971003505783671 0.490378889961604 0.0280657397481 0.331569503612961 0.998498138481726
"Rv3364c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0555632862029087 0.364719212220849 0.163956876662512 0.882019752075337 5.30189256204338e-15 0.000529050474787527 1.28488870620956e-12 4.77461658180559e-05 8.85092410757962e-22 4.64940905002837e-05 1.53274639844721e-05 2.44255260337161e-07 0.120388556664765 0.486509275101497 0.082029111394224 0.998498138481726
"Rv3365c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0882785250297179 0.382121993064707 0.0143339572561794 0.975594277746999 8.18018352194582e-13 0.0121114876048225 2.85687605233913e-05 0.0424118862866239 6.37679670519954e-20 0.00140914630820435 0.222558384136821 0.309435164718211 0.295912609643006 0.757186383846255 0.0721538278449192 0.998498138481726
"Rv3366" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0181201536930253 0.749103556153195 2.77540113497445e-06 0.983915096651202 0.43151262414768 0.000208960771818913 1.09320543471527e-11 0.0149139924636873 0.00893657877487946 0.000190585803469655 0.0415878047540696 0.183045951406731 0.0347489287564748 0.779653329552769 0.00109805899673594 0.998498138481726
"Rv3367" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.645986581075767 0.398470445326577 0.185961085410141 0.949685686448746 0.321051569108369 0.00802841026047855 0.0141150149362258 0.299263002126671 0.274913842245244 0.0206821265831527 0.146164686206601 0.268877620437322 0.968701205908797 0.908646230867055 0.598578309227831 0.798500634931123
"Rv3368c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.707096836049875 0.658855687204572 0.787211147787073 0.929137660038 0.516087364261262 0.00164865063293587 0.0163334630664667 0.461459547305098 0.261610107622427 0.102122591758591 0.400159556460881 0.671591566720492 0.822597434699208 0.519688820655206 0.378753364966627 0.998498138481726
"Rv3369" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.238905165307473 0.380368687257188 0.00220486379657011 0.942030525123758 6.9473762263486e-09 4.47044702461189e-06 0.00244660023837261 8.76282508427256e-05 2.34596758160244e-05 0.00703425189945458 0.269843757907565 7.9804993923911e-07 0.523989644039125 0.402414560947822 0.00712643426220921 0.998498138481726
"Rv3370c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.214354850442419 1.22785620110826e-05 0.00238911048348377 0.993657187978439 7.13450077487291e-12 3.47341510442051e-18 5.60210928247554e-07 0.00597101231328293 4.00142437691388e-05 1.59453539364303e-47 1.86600302362288e-21 0.00127614243904848 0.124342122877247 0.000444263451846359 0.00517216262347022 0.998498138481726
"Rv3371" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00166741479378079 0.692090453854232 1.6445678191616e-54 0.99375102884922 3.98951355384951e-40 0 1.86178721735375e-92 1.79754609971793e-75 4.94432817150231e-69 1.27567039768265e-285 6.15260010398457e-293 1.34715683763821e-80 0.0118722231544631 0.531942832561734 2.36013807539431e-28 0.998498138481726
"Rv3372" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.212568258301445 0.8042797409545 1.08588831454903e-15 0.99375102884922 0.440703414326694 5.90703667715526e-09 0.343112050704943 0.0271234790528464 0.0562951838414682 3.6070671936236e-09 1.98042764925277e-16 0.0454092350244838 0.568407684531716 0.960763209766369 5.42232229125003e-10 0.998498138481726
"Rv3373" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.107352800376843 0.0271086677170424 2.63930029203729e-09 0.993657187978439 1.41836471246628e-09 4.04412960243762e-07 5.09732092514567e-25 0.0614897477696224 1.75354420660637e-13 0.386160592230324 0.00076827678136683 0.000610903740967978 0.264936938812699 0.0106577715287713 5.02434267034731e-07 0.994324268545132
"Rv3374" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0320174305883814 0.832834799928775 0.435158154979127 0.951719760597452 2.48130394434729e-06 0.000179683755098091 0.000578134278520308 0.00205980566379925 4.2953893588806e-08 0.0116042185300713 0.0458319623133166 0.0325591269968857 0.194417075516007 0.657854604067793 0.399792425444172 0.998498138481726
"Rv3375" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.80032679091697e-05 0.975088148230127 0.65755699922995 0.974753685258495 4.28360361224797e-11 1.95837450940942e-25 2.3417547618478e-35 1.81290952287056e-11 4.46568669529062e-26 1.80901002016149e-17 1.51976513597001e-31 1.94793327406955e-07 0.00389514405506139 0.80981635593475 0.701053137334097 0.998498138481726
"Rv3376" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00127144496548028 0.000179354857177932 1.17658828477867e-12 0.946139306557062 1.44687399007555e-21 2.28215277377496e-30 8.42670025068929e-57 3.24907500370207e-13 4.08242151817091e-37 2.49967848543814e-50 2.20100025739571e-116 7.77504329075627e-16 0.0570218351886653 0.000678314010125471 1.518178281855e-08 0.998498138481726
"Rv3377c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0103264974768029 5.22681852988058e-05 6.26930648801646e-07 0.99375102884922 2.53018764968628e-73 4.04773034722482e-37 4.33602952369463e-104 3.25906116240558e-36 2.53102192489583e-102 1.21935489418187e-53 2.99316378214058e-147 2.26359320125178e-30 0.0165032437212892 0.000215113036876683 1.4285898298639e-05 0.998498138481726
"Rv3378c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.158525456867229 0.797222033539558 0.188538925113758 0.99375102884922 7.048781352536e-09 1.9300585269058e-12 1.33434555744259e-20 0.0394376646628519 6.57211101641574e-10 1.44222152995424e-07 1.14435782874975e-25 0.0193573361956129 0.689688736402547 0.587527311686119 0.209449592339983 0.998498138481726
"Rv3379c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.845594700510294 0.0448976676924729 0.000753676456346447 0.983915096651202 0.325658139886494 0.172778117921329 2.22473327200105e-05 0.144543266680514 0.274011432193408 0.000281469655320517 4.53252219588284e-16 0.0411496530415787 0.943930248991497 0.0637637319415913 0.00250413675156252 0.998498138481726
"Rv3382c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.272208946610016 0.677646300113325 0.833898256860234 0.999854649905164 4.43978226697325e-12 0.154759720198341 0.000647329212407117 2.15022525671326e-07 1.20561113883233e-09 0.0864258293788591 7.9562375059028e-06 4.30472842545855e-08 0.707836387432979 0.90129758449852 0.592021099058732 0.998498138481726
"Rv3383c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.751075331428956 0.0890231354954056 0.100017224982743 0.99375102884922 5.52428698467384e-22 3.72496416820727e-06 3.44461689715679e-08 3.02478043653772e-05 2.66559423296566e-23 0.00213692413628658 1.79266710175282e-07 8.62555912448312e-07 0.87844447063287 0.441673119441931 0.85858314547153 0.998498138481726
"Rv3384c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.124961173530324 0.13531882154799 0.19863036529315 0.99375102884922 7.98391950267106e-08 3.01143369381143e-20 0.00796068278023322 8.43922702433381e-15 0.003360351511555 7.72637308574942e-10 4.52042459228186e-05 1.21278281448393e-14 0.200236037231546 0.162609748111204 0.449616250931179 0.999615955253652
"Rv3385c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.814220434397822 0.686730711849317 0.29121040263591 0.99891276136006 6.60718817646167e-05 8.08707817220855e-16 0.0566221609042984 0.100373855125956 1.03954650979349e-05 1.63894954837905e-11 5.66007952108665e-06 0.0193383229406412 0.812243904607429 0.693800499925142 0.123989320136308 0.998498138481726
"Rv3386" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.250346258865812 0.7321412780939 0.897977274789871 0.106223080871295 0.481682586778647 0.00770509483092895 2.30361513182372e-11 0.00372175933147966 0.25495936906879 0.0118505449759167 2.57260778725959e-10 0.983032609702603 0.826557471162885 0.864385354272876 0.941726935533785 0.569771772474536
"Rv3387" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0206413724795271 0.0227957262356823 0.806512450586499 0.794782109187197 0.422706961124225 0.42824947724513 1.87123435919357e-10 0.173757733811866 0.022036631206253 0.00274841860578814 3.72877040144395e-11 0.946450909805462 0.400284240420793 0.0887706032357025 0.844663604605974 0.998498138481726
"Rv3388" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0438917643808959 0.874446471554122 0.312453777224778 0.86855754754924 0.00128345205463282 0.0145443591989562 5.78155033116449e-06 1.02135438247013e-05 2.0422414901757e-07 0.0587251279175309 0.00888158324757939 6.04064580041755e-07 0.246760921373621 0.841239071250219 0.259944726404925 0.998498138481726
"Rv3389c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0243950842731094 0.0590634977293208 0.163250824302841 0.810058251543929 0.000145748179210884 3.06104102554447e-17 1.69924644833143e-15 0.000610505905680142 1.07715366004692e-12 2.60550568829408e-19 1.12035825242796e-06 8.90519121594864e-11 0.0489455456901032 0.462991944659928 0.0599769539341468 0.49173509114297
"Rv3390" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.390066055897141 0.0263881865924966 0.00537245880588362 0.61746216492112 1.83481603472332e-24 5.19549460421167e-07 1.83609393645579e-25 3.41045862924866e-59 4.5141743844487e-26 6.55407640983732e-19 4.54807620403869e-39 9.29823958126496e-47 0.771573460246337 0.01856853555045 0.141191528636476 0.958509813670468
"Rv3391" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.215910457347984 0.0163665310605224 1.88837647759133e-06 0.722401217211777 9.68155124893644e-05 0.1807445134006 0.0328466888635834 0.501808014011235 0.0690883203620417 4.5731978961438e-06 0.0022056162519409 0.476050018488951 0.266192586798999 0.0651606129150668 0.000639464307777818 0.998498138481726
"Rv3392c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000181657152051496 0.0539322085361356 0.166843408022845 0.981445249507892 7.76682388177353e-06 0.0453110220790415 1.62956878907382e-29 5.63617373444771e-05 9.34376948964098e-17 2.76154983439026e-06 2.21056735857148e-37 0.000212030510417953 0.00988886571076977 0.0533624745718076 0.249347234193196 0.998498138481726
"Rv3393" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.92762082844408e-13 0.00233616239232848 1.35983239511581e-09 0.99375102884922 0.945176742685299 0.114395772873269 0.000586843440472883 0.032061778127355 1.40282701923374e-10 7.74900108165067e-06 3.79141434101292e-17 0.000610903740967978 9.66204953143177e-06 0.0266129241529868 0.000498336470256397 0.998498138481726
"Rv3394c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.339652580989791 0.0715176580336091 0.546050737834956 0.999854649905164 4.1302467668272e-13 0.0894197622762376 4.45362854471422e-07 6.44963061950072e-13 6.93664372772733e-15 0.22693305565054 0.00688920639145779 1.2113458829965e-15 0.699962138120586 0.0809960625429351 0.167340042154408 0.998498138481726
"Rv3395A" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0434498994942704 0.386540848700494 0.0615107295716206 0.747757066200262 9.84853268757436e-05 0.0275808910089064 9.79698669204238e-20 3.34063391186187e-18 3.43326693975039e-11 7.78506172673488e-05 1.28067384053706e-29 9.02295009053636e-24 0.0613140235407106 0.208381680393911 0.117551903831475 0.94134336507515
"Rv3395c" 0.999652421664065 0.99978373860597 0.999897569248579 0.612758638441777 0.896013992574021 0.205219748851797 0.177958973862417 0.731659510205818 2.36096900494795e-15 0.349301419565632 0.00475634923879564 3.88525963524925e-06 1.57164965260407e-13 0.213094578456765 0.407972853354929 2.8141099027275e-15 0.924667680294382 0.204948015235767 0.239054990333307 0.273461084169247
"Rv3396c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 5.32493206158538e-24 3.23357229931145e-23 1.38079259315226e-44 0.155893004509827 0.257215129308318 1.02873695652987e-16 1.36132287690519e-24 5.41500360399239e-14 2.1339573658718e-28 2.39295915298011e-61 1.25176078508693e-126 4.33082517559707e-27 1.0160490954415e-11 2.0420731814702e-15 3.68267248506554e-24 0.324000742226564
"Rv3397c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.353689136920927 0.0237809947517753 0.000412585259855607 0.660537178598994 7.20619532375343e-22 2.36121775249241e-14 3.90822026369199e-08 2.36449484967641e-19 1.10708840341145e-23 1.02814699731391e-14 5.88536085855254e-22 8.57827273734569e-12 0.464803827632461 0.0200167600953377 0.000440026423289287 0.762396471234079
"Rv3398c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0151735398998559 0.00320322339845111 0.0138915111491519 0.983915096651202 2.71232489377648e-40 3.45667767313365e-16 5.14111437292016e-21 7.9700073698678e-45 1.09283934837651e-40 9.99021230201223e-16 2.53540559559736e-32 3.48972938064871e-38 0.24564223447695 0.00537571445142951 0.00865574303430115 0.998498138481726
"Rv3399" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0623762990128991 0.865133840029781 5.06241766783396e-05 0.387663706712964 0.0753221595338958 6.99722734276957e-10 2.27177902887392e-09 0.80627688351705 0.000563822755499518 2.1512791462025e-07 9.31325362126439e-24 0.0647896311108512 0.336417829879729 0.967906304931184 0.00102189831125226 0.816968411312001
"Rv3400" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.623235273252917 1.56307251853856e-15 3.03093153249043e-27 0.993434606278659 4.37956402550916e-09 6.14176453970826e-06 4.3480515443081e-08 2.02969876605786e-20 1.04678977337097e-06 1.05812390258005e-33 3.40369633620722e-58 1.62309532809931e-22 0.701074286139302 5.72259929260289e-12 8.22747021991845e-15 0.998498138481726
"Rv3401" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00089382814163672 0.0062392516563253 3.07689762255571e-15 8.59276561218855e-16 7.7097449822658e-21 1.41301009592883e-30 1.03971596060145e-19 4.40941028306153e-39 9.59303604352074e-08 4.27292166028164e-13 0.845483865820403 0.00130831865890105 0.0177593307463857 0.0115362140308912 1.77027858850761e-09 1.9165961710189e-10
"Rv3402c" 0.999652421664065 0.99978373860597 0.0547358325819935 0.998493520944799 1.32233894830762e-115 2.79433926095944e-78 2.96057277145883e-100 3.08984949128445e-81 0.736648101481263 0.000303672263808335 0.0924852063614628 4.44218706381767e-09 4.32892865614439e-112 2.81508724607366e-118 4.70724645578e-88 5.05113972181284e-143 3.09059539616259e-52 3.5251618037376e-35 7.12487327885631e-35 1.58863887924385e-39
"Rv3403c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.87106180234742e-76 1.9603396218573e-98 8.50675125477072e-80 1.50652798434253e-45 0.342088957587664 0.585584807817656 0.95162112378549 0.585701871963067 2.0622335740893e-63 5.65927833854711e-107 1.22339002018941e-75 6.59516241060516e-52 9.9542191060147e-35 1.28919197593247e-51 3.83607587601509e-37 2.79418021175536e-22
"Rv3404c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0157993111876241 0.000661409577660597 0.275727897392504 0.877485419008792 0.000415577137422367 0.025863252822466 3.65538601434465e-09 6.65462027424362e-05 6.42473586918609e-14 1.18014780143425e-10 1.38380439632118e-11 1.53391091526418e-08 0.0195508441225862 0.012817916417818 0.674741746524575 0.979271861190712
"Rv3405c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0174581182204433 0.00058074028949863 1.9130621289409e-07 0.676933020120631 9.69741312164285e-10 3.87693105068166e-13 2.28737504751343e-29 0.000177638086476334 9.99272699934282e-18 2.03772034727647e-31 1.13236731813678e-64 5.41511724720474e-09 0.167465903681799 0.013539202228289 0.000478205400005086 0.875122787057108
"Rv3406" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.65439437340752e-08 2.58714140926202e-09 3.23988678080654e-22 0.507422496890412 0.154397781016302 0.00151027278111616 4.82155100983697e-08 2.23786686996306e-08 1.08977446179167e-11 1.73457961012759e-30 5.60233135921222e-59 0.00151272610710981 0.00125420888374925 3.80261887784918e-06 1.41559110108795e-11 0.78269184071647
"Rv3407" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0544670414409549 0.446173782789614 0.00718735561839908 0.12773161194529 0.416617578760836 0.828578321467561 0.00277353186547045 8.11087044086404e-30 0.333554223420279 0.532408462611432 0.326676466042688 2.93248094731388e-38 0.312978020171732 0.670714745795672 0.245170924075934 0.979271861190712
"Rv3408" 0.999652421664065 0.99978373860597 0.999897569248579 0.918714174145467 0.356320711811279 0.0981085712757298 4.89537762295072e-05 0.00982743016700799 0.752915790032573 0.110566382200885 0.00305843369505955 1.49535848494413e-36 0.515516614992428 0.771780868108947 0.13763712534269 9.03235397142962e-45 0.888729053031295 0.292052440706913 0.00390720001756378 0.998498138481726
"Rv3409c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.129227928394858 0.0427533171425342 1.03941018281921e-08 0.387663706712964 0.000138947226281751 2.96679462823773e-10 0.00510203050693818 4.45122136072838e-54 0.0283713929562185 0.00113285631167369 0.000396139625993586 6.2130883809271e-56 0.399569430653659 0.0891547286430917 2.36622731412297e-05 0.998498138481726
"Rv3410c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0342493693359328 0.00516272478218672 0.00529958670187032 0.623967017683175 0.000981769166800562 1.34709881607889e-19 0.000125649421465948 0.00374421089822314 0.406085187832869 2.9226544275626e-09 0.177548199635791 2.79926213219976e-05 0.169629024870419 0.107604605732432 0.143710309047833 0.998498138481726
"Rv3411c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.114285150646909 0.392278704559462 0.425969975162046 0.453404794495358 0.0953486613737947 7.90764500587835e-27 2.90671458192376e-13 0.0698802837974224 0.901553820802031 1.11630402801169e-22 2.65743388141691e-10 4.39172772393488e-05 0.40394706970757 0.694908821955226 0.606666837152547 0.786271912113441
"Rv3412" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.61901218133586e-09 6.55202060518167e-06 0.01162686452542 0.993657187978439 1.24077209623305e-31 2.26676513943036e-70 5.53678370404434e-68 1.10956557787949e-44 5.19308557428304e-74 3.92212707884167e-113 3.23394268023432e-85 1.46581584042695e-45 5.62114984578514e-05 0.00377703951707215 0.233120418964758 0.998498138481726
"Rv3413c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.51643139661079e-06 1.86419181161463e-05 2.55782973132763e-10 0.909276906667013 0.00121155274306318 2.22028081439358e-43 2.35291764586918e-34 0.000222938490030114 8.68646283733031e-21 4.11072525072216e-75 4.23703186066284e-91 0.00990658646491514 0.000148127432743563 0.00734305529600212 1.61888267267714e-07 0.998498138481726
"Rv3414c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.80428262576017e-06 3.88389200041535e-05 0.666259065208713 0.793164461577772 2.38624873304917e-10 4.07026609642876e-14 3.5185699128554e-36 0.214930185119645 5.00461820152627e-25 0.0121650542154115 1.2529065617191e-35 0.223637866563138 0.0152480353180939 0.00170988247481857 0.948670276819653 0.685949575281583
"Rv3415c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.475939515711726 0.0515801253002289 0.806512450586499 0.807092851858746 0.262687349416914 0.949305509431937 0.439933160608565 7.82945890959674e-06 0.902228543964957 0.00318655528989717 0.0490260756898345 4.18900431937612e-05 0.512347930170031 0.0896554402891526 0.515900298763408 0.998498138481726
"Rv3416" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.517666674700623 0.646518441421777 3.60557653455836e-15 0.99375102884922 0.10568867589659 4.03461221673263e-54 3.76728619076813e-07 0.179416903129594 0.0137717483761055 2.65278374469708e-54 9.13309717400073e-37 0.174069778403916 0.702444478529555 0.993374999844708 9.06863807391201e-07 0.999874841664981
"Rv3417c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.929687659817748 0.358459559039794 7.75905519146058e-05 0.998670883741985 3.24112665589472e-08 0.0590153650688057 1.25989959560342e-06 0.062488278889373 8.22796382296074e-09 0.000163885513219634 0.666928650872858 0.0660076172793797 0.931408420972074 0.335750787966633 0.00517364191943047 0.999615955253652
"Rv3418c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.814779093879028 0.191820575647745 0.000494738663603319 0.99375102884922 1.05326671647886e-08 0.0519434369506108 5.11888191736779e-06 0.474004151037698 6.47464091631987e-07 5.06374967178129e-05 0.38115665666302 0.556795900421503 0.723080002769658 0.26945862215165 0.0223291107888093 0.998498138481726
"Rv3419c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.432821877372088 0.00309206111806359 0.000243941398499084 0.993657187978439 6.59654801013823e-24 8.3798471418853e-16 7.77162840419309e-12 5.57658479801622e-37 4.21373115876688e-28 1.10265364774726e-24 2.3752693961805e-27 6.92103716789819e-37 0.659460928877231 0.092459729355336 0.011497858310047 0.999615955253652
"Rv3420c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.984334806170504 0.00126743167611221 1.65746354804341e-08 0.928482166544197 0.000938306665847003 0.838433860874369 0.419751481320116 5.6343127433657e-19 0.00253073915156928 0.0019427120168193 1.88885593176208e-06 3.91339173116931e-16 0.904781361844195 0.0784863121713545 0.000223231414992885 0.998498138481726
"Rv3421c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.380988163812482 0.0333975120922786 7.67660026497999e-06 0.973622367372375 1.74517508026623e-32 5.08280825949914e-11 6.47585375089707e-29 1.46364410071774e-37 4.40427869827408e-34 3.54923923942275e-15 6.73484061014396e-46 2.15902530446096e-38 0.78190663141459 0.13303533945235 0.0086885665389193 0.998498138481726
