"G_D_with" "G_with" "G_L_with" "L_with" "G_D_without" "G_without" "G_L_without" "L_without" "G_D_with.BH" "G_with.BH" "G_L_with.BH" "L_with.BH" "G_D_without.BH" "G_without.BH" "G_L_without.BH" "L_without.BH"
"Rv0289" -0.303421729253553 -1.27392801999764 -2.12097303239403 -0.131510642933617 1.6204847945779 -0.258294804758514 -2.04799158124688 1.56371048954272 0.128941647375414 1.68695633265373e-10 4.20999425163001e-27 0.525366215797493 1.25246354096668e-16 0.202191229539239 3.06748544614206e-25 1.42228814710447e-15
"Rv0290" -1.04777835054555 -1.36250425238701 -1.90056348746903 -0.728622123822649 0.64921980904254 -0.492039409802502 -2.10493743577474 0.829032429589544 3.65450582274276e-06 3.63369798048926e-09 9.56670120134194e-17 0.00153552063665527 0.00487566842505655 0.0357956432442947 5.2813029279556e-20 0.000295538053916941
"Rv0291" -0.859019427939092 -1.05764956146736 -1.85878560339868 -0.658924576493336 0.757400027882937 -0.141582520728636 -2.13142110684959 0.832813478090123 0.000238560912841432 9.27351215260348e-06 3.09720634627449e-15 0.00554996415086327 0.00139267458400564 0.564744138976214 2.44733626125741e-19 0.000416039536119295
"Rv0292" -0.264307039056807 -0.795261987360055 -1.21448224059391 -0.567489054516116 1.31620858396225 0.478512768090608 -1.1411351728916 1.06242354109839 0.0477863835066175 2.17866169788197e-08 2.265095339965e-20 2.04083644870567e-05 3.005892152786e-24 0.000517513962578232 4.18343712175759e-18 3.19974536303568e-16
"Rv0293c" -0.179514700811946 0.0365838158289498 0.60279645950125 0.282963330797994 0.481978268454179 0.548290771584049 -0.222593219657358 0.647744021660694 0.217374982973547 0.823484951700607 2.99161794618615e-05 0.055254572734294 0.000844547172358152 0.000257227340731452 0.13260226934785 7.09688667771298e-06
"Rv0294" -0.117118703448363 -0.445101212857011 -0.336101498496447 -0.2534536234949 -0.618364655563073 -0.719629882607674 -0.478938997847248 -0.557355486471833 0.487349472199666 0.0478915154297929 0.0572426368811792 0.168428140714878 0.000626146825165362 0.00469175173903682 0.00701019178406719 0.0025405369959335
"Rv0295c" -0.0934096541644848 -0.924374094985886 -1.47292008700932 -0.733188718397889 -0.603789773256492 -1.06766055257862 -1.38709747749411 -0.693274786008149 0.478473639752816 3.12671308683638e-09 2.0987326142465e-27 7.71021729550223e-08 8.23289451306466e-06 9.44599651139874e-10 2.12216178506046e-24 5.33262526168377e-07
"Rv0296c" 1.18077609513196 0.157508540144005 -0.575549259006962 0.229087395978447 0.974066591337159 0.227820623294034 -0.0107531083822571 0.224029590333387 1.27739028336124e-20 0.28182729542866 7.46907235425556e-06 0.091849055923794 8.33500192627493e-14 0.131082429216818 0.938121528876141 0.100892655968114
"Rv0297" -0.199020288080705 1.12445137302778 0.706710589302054 0.373537669928226 -0.165480752065799 1.44263755998937 1.66687018610809 -0.0113838131240528 0.577894105111226 0.00209197289277466 0.0536702417830375 0.308436731271643 0.661085732218304 0.000123466670732142 6.42790261096067e-06 0.977070270031155
"Rv0298" -0.703037884667074 0.368975410795442 0.254460494381966 -0.100103476414434 -0.497503711556219 0.742807454932101 1.21879826581698 -0.482747871919778 7.91574377484304e-07 0.0171385938043458 0.0938101167593191 0.5171784933854 0.000602732954615621 1.27510864098657e-06 3.10426871068485e-17 0.00114380960604435
"Rv0299" -0.622937622321176 -0.0835316520668257 -0.71316585982866 -1.49435271475262 -0.321195543602649 0.351490064236898 0.247092888422731 -1.41649914786371 5.51205085642068e-07 0.557457394467229 3.09289799032762e-08 2.83332703319891e-30 0.0115471724776152 0.00912438520678841 0.0530719756799208 2.21490433587109e-27
"Rv0300" -0.670505310169927 0.114159971509315 0.38692051091979 -1.14185040053361 -0.461988034797634 0.685573901857285 0.990288332315591 -1.23009379311637 1.12914750266792e-12 0.327805685609401 0.000202266776708806 8.48072109558221e-28 1.6244926990236e-06 4.24578951822262e-10 1.992524581994e-23 7.41995677297115e-31
"Rv0301" -0.663978496002769 0.260073403440977 -0.241693936276203 -1.0604391865972 -0.506199067633634 0.740140123091305 0.455643436924806 -1.18411773556814 1.19775559031565e-12 0.0153775794635163 0.0155790202312405 2.98927726304746e-27 8.62147342916702e-08 1.67680653444997e-12 1.8013216331889e-06 6.52970887938336e-33
"Rv0302" -0.847153220206602 0.278773012002793 0.550638118459388 -1.06449487871476 -0.690487024210851 0.668494654594236 0.700956391900536 -1.09111390743979 1.9828052745007e-11 0.0493283721747148 2.15269261675841e-05 1.32633094475555e-15 7.41367025770973e-08 2.18118354007959e-06 4.12819164445184e-08 3.97593624792485e-16
"Rv0303" -1.15166457853998 -0.674195225924392 0.0247289329010046 -1.50019206691592 -1.40088521850926 -0.527615782605119 0.144550967554892 -1.41926865716485 5.62850236214034e-16 8.6673687859314e-05 0.874721972335887 1.28743172139951e-22 1.74504716079828e-21 0.00331439958519148 0.334246118306328 3.30634779593854e-20
"Rv0304c" -1.09908868905001 -0.684476212540671 -0.869596684533005 -0.272601972081634 -0.86444186449002 -0.598485333570935 -0.878373296575735 -0.136551926270435 4.19251113495154e-20 8.2252579317899e-07 4.95209998923483e-12 0.0297156298841424 1.00947573425226e-12 3.97515002215758e-05 2.44312376223596e-12 0.284208735777341
"Rv0305c" 0.146967404036536 0.577808826093393 0.0939382584095717 0.934071620136147 1.01615858733345 0.376970336495668 0.487402835090187 0.803337958350002 0.267461189486072 6.73459615278722e-05 0.499219228979177 1.74449598432306e-12 5.56739116956396e-15 0.0141603899360764 0.000274769406735181 1.13788709414333e-09
"Rv0306" 0.731943517631447 0.408617653753428 1.38364720728246 0.750085644080213 1.48871718405021 1.69220687125387 1.65882470920932 0.939322611210278 1.46055714485523e-05 0.0794420123045425 5.63376449834898e-17 4.44167128137567e-05 2.55924673444993e-18 2.745084096006e-16 3.35403605672068e-24 2.22688539351086e-07
"Rv0307c" 0.988249218632145 0.67422871368289 1.41098994719004 1.25419665462066 1.64366962356976 2.30258748944265 2.14777102607015 1.04906406867867 4.03253776542283e-06 0.00764717608483041 3.99263197248719e-11 1.59963587360329e-08 2.68557004098371e-14 1.15162589860817e-23 8.73036575568042e-24 2.50636779876635e-06
"Rv0308" -0.213639394225354 -1.9987300396509 -1.65957173833163 -0.359051566011722 -0.400669834636133 -2.08718062712178 -2.09195917992504 -0.289484425095997 0.173753988553358 1.7030546737761e-25 3.7203980988481e-25 0.027286954372601 0.012317619776353 3.93249455898698e-23 3.57150446610137e-37 0.0755538748925047
"Rv0309" 0.113582745386479 -0.674268937624163 -1.38970258459583 1.19601901022798 0.0894440288806944 -0.985090989216496 -2.00323144330463 1.23478516610944 0.38519298740616 5.17358887310886e-06 7.33484664123064e-26 2.02271054712984e-20 0.50567201468274 6.31699800998663e-10 2.53227903126904e-49 1.18186273743735e-21
"Rv0310c" 0.568471193181507 -0.304846914029176 -0.968801630394842 1.4248485100521 0.535118375455226 -0.549805077930915 -1.50255998984534 1.23020318476478 0.0141370813781212 0.295449830835506 5.70244699531529e-05 6.68740774416196e-10 0.0266282314122594 0.0783322518005082 2.20269673940451e-09 1.40553781115037e-07
"Rv0311" 0.240290454022225 0.583949626128301 1.51163142129902 1.06615523471228 1.65300664533184 0.981213652228482 0.680873109548601 1.08240187426001 0.257147961050745 0.00992178213101461 6.96084162806022e-13 5.5244134154158e-07 1.33373201981489e-15 1.34554168612452e-05 0.00172162437639228 4.31152283325642e-07
"Rv0312" -0.133539413389075 -0.78988290223308 -1.65194709321551 1.03995034909978 0.141519969461958 -0.232032802490948 -1.49999775395582 1.10783343531495 0.377326031070681 1.0632753680874e-06 2.75830596560943e-28 3.3147217842085e-12 0.356590061801022 0.157900127595075 1.76934094911057e-23 1.2833808417683e-13
"Rv0313" 1.1869291546313 1.25204489598696 2.63853144928485 0.827932507265536 1.58595068445251 1.9387809746406 2.38123827828756 0.520764180562631 3.08608776684476e-19 3.81638935582549e-20 1.65466656846192e-89 9.58801407398117e-10 4.62692083150219e-33 8.30118566140018e-47 4.6152276667064e-73 0.000129660689194051
"Rv0314c" 0.703358177810057 0.976710435701836 1.85551872240419 0.587099488805623 1.2309900180836 1.3627724242865 1.66807101255569 0.607007357456315 2.92355690150982e-12 3.18633726478382e-20 1.29659858102748e-77 1.22670332891839e-08 1.20560573477533e-34 6.64225862122114e-38 4.83327907610541e-63 3.80424684981356e-09
"Rv0315" 0.255804689027061 -0.394690937804419 -0.498636845746749 0.239346798009876 0.26241920541857 0.146974297281557 -0.278005499906319 0.412352153165328 0.0350843989020131 0.00336681573053622 3.12970385965336e-05 0.0574103608416301 0.032318337307241 0.286733253222557 0.0207771307508871 0.000850474472105086
"Rv0316" -0.51832267442717 -0.427065261490033 -0.751299759777103 -1.11882422582938 -0.904665772196758 -0.218308073153515 -0.435241014726215 -1.11531821017994 0.00647416012129059 0.0505733666703034 7.63813309728561e-05 1.6766545086933e-08 4.11553915247614e-06 0.330571699195213 0.0237022295258869 1.9759398149839e-08
"Rv0317c" -0.722647139896921 0.0308255858771831 -0.282709361973588 -0.8333742547065 -1.02355903418167 -0.558052720609168 -0.892706639824487 -0.726910413853822 9.48287769698168e-10 0.831095861956136 0.0219796721371835 1.87561741494948e-11 2.04602619758707e-17 0.000142454581841338 4.57518653255847e-13 4.15852489090185e-09
"Rv0318c" 0.322232157318922 -0.0840111401757176 -0.271426904728619 0.482409019843916 -0.0174367128041368 -0.0051396357185631 -0.00228798782118512 0.814961672365127 0.0477863835066175 0.71642873306667 0.0982008310817545 0.00536608608570101 0.927228419318344 0.983389270622801 0.989374712757554 1.24278465846366e-06
"Rv0319" -0.731932207323555 -1.19748081382674 -0.704980892922378 -1.08684606004453 -1.21580079684661 -1.78523390779302 -1.11754836926354 -1.21805466800155 6.4949162680766e-08 2.94498124824464e-09 1.34267056747195e-06 1.78136862974115e-12 1.45300331638206e-16 1.84355478294661e-10 2.92946394307232e-13 9.87908476333529e-15
"Rv0320" -0.379008923145213 -1.99884086215234 -0.921441818398332 -1.45946577798341 -0.580603174554302 -1.38717074850097 -1.55540945803826 -1.17235423745974 0.043462029391463 1.56812095686017e-09 8.87090370825498e-06 5.01504367770537e-11 0.00364357457390571 1.43305596235755e-05 2.80544454264244e-12 6.80336222051817e-08
"Rv0321" 1.09690395945361 0.117136361713422 -0.28758754061231 0.897094549552392 1.0718102339211 -0.182642772710586 -0.430214502695238 0.994149898320498 9.22660285631137e-15 0.540767591311044 0.0492887370345893 1.16285018201076e-09 5.18966395870539e-13 0.39289887495604 0.00346163731176427 1.21502704796744e-11
"Rv0322" 1.15901576903757 1.00223247753028 1.06841698766516 0.794544896066371 0.855704167726382 1.55197391161691 1.25761800150086 0.863046943122772 1.83671630192214e-12 9.02693760963796e-07 2.66845657970626e-11 5.49057495262961e-06 1.03445696958226e-06 6.04635562658426e-14 5.79870842101953e-15 6.2960146240042e-07
"Rv0323c" 0.654713315750383 1.50782295844268 0.760577932981576 0.444713487666261 0.718882153245392 1.27611574367691 0.62535096802181 0.489071797588042 3.11070807196993e-07 1.14844960645984e-24 1.91190077389571e-09 0.00121127323737328 8.92867079783162e-08 3.92276779779286e-14 1.54069306810403e-06 0.000413940385080735
"Rv0324" -0.564311516620457 1.74940539791824 1.42609071844797 -1.67116151760636 -0.901577064793842 1.88917649296872 0.616771145631003 -1.50054020444162 0.00188508600958951 3.04183723819002e-18 2.53798639501125e-14 7.14810681223072e-10 3.30801061635006e-06 1.84589800489398e-19 0.00179808234935604 2.53648406759103e-09
"Rv0325" 0.343415573756239 2.17442974543042 1.44977984007859 -0.354246756047027 0.591196997258232 1.85743694744906 1.29209606375623 0.0717262692208641 0.203216889146964 7.41357657284423e-12 4.14465365992784e-07 0.306097872996615 0.0406319417590515 8.32552847469194e-08 1.29744027463179e-05 0.840318009251415
"Rv0326" -0.344057213325172 1.26923455071849 0.964863198059912 -1.82496972740138 -0.395095673427335 1.21535440870972 0.297301476745345 -1.44198576928195 0.0755903846758242 6.63474518068493e-07 4.74063887159319e-06 6.76041302275746e-12 0.0605075077931318 6.75473004827423e-06 0.208281019052775 1.00053221068692e-08
"Rv0327c" -1.02600895845168 0.205735159120437 0.542548497509433 -2.08804811697492 -0.284064219447516 0.542306403842884 -0.237757389860891 -1.79066415663 7.96959954396424e-12 0.323032556434166 0.000808607362239987 3.66319967650958e-34 0.0608809700534753 0.011827750415545 0.183953900912947 7.55914811340636e-26
"Rv0328" 0.107125419869223 1.49985343417975 1.30198626586864 -0.667667893722702 0.792863457656105 1.37914464602476 1.46094290964877 -0.644240452189603 0.504520791439448 4.27070314975448e-19 6.69817100376418e-16 6.75060423673131e-05 5.52608488584802e-07 1.69517857973228e-15 8.47348224245944e-20 0.000134073132808606
"Rv0329c" -0.503081653537817 1.56743600629404 1.36899244117639 -1.45166651858114 0.0587124683107036 1.14377689248884 1.36676386791081 -1.5396865707135 0.0128911494018661 7.13426207937948e-13 2.84166418379274e-11 2.32437677414554e-10 0.784587040336024 2.06718125532039e-06 3.23580504946419e-11 4.28303948502684e-11
"Rv0330c" 0.148356082956197 0.861540591683962 1.02700320857919 -0.903184090488562 0.599618855872101 0.483757810622636 0.548077704393702 -1.44699051593033 0.323336226507384 3.0233892539549e-05 2.95398641929079e-11 7.77290547068636e-06 0.000108568720429537 0.0563321722113273 0.000624746056889677 4.82404526050174e-11
"Rv0331" 0.337239310847682 1.16726452135018 1.02884650902401 -0.560162172794976 0.368617517418981 1.43596486437648 0.348297875053444 -0.502775161084737 0.161249844935799 4.66999215548556e-06 2.0355606564516e-05 0.0289736606564296 0.1349360527169 3.14549727870921e-08 0.163434934303177 0.0516571664427043
"Rv0332" 0.882164943946887 -0.227220602058062 0.28186308475637 1.07383534407375 1.01115831530985 0.516046152742219 0.595478958078314 0.81773173531176 4.32110034945236e-12 0.149065270432319 0.0266362700608858 4.90579313546993e-16 5.60121155028884e-15 0.000652219478109005 1.67898137660772e-06 8.14404877022971e-10
"Rv0333" 0.471316930002339 0.186553158520775 0.244259208978459 0.619495229640203 0.635902194404606 0.318476465736855 0.233373862688475 0.601172165886726 7.97060957269109e-05 0.273468925793238 0.0461940141227039 1.87803071351543e-06 2.37713960327947e-07 0.0844815269163153 0.0553855547274361 5.73513575047346e-06
"Rv0334" 0.0142630165212724 -0.334188342539013 0.00786817557076173 0.874358785396194 0.148994456390384 -0.476019605183133 -0.150146133579038 0.795894969471858 0.901155224814359 0.0329589785839703 0.949845510780439 4.33964121853042e-14 0.19772597078962 0.00763446027882742 0.209940881250378 1.15436530943477e-11
"Rv0335c" -0.0492420433094072 0.409899634606819 0.195390833716224 0.220594636528828 0.117929490066554 -0.151972323991777 -0.0643784308523946 0.222200074208837 0.836415576639848 0.127238795746316 0.402048316106253 0.376643801378064 0.629256100907412 0.637421820611302 0.793156171000108 0.378155196456633
"Rv0336" -1.40486092106426 -0.130571997906424 0.0344392060258181 0.131611005605996 -1.32252708646309 1.4371766580977 0.498751814740147 -0.533570646207697 9.63812377655968e-29 0.346739310739523 0.798394292970873 0.326729519604132 2.2504695611442e-25 1.01461992902499e-28 0.000102938472980655 3.78376544113964e-05
"Rv0337c" 0.0614675575305711 -0.458673192477549 -0.31824760709236 -0.838442057160767 -1.24611456100214 -0.540496837837974 -0.551822584903964 -1.241788287694 0.479151327326764 4.07479772947637e-06 0.00033470322579931 7.44371325792918e-21 1.86484529714151e-44 4.34720364185628e-07 4.67365911725741e-10 1.90971775676188e-41
"Rv0338c" -0.263373228259789 -1.13214993268523 -1.01743582053456 -1.24797258152845 -2.36305486446522 -2.45309209805014 -2.52865367790468 -2.06849166276589 0.0130682597294537 1.97918249540759e-25 2.17756010741932e-22 1.28810686694559e-32 7.05061709358926e-111 2.73076322116262e-88 5.45599833405358e-124 7.62355812391533e-84
"Rv0339c" -0.0298344305089166 -0.0227629291355558 0.693707755891713 -1.01845332642362 -1.24356913481272 -0.41220061531721 0.383283805568245 -0.85581192910345 0.808713908684728 0.879950102037649 9.95439472458639e-09 9.00404881787544e-16 1.25986238119849e-23 0.00630307189765949 0.0018510767322386 1.76299385027844e-11
"Rv0340" 0.306742630130668 1.33629170403011 3.10720718705746 0.486742529355601 0.186825903523673 2.21101532401241 4.32835374797794 0.285740329764262 0.0056645705574965 4.76546298596119e-26 3.1642303113555e-186 3.98479705643329e-05 0.100886689357329 4.16718284935832e-73 0 0.0175402502986698
"Rv0341" 0.480099280788167 3.60845950468649 3.66653879078308 1.3773068992986 -0.837394586454087 4.7009168323091 4.73824939868394 0.926159696307999 0.166751605795848 7.93506855715588e-23 7.92520014456508e-24 8.85608816152005e-05 0.0187245529085479 4.32141128332634e-36 2.61751573948837e-37 0.00868103892427483
"Rv0342" 0.158084322216742 1.81328599138827 3.39128343910104 1.00353533563759 -0.658326404834981 2.70878341386825 4.41049295593273 1.03780459367894 0.527545151865128 3.20828554815734e-13 1.60428155219194e-42 4.80900100753221e-05 0.00847724056168901 2.76383056135293e-27 1.00400511577162e-69 2.6879386401935e-05
"Rv0343" -0.288238072806819 0.52889146783972 1.88744080350071 -0.329110710898286 -1.03035038718997 0.735895729421677 2.55820096429108 -0.44599307542335 0.0321810632029869 0.000161229936300214 1.14742740207373e-47 0.0168762383673021 1.78054530036668e-14 1.8342961493789e-07 1.97204702419024e-86 0.00114667402174596
"Rv0344c" -0.0889189688058039 -0.0393673780436112 0.799558545747183 -0.200561990154698 -0.860429262138144 0.719213419265463 2.0130810708176 -0.456784019639121 0.633121990645315 0.883597997442519 9.39919556416078e-06 0.32631559612062 1.41187700707627e-05 0.00197279196728521 9.09989265716873e-31 0.0238781179244649
"Rv0345" 0.382515073827778 -0.0877249530390281 0.0524509427932438 -0.315950091109066 0.33423207848514 -0.0380320549988974 0.531605613824057 -0.105027096365224 0.00233551122247138 0.630118836810929 0.695860108184564 0.0212674633888109 0.0125925128339631 0.847741523999208 2.32937577135264e-05 0.448864378364216
"Rv0346c" 0.299400574793822 -1.03350126356927 -1.73054841243677 0.165929058924627 -0.387234912782403 -1.32473609454029 -1.22016535488293 0.215354189399245 0.0110993205534753 2.8742431517143e-17 4.78825928442055e-49 0.167811440933744 0.00108812715234144 3.00785805813179e-25 1.53962532747406e-25 0.0703889725091225
"Rv0347" 1.10502357640471 0.33036311469153 0.645386226399164 1.16411857032726 1.13856972219797 1.07987900609418 0.735844084480575 0.818484392212672 1.11347127501043e-13 0.060748951181419 2.10533291897251e-05 2.34038815515179e-14 4.81986393687618e-14 1.45647340205028e-10 1.12219378335609e-06 1.52560546589841e-07
"Rv0348" 1.35952674239005 0.734043614885388 0.909629818078016 1.10011754464642 1.43063624260809 0.905152369724526 0.423705646290141 0.868008595893724 1.41467164001858e-21 5.2859590064544e-06 1.29329052507779e-10 1.19791919667431e-13 7.26895061062086e-23 3.27361191796901e-08 0.00354300975585714 1.09386300957264e-08
"Rv0349" 1.27483521169929 1.07554609093039 0.766832787156795 0.500572563885026 1.58440571244256 1.71261500594258 0.420185539782406 0.228140528959001 1.7444009881787e-17 2.25605191901706e-10 6.05664200687333e-07 0.00205980566379925 8.64769329133765e-26 1.13213165462308e-24 0.00733825792025186 0.177016252854547
"Rv0350" 2.40957066467267 1.41690331467839 2.33824498364425 0.311630087945462 2.87360138678714 2.05662918051933 2.05635224212283 0.672648421677121 3.59371406951315e-38 4.4804848720125e-14 6.31367344115141e-36 0.105462937354168 4.99289735439985e-53 7.48910731538224e-28 4.79563695429932e-28 0.000367801256080456
"Rv0351" 2.24429747465142 1.29572503605907 2.62981364364539 0.121064094011408 2.51101937089307 1.85478599743731 1.93950099816565 0.351463026534759 5.89438668449387e-29 1.75140880144837e-10 8.19179284280427e-39 0.572053695322047 1.75094853799766e-35 8.65124658515724e-20 9.35708379912272e-22 0.0898924898800572
"Rv0352" 1.37620152892771 1.13775430864119 2.34527574815748 -0.491523246897358 1.49998246454906 1.79230995519356 1.62603028127141 -0.337706795055561 2.14174501545758e-15 9.68578436626714e-11 2.22465050629405e-41 0.00594422726887703 6.6373668966845e-18 2.06892624204389e-24 1.23995752497973e-20 0.0603239024633869
"Rv0353" 1.80580276237655 1.0454760665063 2.40849156380134 -0.19526568988483 1.9118106086999 1.48093279397522 1.49622708607527 -0.325783535767408 1.32833715751457e-21 9.09788465722124e-08 6.7447827622602e-37 0.340464408355776 7.84201767889463e-24 4.92775247803357e-14 5.11724737499366e-15 0.106051470838569
"Rv0354c" 0.531488026343456 0.918523846563653 1.78811616900215 0.0457882220598133 1.14190860485282 1.26423943214772 1.42404558268631 -0.0357194444017901 1.23807705527624e-05 1.99776413482081e-12 1.29014443764818e-49 0.736182059455077 2.40289753548704e-21 3.05786323633848e-22 4.38251520054004e-32 0.793367895995147
"Rv0355c" -0.672159353850424 -0.221716335665064 0.0989340376206728 0.0927762960271982 0.0754876298124134 0.0415079084295396 0.306803557628539 0.18178650836355 6.29976622042218e-13 0.030779475287516 0.306826304736828 0.351181985393839 0.422995238420505 0.705958042708146 0.00128125123749914 0.0622099238815052
"Rv0356c" 0.060351286039045 -0.194181020751892 -1.13203589657095 -0.14066462190177 0.154883731153897 0.0901230977676005 -0.617240630108721 0.0607536007943714 0.708737655328071 0.318919278192799 2.85185506975772e-12 0.404634732325128 0.353665198105567 0.657145777982129 0.000154869297470346 0.722713298860412
"Rv0357c" 0.129327139568595 -0.356384758080195 -0.641797619307496 -0.183808489956996 -0.112953105310303 0.0641590868275842 -0.773516877953875 -0.283048962298346 0.149361304542933 0.00363695191519112 1.9778817861807e-12 0.0672373255456772 0.238122834662311 0.637772168176784 2.83956711594948e-16 0.00518932024657594
"Rv0358" -1.01083595173486 -0.443296939986335 -0.704331501623821 -0.810170164562366 -0.684033074158769 -0.351310168175903 -0.230209622485014 -0.977222225657517 2.28954667842399e-07 0.154548562708299 0.00106665000468142 0.000863250757919317 0.00256767631588342 0.296425449924208 0.280884624109117 7.67830472688114e-05
"Rv0359" -0.149968871643278 -0.565682905868947 -0.839044092473842 0.172922917085906 -0.463248972871287 -1.07666579998073 -0.923394577086573 0.183511465824405 0.304518917856318 0.00919897136143108 2.96776532839685e-08 0.299063455554033 0.00385864285103812 0.000120717144172142 1.76381382664242e-09 0.272890748388444
"Rv0360c" -0.779253399507524 -0.95113005248002 -1.35285702563608 -0.163303935251175 -1.25164168707306 -1.17675761132008 -1.11640011912738 -0.414990623284225 1.2791251024435e-06 6.0281070348468e-05 7.92764599672006e-14 0.399819605263599 1.48001552318888e-10 3.43971435186066e-05 1.38705037140345e-09 0.0339478436321044
"Rv0361" 0.28103423786432 1.0079470025659 0.810597895281831 0.198819135341197 0.759242316584701 1.29226385765891 0.865245088054321 0.163936713696131 0.0120251783736551 6.59514891264989e-18 2.86663913856371e-13 0.0836170770630412 4.91653247961477e-12 9.71129612615698e-28 5.54849146947305e-15 0.157111875729215
"Rv0362" -0.948976453377996 0.20931350851039 0.115259095714728 -0.946443458413122 -0.892521587007866 -0.67014430555155 -0.239945068631675 -0.860385234034897 1.62422547578915e-25 0.0689148909172706 0.235600133795025 7.39153282944754e-22 2.00326509968193e-21 2.75897781266843e-06 0.0146394130363666 2.92540673300756e-18
"Rv0363c" -0.485868583788536 -0.113182599734473 -0.253514687333295 -0.502201633006957 -0.673769825844573 -0.733753307469778 -1.16815284039088 -0.395927369325167 0.000722901356176528 0.46496125078888 0.0853357288046437 0.00055480548134184 2.61018740115252e-06 2.2003257818408e-06 9.14452189008373e-16 0.00669556911257218
"Rv0364" -0.350848527615332 -0.515473897673017 -0.608204760541641 0.0705712076259702 -0.504607813641579 -0.586130298017094 -0.293507001428159 -0.0645190017021704 0.00299515966259464 0.000390966774897614 5.91668399488219e-07 0.582722855106786 3.85689314414756e-05 0.000234413635575337 0.0154389418631915 0.619285611573129
"Rv0365c" -0.63390966929477 0.910205965484969 0.378192992490637 -0.879854837811631 -0.705163251912911 0.38307081390357 0.914402872933486 -1.10528170033036 9.82427947672318e-08 1.84355676134062e-11 0.00181538452278208 5.63762555189315e-11 1.76689780158349e-08 0.0140354945197907 9.0911649900875e-15 1.27742528766351e-15
"Rv0366c" -0.83644692216764 1.67945183064793 0.362166755727167 -2.24778323540979 -1.00181166696139 0.615318555892162 1.32490343642916 -2.13542800410756 0.000138826189690365 9.81407036972158e-13 0.11129180155582 1.36869784667564e-17 1.49157531099684e-05 0.0224054027723633 1.43664183899075e-09 1.35548395010362e-15
"Rv0367c" -0.169506737497756 1.99579657577142 0.837547216082907 -1.11624587286318 -0.102235381909824 1.72615108332678 1.75809844700157 -1.59355740718631 0.560112617503341 2.89739620820696e-11 0.00415302282224551 0.000297808156744905 0.742292901514841 2.47158364808704e-08 1.56904937642171e-09 4.03746608466021e-07
"Rv0368c" -0.132681159926681 -0.171068134816203 0.298174391304431 0.239386767907181 0.315943509385274 0.0353774704716439 -0.154992030335807 -0.00679473458069537 0.562096791993339 0.658951571898914 0.183439360574946 0.38952806086929 0.202633167550151 0.935857287905732 0.529720438925528 0.981534723251072
"Rv0369c" -0.219228466707533 0.493716436128989 0.516255043746203 -0.199881939978663 -0.283566040469887 -1.4583165193568 0.308605131071121 -0.0141419407542923 0.330431748698682 0.127730254057643 0.0379981924328471 0.483397148651901 0.272752245971178 0.0191797779287019 0.236909841261394 0.959455622113901
"Rv0370c" -0.0305636130497114 0.0627425012235731 0.200545166758426 0.238932212311319 0.122957935864163 -0.967797065527794 -0.387431002107933 0.282430236703884 0.847746273469089 0.804713804417313 0.24051434244194 0.19543417788538 0.481937412383569 0.00920407227086857 0.0493428425660436 0.136850500756213
"Rv0371c" -0.160191341914109 -0.0572096187567198 0.233278003711337 0.684333444840785 0.359902393311175 -0.197905289392437 0.701276639144525 0.829182874126099 0.652962684766861 0.91704334951283 0.542905370379597 0.0691382741029107 0.338673568814218 0.739339836442701 0.0706469901205525 0.0248852555568036
"Rv0372c" 0.459302228777594 0.591650176507814 1.02414080900993 1.55434272295614 1.29466280285682 1.5618308596121 0.641825944663408 1.24572196530967 0.162411061614906 0.155971908645919 0.00190510757161325 6.03796062132351e-06 9.39237401098585e-05 0.000182174115170437 0.0647492647111702 0.000212084849664532
"Rv0373c" 0.560722601868921 0.160698197504855 0.53219625027673 1.42203053236762 1.44927834035141 1.11522575018431 0.624117234324715 1.46516996413263 7.07501851429758e-05 0.470100089109533 0.000235192136138493 3.91156149212048e-23 6.45580658200611e-26 1.94141645770833e-08 1.79895230613246e-05 1.42603194068455e-24
"Rv0374c" 0.397733765723947 1.03729861665345 2.1251849270551 1.07038642180404 1.2469994503299 1.5428111504451 1.99293094521674 1.93180240122949 0.153170848280136 0.00553355357086609 1.03568157375824e-14 0.000402316389342158 9.76077084826992e-06 0.000222972381601207 7.37281269695219e-12 1.5355404584472e-10
"Rv0375c" 0.339510206720262 0.127437491383599 1.02529958859229 1.13123787166822 1.25975844758218 1.10649030600298 1.48526734640054 0.897944781014166 0.120496582172457 0.725938497087437 5.13058174655253e-07 8.70357112816174e-07 8.19701188046761e-09 0.000312819526914651 3.16049932190533e-13 0.000205536606142666
"Rv0376c" 1.44033909305866 1.08629122204046 2.08448402450788 2.0468069861287 2.15827391212895 2.37491033919019 2.41438085166705 1.5503881611248 7.28050911632389e-24 5.50265915619531e-09 9.77597097996897e-54 2.53623985882398e-40 1.16764419016616e-49 5.85966146458432e-49 4.327023929232e-71 1.80042943503062e-24
"Rv0377" -0.656565181208592 0.335589371721108 0.493063578379902 -0.00942941631885185 -0.617904812502058 0.0388481117806073 0.537635920711729 0.0619162568752851 3.85941607048335e-08 0.0277408974723937 0.000106829796996674 0.945228555132898 7.27975277225036e-07 0.834316769567071 2.61562958395928e-05 0.647842755064482
