"Iron_effect_in_EXP_G_D.log2FoldChange_shrunken" "Iron_effect_in_EXP_G.log2FoldChange_shrunken" "Iron_effect_in_EXP_G_L.log2FoldChange_shrunken" "Iron_effect_in_EXP_L.log2FoldChange_shrunken" "Iron_effect_in_STAT_G_D.log2FoldChange_shrunken" "Iron_effect_in_STAT_G.log2FoldChange_shrunken" "Iron_effect_in_STAT_G_L.log2FoldChange_shrunken" "Iron_effect_in_STAT_L.log2FoldChange_shrunken" "Phase_effects_with_Fe_G_D.log2FoldChange_shrunken" "Phase_effects_with_Fe_G.log2FoldChange_shrunken" "Phase_effects_with_Fe_G_L.log2FoldChange_shrunken" "Phase_effects_with_Fe_L.log2FoldChange_shrunken" "Phase_effects_without_Fe_G_D.log2FoldChange_shrunken" "Phase_effects_without_Fe_G.log2FoldChange_shrunken" "Phase_effects_without_Fe_G_L.log2FoldChange_shrunken" "Phase_effects_without_Fe_L.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.log2FoldChange_shrunken"
"Rv1619" 0.00032653760280559 0.000219005410450457 1.20031207583568e-05 7.13322397081232e-05 0.680671069043057 0.170319661295467 -0.113493909535539 0.00556899252795254 0.564624812339052 1.50728261581097 0.568014535676463 1.02254680896497 1.17345471624325 1.62739305125315 0.443499926764315 1.06439391574089 0.526503708695304 0.0903583467590424 -0.112329694836648 0.000503608048721405
"Rv1620c" 4.76065532551243e-05 -3.15205758300982e-05 -0.000740884842991736 -0.000161457426459903 0.586466630918207 0.756269091736583 0.250938148060381 0.00327629553954208 1.53378284722566 3.20510164765355 1.26085395286768 0.803895411572241 2.25931358744782 4.21856710490613 1.91049255961844 0.91359739146319 0.379339391261973 0.638971450751096 0.427545535924253 0.00166457175801767
"Rv1621c" 5.58362303768318e-05 -4.13939809892537e-05 -0.00042702555920555 -0.000829757756152743 0.829857622960039 0.126666092345479 0.140769471555958 0.00339690593823229 1.6166832040286 3.66284804267197 1.57290077347821 0.761779420096267 2.54604231637004 3.87838109084505 1.97262391624605 1.0158194217226 0.61836373162446 0.127072544300646 0.285443950606137 0.00463962789506732
"Rv1622c" 3.60260305738548e-05 1.10682547097235e-05 -0.000437649843703115 -0.000390085218967015 1.40455494609035 0.267547350884468 -0.0479612572816941 0.0179374295819967 1.81111518285786 3.33508334084781 1.7661282809887 1.31339777330549 3.30108016141504 3.6746525295986 1.94358108051713 1.64992633027202 1.22114057112556 0.211819769165175 0.121293136254317 0.00737339265232871
"Rv1623c" 0.000129852100452429 0.000104740011735374 -0.000310906399446066 -0.000245292559717734 1.0454990153433 0.422569233685888 0.213911663760079 0.00283913659709738 1.84964183984588 2.72902471163 1.56487184574844 1.22229262217162 2.89590060818787 3.15161663746077 1.98713070937303 1.3413174861644 0.798446629625397 0.300108355434713 0.326986050712335 0.00171836828809557
"Rv1624c" 0.000264202854563409 0.000330508189786107 -3.47403330228502e-05 -0.00034163666263052 0.326762023826103 0.00307366672735514 -0.0248176890959351 -0.0119882696861937 0.947670539950908 0.852660265856889 0.722537512378143 1.15129551936316 1.19143065385749 0.726471112195487 0.716572665588606 1.12830519859665 0.193200742080915 -0.0974164129368026 -0.00736571323277916 -0.000292205037100387
"Rv1625c" 0.000121449312518228 0.000133689451208034 7.8375744101203e-05 -0.000114410399124721 0.71869988651442 -0.103332692964662 -0.489560830381146 -0.0163696460728412 -0.365408131576069 1.42218623660051 1.22646579968503 -0.359360976807907 0.337040101779433 1.23024658366274 0.649580556173195 -0.48470921773895 0.557310518268796 -0.147971501567866 -0.491539034250276 -0.00184460650642443
"Rv1626" -3.91760186025663e-06 -0.000134971345478799 3.47150327647489e-05 0.000257503626488639 0.0564159259335122 -0.194750847259837 0.0811005290156259 0.0120845849312104 -0.192612644103288 -0.799344056845794 -1.10584304760795 0.415816343151868 -0.131125415026215 -0.96536218974295 -1.04045025365441 0.458259571530934 0.0518031985291808 -0.124293192264446 0.0599925823346814 0.00053073262126961
"Rv1627c" -6.40919775059659e-05 2.14334489587711e-06 -0.000290355267661654 -0.000226092482230858 0.26561521066997 0.249576040142213 0.358189107208929 -0.00485445127857598 0.268926806690989 0.758328242522425 0.314357572464212 0.147688041234467 0.578713148144733 1.02962744413524 0.80182094855192 0.154609945007002 0.262261414505274 0.225654411510368 0.444057153610048 8.12380680128652e-05
"Rv1628c" 3.19767361016795e-05 7.85087794652279e-05 2.87633805123565e-05 -0.000391506072045238 0.44549271268568 0.0848399189076654 0.311343843194946 -0.0264289002846525 1.06188267459046 2.36658716337117 1.74275394014345 0.794886387889575 1.52202945965341 2.4428928655258 2.057395068105 0.724119382359736 0.416450636845893 0.0607371239730035 0.292366358333714 -0.000897377937101814
"Rv1629" -0.00033382195854101 -0.0002956011316452 -6.1196208846575e-05 -0.000215441995589164 0.160266016375097 -0.631707997843614 0.713089702199825 -0.00641368081286157 0.258244305978576 0.346793882438901 0.10047207529011 -0.994179270529989 0.551951838964766 -0.215895958428783 0.870388664415306 -1.00558402451788 0.245761791633963 -0.508191336787225 0.709799877650194 -0.00013256798132226
"Rv1630" -0.000144066861227092 -3.17097535594267e-05 0.000137456422996122 -0.000281157005704003 -0.469416839673883 -0.324812201655839 0.00609900206187058 0.000881807957077536 0.657227965049553 -0.576742930824675 -0.645388494014359 0.370765916501042 0.203280817167667 -0.912960347831294 -0.694397200322947 0.452930946577986 -0.397747591530302 -0.292759530268969 -0.0431874906551046 0.00106903286500817
"Rv1631" 0.000159082499756305 -9.01126013031265e-05 1.76147197779693e-06 -0.000120639537779555 -0.97215755775846 -0.447134168210501 0.0357784418268162 -0.00530361582177227 -0.265668577830268 -1.11437374684281 -0.863590398218763 -0.886523046086768 -1.34909581458873 -1.56825022295617 -0.829072120301818 -0.910369261370931 -0.987365411734025 -0.382408431505099 0.0327854586811463 -0.000286119242908501
"Rv1632c" -5.84438040383339e-05 0.000123478633813284 -4.49955814441594e-05 -0.000244193308513519 -0.932227847899237 -0.304075918007181 0.0568388647398559 -0.0147682201456712 -1.16948578730908 -1.56173607874195 -1.86609279861321 -1.22822060720891 -2.15410119622931 -2.02607229352621 -1.78153707252034 -1.30662451072482 -0.807704442063209 -0.325239102031127 0.074603282518706 -0.00105567385071226
"Rv1633" -7.97659282774306e-05 -0.000217525149263244 -2.20461392443616e-05 -0.000175435340874173 0.410324803743562 -0.0146027687472612 0.692523389678585 -0.0017329688641286 -0.73047450360172 0.162816469553573 0.782116612163635 -0.353305567818049 -0.243225450524573 0.244186985970175 1.5257984925026 -0.320105368598987 0.399588816375013 0.0617759003390917 0.66436103127763 0.000421783589553706
"Rv1634" -3.88704852804586e-05 -1.42354815223297e-06 2.09057424847521e-05 0.000319948493070348 0.150423118850657 0.388731000961643 0.314729951111804 0.00223660927012365 -0.991782386648547 -0.668182350733101 0.0349057749516058 -1.1596033366371 -0.812792292551003 -0.240012657973652 0.3594733167897 -1.22358768996173 0.148634185806768 0.356604692506832 0.2846341020407 -0.000815897596414058
"Rv1635c" -0.000280482911814873 0.000279001591845211 -3.57627198717163e-05 -0.000183429575032259 0.648365971874742 0.160894096224843 -0.248739819066395 -0.0283563606033802 -0.534871389195766 0.152950630545683 0.380417961860101 -0.901195035984319 0.176096661993611 0.279032263112551 0.133150156867866 -1.02219984209558 0.670005526044963 0.105660547616073 -0.233697725619533 -0.00191545463410294
"Rv1636" -0.000114099471217794 1.35785382464801e-05 0.000114968097974221 0.000463670674367205 0.375801178728926 -0.0484729959511925 -0.0987536490270018 0.0134238835177385 0.997614336058739 0.893776233487284 0.443453295976142 1.06321267390552 1.47165249080835 0.835821688240339 0.276662075742963 1.073794449763 0.381909556380863 -0.0464568557643163 -0.143762839282321 0.000120826701281265
"Rv1637c" -0.000512153016864357 -2.00505221368109e-05 -0.00123872876242686 -0.0004761923200005 0.220580765406574 -0.217430219867574 0.104050176994663 0.000372983334545969 1.29681312811194 0.737405315537337 0.186530549688304 0.752164480213427 1.6724031630652 0.502085482590571 0.499347953427396 0.857510045362519 0.328310302292017 -0.194006302823887 0.287307046563371 0.00147871109289266
"Rv1638" -0.000198232116608706 -0.000283208734735514 -6.64604915704372e-05 -0.000197445611066608 0.612939862488519 -0.18722867877929 1.00560824278566 0.00173065712429328 -0.150374393561463 0.671330038277852 0.876572650671491 -0.101235759464791 0.542973577309947 0.551411232536051 1.93056859647986 -0.0295085278305933 0.629181384636336 -0.099058777408559 1.00413624366398 0.000910881663880032
"Rv1638A" -0.000140520623609478 -6.1713043227792e-06 3.00349142516437e-05 -0.000334480760720693 0.41706882423375 0.698281931324919 0.668648835055178 0.0449443043401508 0.966318546559875 0.525720259668028 0.303440076698788 2.2598746432285 1.54886430033501 1.31838866696526 1.0050154518087 2.62786296481248 0.438888480150586 0.651393648375016 0.605778736613839 0.0140636965216605
"Rv1639c" -0.000550308634439185 4.37392718383521e-05 -5.18355514388587e-05 -0.000381872007641878 0.71856302585405 0.256796266497778 0.530549753736567 0.136963083750832 0.753994878536877 1.16988500579971 0.475725034978403 1.90213307058563 1.66933955601849 1.43395598500574 1.0467028883471 2.26994670119868 0.839127132398431 0.223744864560599 0.529051554714855 0.051238681054853
"Rv1640c" -0.000151725205032901 1.72419693500879e-06 3.9364611465741e-05 -6.30367571453493e-05 0.11759816543275 0.431475429801479 0.108032730552895 0.00111464586198327 0.837815514938716 0.668337131352522 0.877745338531309 1.14241398309432 1.01192653659254 1.12659094345845 0.977302789174716 1.17370036865291 0.147628465654747 0.409186512931233 0.0888853725364889 0.000364418468017033
"Rv1641" -0.000492022003237479 -0.000272722874417306 -0.000696208695849644 -0.000454964292265127 -0.213494807129477 -0.258459963261293 0.970732673237628 -0.0147487791207534 2.08995061123305 1.06291471003889 -0.180044101289748 2.30426586442961 2.04998588819456 0.887194540320189 1.00961912609568 2.29067285398652 -0.0381886867533458 -0.145867436573149 1.13344940702666 -0.000184765642918566
"Rv1642" -0.000175841841038048 -0.000285423469659935 -0.000173539729564155 -0.000226375406402529 -0.824899847194527 -0.315364449708061 0.973729022316318 -0.011499746215862 1.63670322862153 0.866255786895294 -0.174081005722581 1.38986478735377 0.887659235490667 0.692034169107511 0.969220701451163 1.32825126037826 -0.558499641654316 -0.125673733721609 1.00128193919882 -0.000881516953983246
"Rv1643" -5.35682070031726e-05 -0.000484793151986041 -0.000114167613733013 -0.00129541337308574 -0.586531086373183 -0.212496525769384 1.2182931548138 -0.00789166239219746 1.61509136439254 0.721750202103859 -0.370995585930272 1.46184654058553 1.00860613207483 0.682009350458328 0.936200060475461 1.5821822439292 -0.503840118925128 -0.0324831048130697 1.23537090146012 0.00170865899393033
"Rv1644" 3.36048730985343e-05 -0.000115549121100008 -6.20752862595919e-05 -0.000139244044433002 -0.639511413159298 -0.197943969160378 1.12259761629503 -0.00631372913048632 0.59595101856808 0.256312879577424 -0.447890069569661 0.0403202635900367 -0.232684468452011 0.119387429070831 0.810288489373845 -0.0100795091969061 -0.538556092095607 -0.0870463324382289 1.02769867041135 -0.000752129395923568
"Rv1645c" 9.9039031781029e-06 0.000105185683335417 -1.21080544700769e-05 -3.47689116117679e-05 0.104629582098692 0.689881176683361 1.10039655024519 -0.00428171026843026 0.224443482972416 0.652892577289497 0.631599756095446 0.235859422765528 0.339612739726274 1.35885330648431 1.76609015858824 0.196723486186844 0.0918910780948826 0.621558021478466 1.07122616152299 -0.000485078070394203
"Rv1646" 7.85966170708947e-06 0.000449893713823906 -0.000184013856148188 0.000170633056296233 0.131646970083825 0.0894676057151153 0.424619591724851 -0.0125784179266191 1.11285964069156 2.08670764808 1.03276394537036 0.64756431472275 1.27535774085013 1.95778770462915 1.62797458433971 0.447457520039429 0.104725793122174 -0.09748762219475 0.477523332495102 -0.00345471827504008
"Rv1647" -7.54702473486964e-05 5.27933463761358e-05 -0.000429741265473073 0.000141589085639527 0.424389365289941 0.599446314383923 0.16039183448434 -0.00362864502270661 0.720424066911969 1.07017177953795 1.44945523559237 1.0108869557617 1.19575196431687 1.70485951310048 1.75362087440975 0.931259867639405 0.414588538274803 0.561626059425245 0.276828987918601 -0.00103686951975954
"Rv1648" -0.000217875905082719 0.000224217401066591 -0.000164968013376328 0.000258751864846728 0.319178691568134 0.382925111835512 0.188553101267608 -0.0660556817183488 -0.0135297395164406 -0.140781110137003 0.314525014095474 0.922297963785268 0.382241720254539 0.219844061478211 0.566553711862987 0.63039556756065 0.349187432209073 0.310376508616136 0.232005648747353 -0.0163492433387389
"Rv1649" 0.000543890487726433 0.000115206479847545 -7.70217261404631e-05 -0.000226646340947812 -0.361211279134433 -0.0633537441049668 -0.168894825580035 -0.0376071530450604 -0.672202573786693 -0.878350689607586 -0.69889073614106 -0.476207579952017 -1.18003209002359 -0.981304992418905 -0.852095841574696 -0.610749688237124 -0.453023419497318 -0.0778191519830151 -0.140228383178229 -0.00216822882427733
"Rv1650" 0.000153148262462521 -0.000402049609987918 -0.000246350434416291 -0.000289690057704508 -0.65359754887784 0.077471157757484 0.034738426418283 -0.00666363804851884 -0.298689108303602 -1.43644998842178 -1.61476009068299 -0.487535365015452 -1.08893412076019 -1.18442394931112 -1.46397285170819 -0.479033129768119 -0.662453701602169 0.197158754873781 0.133839806091544 0.000110783463179426
"Rv1651c" -3.10598219187198e-05 -0.000199580752516616 -0.000328512586375343 0.000994561297540609 -0.0348722854464586 0.0825302407837821 0.253644074135254 0.00568494965355221 0.574054282513391 -0.0986905348672905 -0.687822030552298 0.0934699869130804 0.585030838923102 0.170274771746767 -0.197301655014455 -0.0509920100520688 -0.00061979330904533 0.176516902523718 0.3556106650942 -0.00227548770621535
"Rv1652" 8.77684788369254e-06 -0.000416990628674724 -0.00038772087724925 -0.000407318559535995 0.216200957387683 0.186921346768054 -0.353428275300366 -0.018949787708188 1.20125658345041 3.12622114868182 0.681029230817797 0.75180659915623 1.49271798968125 3.69377322363225 0.474584719317119 0.628806555209631 0.159319009461455 0.354498684849385 -0.149224980293931 -0.00190762475499566
"Rv1653" -2.78141340608595e-05 -0.00130063725453715 -0.000995475096303092 -0.000820611761059065 0.366399669916413 -0.496306816833228 -0.927877093902919 -0.0601400242188758 0.815113252014493 3.51220481439778 1.11190125942234 0.67014167590676 1.30383229262433 3.35427523047492 0.421034726480787 0.474844059860101 0.318993705092931 -0.110886325440924 -0.551926951109144 -0.00328021755427812
"Rv1654" 8.83936741627311e-05 -0.000347096538501725 -8.84973358825673e-05 -0.000325013731538054 0.327166510720691 -0.283609118052548 -0.928467431605594 -0.220683275609064 0.699378686657223 3.19271996807209 1.1020482773921 0.799582670909298 1.01725600432471 3.08739914749497 0.169309374536396 0.339949020218343 0.212082746575873 -0.078512536466304 -0.789289890266766 -0.0194152453985604
"Rv1655" -2.02177619241079e-05 -0.000147680871471223 -0.00111373786090082 -0.000637091920559708 0.233130679905569 -0.638301511627584 -1.11762251762445 -0.033120506389086 0.518677486020854 3.18785693637715 0.980817213842315 0.472432840591052 0.851765443544779 2.57678679151813 0.122077772312836 0.319978179718618 0.20087459386385 -0.435520602952574 -0.678666796376199 -0.00241072088865375
"Rv1656" 8.50663664994966e-07 -0.000126504516076683 -0.000204297796878546 -0.000188632927485281 0.352356926561292 -0.61538463948824 -0.493745239132698 -0.0216101331422798 1.05088219446003 3.25261510079925 1.11841669923961 1.36685704344568 1.4978625142277 2.64799298829374 0.693035975469505 1.19143591528532 0.283906503592039 -0.441269962283933 -0.330732179411127 -0.00283472807834588
"Rv1657" 2.68211594853116e-05 -2.18763726816925e-05 -0.00119174813077199 3.22610923150955e-06 0.423136693229529 -0.135137194292333 -0.581472191701882 -0.0404463387756825 0.207132746788784 3.05079395327376 0.428041646540352 0.612432852033923 0.771610296942041 2.90440344035538 0.0942532844058255 0.106488101434809 0.26642371040186 -0.0886548807115057 -0.20471370591505 -0.0128726163723016
"Rv1658" 9.27178328151108e-05 -0.000311405083839383 -0.000304021836077521 0.000210139121616416 0.33756141107269 -0.0808707799067819 -0.813827827473358 -0.110812410091534 0.221512861497442 0.975639342526125 -0.26050485771306 0.665748819712895 0.553400788070701 1.05670087683128 -0.978623850640756 0.203017329328753 0.24177766635168 0.0527696576821951 -0.609913511819902 -0.0298647933581634
"Rv1659" 2.36669501568638e-05 6.94817852963166e-05 -0.00043761205502915 0.000177914857749528 0.0538826379114157 0.121349029881055 -0.579607404414497 -0.164264374128619 -0.237713929441021 0.721230707135385 -0.689013265077262 -0.122370752194511 -0.202656761970945 0.824871306461146 -1.13790371443048 -0.744260071035728 0.0266267129712465 0.0614156043930399 -0.334909608035312 -0.0486432094768182
"Rv1660" -0.000237448801332997 -0.000346898269754923 -0.000117695689495977 -0.000679491863493099 0.119559613406758 0.19215106096225 0.540935825774965 0.0608685184773951 -0.0793799571498408 0.699459542438681 0.970157795546675 0.159679863033548 0.124730843829051 1.0344528146722 1.59059360733505 0.546436640804953 0.179540503744502 0.275265987111261 0.564725523957328 0.0381559477631552
"Rv1661" 0.000135448973335732 1.18176346295293e-05 1.84990326047354e-05 0.0426540564131492 0.109218379233121 -0.0480772863251463 -0.225286644681642 -0.00889060628269192 -1.46044385048491 -1.37854869999465 -0.381301867471349 -0.384506547826715 -1.43799744793832 -1.45246656584852 -0.645517030757715 -0.961328063994984 0.0238698378524358 -0.0458361979154708 -0.214360011155083 -0.0837089642999864
"Rv1662" 0.000356905903744024 0.000108206436741847 0.000220105111514398 0.168419107904568 -0.0266116644293834 0.163235956797437 -1.07651702785638 -0.000326079378121344 -1.69002121741184 -2.16730743468615 -0.943207224813537 -0.163768394779366 -1.86584031319705 -2.01832854849113 -2.16239471542146 -0.598303053461939 -0.137817017680701 0.113705280330404 -1.13836023911391 -0.0571857602442861
"Rv1663" 0.00022331700610409 0.000557732729268527 0.000126084136574568 0.000151882693313492 -0.105788164711404 -0.299678064037652 -0.72251180520325 0.00238873801094227 -1.35394665327861 -0.84870256619723 -0.717024331334045 -0.135644329865352 -1.53718913398889 -1.37179627359171 -1.54423093971056 -0.146971032143888 -0.151021270406317 -0.402967674833422 -0.744960997707265 -0.000133714960018602
"Rv1664" 0.000246582413919955 0.000459666035342594 0.00011667625083149 0.00102427293736226 -0.543903614710441 -0.471823063137219 -0.299615086788466 -0.440866531201032 -1.34321516632141 -0.930279690453613 -0.689827597199701 -0.788141547833962 -1.97923319663243 -1.56089562606459 -1.04599681304113 -1.45045028472258 -0.568384060909163 -0.555503954438895 -0.324992879166162 -0.627528558553016
"Rv1665" -1.99505557464611e-07 0.000252490029805503 6.0858835124254e-05 3.63670939535202e-05 -0.27829219709772 -0.333963988258043 0.385143106359491 -0.00450186424733882 -0.97637679019443 0.184701976152891 -0.681353905016328 -1.05268542117144 -1.31598268982657 -0.360414668255739 -0.290499962556493 -1.12594699543622 -0.236019803083107 -0.419271779428653 0.31525347735599 -0.00100517075027386
"Rv1666c" 0.00054862329248931 0.000387618470182474 -0.000299106816416244 7.33896514189757e-06 -0.15921510359271 -0.228934810620009 0.269473488645236 -0.00818908377606422 -0.600934872213817 0.0336627980631893 -0.353598621104352 0.0452700829667593 -0.897324538302866 -0.320589309298131 0.0197433237882701 -0.0409800925483035 -0.257989553177158 -0.288347912272385 0.343566758982357 -0.00113848599826823
"Rv1667c" 1.96603229054729e-05 -0.000219444923699086 -4.42661054943732e-05 -0.00152394242737283 -0.0533853240393318 -0.157204593244946 -0.25618989677386 0.0101978146186121 -0.442873162540231 -0.790256585582047 -1.19326892245566 -0.617843096441653 -0.512660508557313 -0.901217764177682 -1.45359549518197 -0.307016800671242 -0.0546415541504063 -0.0764966736225823 -0.222347844499332 0.0113753710724586
"Rv1669" -7.15525934787013e-05 0.000113233131420555 -5.99538627088749e-05 -0.000734774091902068 0.195073978045772 0.381710112572319 -0.0120485355689306 -0.0224312641101074 0.00529014651076285 0.110287097059935 0.981354013703811 0.688590876101442 0.449521682179695 0.762570811409396 1.02255737606474 0.520611432031113 0.22257860120403 0.267485611257704 0.0145119505310996 -0.00271926600555707
"Rv1670" -8.49920514670868e-05 -7.05336567689085e-05 -3.56688215015967e-06 0.000745702290756597 1.09119046966117 0.0940480993770525 -0.205988460475438 -0.0153394605602967 1.80835825312345 4.04260354759211 3.23103736131853 3.59764198545645 3.21457701216266 4.24558109596461 3.00116525901196 3.19371896562472 1.04671874225733 0.118030852142508 -0.170957547468891 -0.00953301980500284
"Rv1671" 5.68554347908605e-06 -0.000116435897058331 8.73618863120633e-05 0.000136422232343509 1.02876010630361 0.259641158549783 -0.387320932164246 -0.00213402447025633 1.49788804797928 3.80256102220011 2.84965500222889 2.64652509677131 2.76201463577845 4.32150285701951 2.31728511535075 2.57512723112622 0.76065179262116 0.277912964248545 -0.358380792347385 -0.00123216380758803
"Rv1672c" 6.45490589161679e-05 0.000100304246894153 -8.95606999600676e-05 0.00117673711081548 -0.116353390538473 0.0933947546086601 -0.365072194434447 -0.0842210622438883 -0.0614656700855052 0.59705783981376 0.352609149472989 0.86164266350555 -0.237124473574743 0.652656977740984 0.0102077280483019 0.307988684193689 -0.131257737050619 0.0378823462992451 -0.288460803185321 -0.0867988893673106
"Rv1673c" -0.000373337768625597 -5.88463675265188e-06 -0.00153713084292289 -0.000244483225121382 0.188614680878662 0.0135830906879019 -0.292516019467283 0.0630944969861427 1.1545875197634 0.491736487815337 0.449263383320989 0.447643585853331 1.74144930901005 0.515811428566367 0.432692510298184 0.95211157121522 0.414475956200847 0.0141921174713098 -0.0130233280381599 0.0239079333337489
"Rv1674c" 9.60918390412499e-05 0.000642978380778988 7.13810462439919e-06 0.000418357330003431 0.090242083972584 -0.233834738577667 -0.516471158056556 -0.0136756801154863 1.13045565090509 0.610128918692721 0.682058944581923 0.823196637695934 1.10953586853384 -0.189804284314267 0.0246263190207537 0.474585468727499 -0.0221517867299854 -0.37495257457719 -0.445974710489315 -0.00719169012613041
"Rv1675c" -1.55521513434671e-05 0.000375794110340945 0.000419934973584754 0.00029281773223226 -0.193305147267541 -0.417902745720499 -0.747088520821329 0.0723889545840488 0.535420506434727 0.307540257080327 0.36740339987242 0.554623577508806 0.296388022510254 -0.711205365921613 -0.757251390071619 1.0038446863025 -0.134950979643259 -0.513692811330746 -0.852627869127551 0.0119104869916439
"Rv1676" -9.71134342264789e-05 -6.03077824314616e-05 2.82690764660168e-05 -5.79963953712866e-05 -0.117408795721583 -0.134136958936261 -0.690037581689063 -0.00691103697300084 0.156016416436367 0.818288781012286 0.639726067062691 0.637794613174214 0.0945508106226932 0.705382949881309 -0.116126054992432 0.574704834534302 -0.0483390170353216 -0.0848756608234945 -0.650865146934954 -0.000868635744023892
"Rv1677" -0.000214114941270982 0.000160847941846235 -0.000240062244892348 -0.000286112376541223 -0.507214725390188 -0.616061229152847 -0.842214221812983 -0.00431377352995949 -0.706056552112886 0.136137885314706 -0.101508536858314 -0.689185086273523 -1.19866349768817 -0.530480369896735 -0.901421677304983 -0.681817606191506 -0.448136058978739 -0.631195265500493 -0.76428074527293 8.56051885072529e-05
"Rv1678" 3.98759687551967e-05 4.08870608686057e-05 -0.000105102474321075 0.000463885569601785 -0.337733184727691 -0.361865858260769 -0.507425115954465 0.00862146786374907 -1.48532156142318 -0.801372088797114 -0.657504456233298 -1.29919498579729 -1.97032273399984 -1.28526364370262 -1.17010267261255 -1.32068777664546 -0.304599132541955 -0.332005439010975 -0.388294248035176 -0.000268125565300562
"Rv1679" 1.73012709200843e-05 -3.23154477803594e-05 -4.96829770198122e-05 -0.000349891010961003 -0.226573664275999 -0.687011922055895 -0.430802715106699 0.0241742781680269 -1.38553809343881 -1.04975568029925 -1.00882997315181 -1.41461950223324 -1.68387637203172 -1.82267237444656 -1.46408873915516 -1.08153673409939 -0.200726578072095 -0.601075865232564 -0.360864303798204 0.00879783161824304
"Rv1680" 8.07856040139969e-05 4.77324949825259e-05 -0.000125623384673674 -0.000603363399387797 -0.0299529969313303 -0.155227895086711 -0.373974840880933 0.0150294375479347 -1.23977816517421 -1.41345413044996 -1.30679142865736 -0.957163758054538 -1.33220445434072 -1.65209069500977 -1.66207428069638 -0.651484009079338 -0.0626636345016403 -0.154742176219367 -0.28363600355009 0.00816250623786604
"Rv1681" 0.000113450142103069 0.000210130178053409 9.84350740627465e-05 8.20135333459199e-05 0.087662985131412 0.235995175972486 -0.279851596792122 -0.00606255576679973 -0.0424732387556252 0.547912702388939 0.12635946716023 -0.153538975724354 0.0104974785953383 0.741890798447357 -0.207271395605104 -0.244497910448112 0.0481388673761645 0.153605721575839 -0.304293356487052 -0.00121900819015143
"Rv1682" 6.80408125485284e-05 0.000245217697987409 0.0010543848917668 9.226005310905e-05 0.0579054153566429 -0.212151769346134 -0.0145221575337971 -0.000562738503026942 0.0482217815617625 2.18404859947109 0.60537416474139 1.19537398430527 0.0535735957879971 1.76061583472057 0.277445439608031 1.15790598364319 0.00245890855861982 -0.309262775327314 -0.25132025238786 -0.000545197435374273
"Rv1683" 0.000106184973221686 -0.000139103738554846 -0.000186370476402098 -0.000145236890496956 -0.305803278293293 -1.68198409886992 -2.0114405127867 -0.0094145169467838 -0.975700031903301 0.290343822877088 0.00375580021423172 -0.370504166079259 -1.33965362023964 -1.36558097107406 -1.93908618437933 -0.422609869242646 -0.311203058420235 -1.61379815789622 -1.92167225956598 -0.000636641254252462
"Rv1684" 2.21288113836365e-05 8.60854119444176e-06 -0.000248244035580358 0.000150376504640975 -0.344490369640208 -1.05019076854988 -0.968397744582987 -0.00195412361096782 0.436168606155541 0.740562598039505 0.63778889921852 0.591241299579995 -0.0581197626024413 -0.771195642395761 -0.308685991555523 0.509253361458758 -0.287748004829052 -0.929931529787943 -0.703134987096725 -0.0012755086682032
"Rv1685c" -1.41283979781716e-06 0.0001051836316715 0.000117886289216385 -0.000570226228724291 0.407638623276144 -0.339630281605595 -0.965155634516165 -0.0159484661746103 0.0481577563542665 0.704808941661264 -0.429956566642732 1.1279467394323 0.534255216185902 0.197226215518928 -1.56894396000843 1.1016740627242 0.342947637619125 -0.353151497303704 -0.96529697902534 -0.000370660307413826
"Rv1686c" -0.000102334307802872 0.000888703417451085 -4.75134231220169e-05 6.28873102763585e-05 0.780117085575805 -0.258530944545227 -0.68370648162392 -0.0293777972800688 0.458097463526899 1.21063043657085 -0.906966980389688 1.39535578374013 1.46508109902902 0.524145742401875 -1.69784155729678 1.08128920815775 0.758811332314735 -0.486283612524061 -0.590648056061169 -0.00676527119938223
"Rv1687c" -0.000259228372165098 -0.00018287986011638 -0.000144989650728136 0.000174622057306532 0.454865213317762 -0.0213662922305325 -0.308240557375225 -0.00812228176637055 0.0608498629696137 0.780838292366364 -0.691634858409033 1.31297020931643 0.790301026371732 0.868024736847072 -0.97912485681176 1.15257407783225 0.551917906188652 0.053352725385973 -0.214621145976906 -0.00253273002580235
"Rv1688" -3.6904502982479e-05 -0.000152788023514578 -0.00858043114685426 -8.96198736337517e-05 -0.00872825756656467 0.204763439479738 -0.219669531627609 0.0227213915799724 0.690127605039691 0.252270860717321 -0.466978120794232 0.470705372125029 0.766481068162187 0.743645958839625 -0.232111954978341 0.853375571021724 0.0327034707441379 0.246459366231342 0.161349374193378 0.00803779076182468
"Rv1689" 0.000111186960684204 -0.000427367655379212 -6.35265337020694e-05 -6.93524324854506e-05 -0.629849052636273 -0.386023464325348 -0.241303886669308 -0.0169748142518143 0.0661118586963116 -1.8305598085601 -1.57138339409696 -0.0845225041038527 -0.683775125340638 -2.13091515305106 -1.80627508827721 -0.222877739759522 -0.619546271576703 -0.209947783218821 -0.193947601169862 -0.0020960522954856
