"Iron_effect_in_EXP_G_D.lfcSE_shrunken" "Iron_effect_in_EXP_G.lfcSE_shrunken" "Iron_effect_in_EXP_G_L.lfcSE_shrunken" "Iron_effect_in_EXP_L.lfcSE_shrunken" "Iron_effect_in_STAT_G_D.lfcSE_shrunken" "Iron_effect_in_STAT_G.lfcSE_shrunken" "Iron_effect_in_STAT_G_L.lfcSE_shrunken" "Iron_effect_in_STAT_L.lfcSE_shrunken" "Phase_effects_with_Fe_G_D.lfcSE_shrunken" "Phase_effects_with_Fe_G.lfcSE_shrunken" "Phase_effects_with_Fe_G_L.lfcSE_shrunken" "Phase_effects_with_Fe_L.lfcSE_shrunken" "Phase_effects_without_Fe_G_D.lfcSE_shrunken" "Phase_effects_without_Fe_G.lfcSE_shrunken" "Phase_effects_without_Fe_G_L.lfcSE_shrunken" "Phase_effects_without_Fe_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.lfcSE_shrunken"
"Rv1000c" 0.00614165792041069 0.00631357586158284 0.00628832840554589 0.00980307772365006 0.13625430746288 0.184271380469801 0.15243883996687 0.130940611856397 0.136553862307824 0.155110252453 0.142882809120218 0.149647756977643 0.14164977694677 0.178245832031931 0.148760780803245 0.155304825535704 0.174233272928366 0.219478308248734 0.196642327701628 0.132456442805031
"Rv1001" 0.00613965014086109 0.0061372337879654 0.0054809951969129 0.00716340016079893 0.114759853262787 0.143839222966058 0.125493159647535 0.0550054195901641 0.113480473986033 0.130141861181316 0.117592561298111 0.127975671503638 0.119752941532926 0.137199287523555 0.122812556560782 0.12715020868693 0.153253012361361 0.172733365622468 0.170568844402682 0.0221319571358751
"Rv1002c" 0.00613941271380968 0.00776661398755516 0.00566564297332949 0.00780006315381582 0.109811963773678 0.139372487676803 0.112897962901327 0.050043809098278 0.113346279244556 0.127053035725865 0.109432228337654 0.119366233807812 0.115210574344823 0.135208337870852 0.113143197971523 0.120626914302571 0.149474255638279 0.172779112675202 0.151872534271441 0.0190938792394141
"Rv1003" 0.00614574813333622 0.0073270443568449 0.00802545681029094 0.013176195258342 0.195407133616358 0.293378127632363 0.216083949594674 0.0983688960457024 0.214940886757551 0.288719942960846 0.223469524167348 0.232293792979487 0.222027067465595 0.317224559156183 0.227720587564962 0.239936979915578 0.242887976505918 0.31452807010532 0.270556193534707 0.0864378947481258
"Rv1004c" 0.00614760354320246 0.0127148868208529 0.0271476331901642 0.0242496653591087 0.310292030550119 0.34454525036653 0.348551164374239 0.0888681933041574 0.418335184032596 0.425842266824352 0.43347754957017 0.43086198373988 0.43169863789087 0.447298275894978 0.434663288964692 0.434778048133474 0.350609728146275 0.405407938058754 0.440933250690664 0.0808510692270815
"Rv1005c" 0.00614386910090663 0.00659530766999397 0.00799213688053672 0.0102349570814104 0.154264234928546 0.180899861559641 0.162879815511036 0.0488709719476088 0.16491690464685 0.180321471018218 0.166260928387596 0.16905209354144 0.167338598388641 0.187365412026873 0.164896157387103 0.169623539086962 0.199119534530124 0.218207520930821 0.223852428614407 0.029080146880833
"Rv1006" 0.00613062667916091 0.00601906208302842 0.00525759718833186 0.00612849864304589 0.0813503683264088 0.0937055725987334 0.0829745657340631 0.0699975448981533 0.0791775208494239 0.0882452941355358 0.0823963784509913 0.0815152909024951 0.0825053479506361 0.0905330248722843 0.0821628533612095 0.0814503235575776 0.111406405003868 0.115629928100719 0.113343736715896 0.043136394047044
"Rv1007c" 0.00613379056984673 0.00604837255828809 0.00508636058986119 0.00653863463764572 0.0947100916013597 0.141689199092836 0.0970305088390079 0.0379157866987315 0.0907755795822252 0.115123428069578 0.0941468821458697 0.100778652907201 0.0953243989325347 0.130245099319893 0.0943262929155792 0.101940145062331 0.126060710236144 0.157553315747998 0.128335799061089 0.0154259525157441
"Rv1008" 0.00614273242026398 0.00639440907547932 0.00654340495017467 0.00922727518961181 0.158368789245143 0.272809456986834 0.163982568372854 0.0549617452994417 0.142745770035211 0.240430412863761 0.156364998529356 0.177561354860372 0.164641742294162 0.27718821990534 0.154437218962139 0.178530148147659 0.199951725952736 0.280571981917139 0.204262721475083 0.0311905944417283
"Rv1009" 0.00614208610670609 0.00726847402852103 0.00590298238305715 0.0080587459585533 0.130189274141191 0.14604891364856 0.134177930178469 0.0461977136683189 0.136760347281877 0.14281777969516 0.134571969499631 0.138849927454569 0.13781434549008 0.147058783394134 0.137576039248215 0.138877907214546 0.173066048064768 0.178028644426128 0.181402667832815 0.0284198499090316
"Rv1010" 0.00614244882361561 0.00671831280796636 0.00590856243265284 0.0087258505871147 0.135180600297433 0.165982174963424 0.138557573106873 0.0441451341549674 0.141294236126983 0.157421866699214 0.142007596669276 0.147637569471528 0.143990548532584 0.167079097971693 0.142103893246588 0.148210737514125 0.178145882612263 0.196651344532831 0.18510653414787 0.0248148336554023
"Rv1011" 0.00613834255478557 0.0062059241404251 0.00523473510803973 0.0152986602579317 0.112274646292391 0.168400063773641 0.114997312206485 0.0627924449928521 0.108826004056 0.14219799856851 0.108380758216333 0.119778529763704 0.115998519344053 0.138279071383816 0.110625969261582 0.118034903637845 0.14655639696171 0.193986803944196 0.147692066778869 0.0184896202534482
"Rv1012" 0.00614528794963204 0.0192135687511504 0.00680554940360625 0.0105536593773828 0.196728208931645 0.330464031348122 0.203816372263822 0.159373864060277 0.195267757096288 0.305636405388174 0.185985245263025 0.240838715549583 0.225695996688594 0.358043490769795 0.197848531132921 0.221285239283432 0.240747345196434 0.353662788117155 0.245502437750972 0.0947259590129598
"Rv1013" 0.00614290199077569 0.0156598024652122 0.0141503632689669 0.0113317527410608 0.144888969464038 0.152581402209284 0.145040521098988 0.0421444947133379 0.146854677742204 0.151217353369907 0.14763015620384 0.147298979540588 0.147812016751682 0.151257171466402 0.147049984625977 0.147605358545903 0.204923208594547 0.20991425417696 0.204661273179278 0.0308994181424091
"Rv1014c" 0.0061446883275919 0.00671482602282922 0.00633425244158164 0.0123941793907989 0.160349260280774 0.21453654477934 0.164327824675597 0.0560775243796141 0.17307906398485 0.194527800989583 0.166002983544417 0.171552383585543 0.181040315248613 0.216744081115369 0.162973217873035 0.172743805281547 0.210774866625457 0.246681791850001 0.218709363598402 0.0478082277617839
"Rv1015c" 0.00614232032661364 0.00639153604003815 0.00638901645830261 0.0102511562811451 0.139661132039534 0.159707865658053 0.13613093074961 0.0415291274564315 0.138235162518346 0.147038247925384 0.138171138963603 0.139305062901605 0.142381635577689 0.158091027001041 0.137436620330579 0.139166551615589 0.187733359435182 0.198571684111673 0.18432729507807 0.024101360309781
"Rv1016c" 0.00614248278472946 0.00774863499019317 0.00669012808819729 0.0102696864015793 0.136603321256908 0.173305345234018 0.149708025612642 0.0455448208866427 0.138886755158088 0.155868157603292 0.142832531394193 0.145505041772652 0.145370401524442 0.169147607498703 0.148516215436521 0.145606907296328 0.18112193322193 0.22128766226285 0.202894168794166 0.0340052911906669
"Rv1017c" 0.00613733211033293 0.00607444289490189 0.00535041716243512 0.00673902892216243 0.101684336495108 0.128528836517753 0.10973317964478 0.0398117587858243 0.103596937921803 0.112912865437419 0.106609004385326 0.105168014263816 0.102353211073775 0.122455443083542 0.108113730897691 0.105145623993635 0.137350128217674 0.163865359644806 0.146121973666231 0.0241961696295145
"Rv1018c" 0.00613561537612589 0.00621193249271949 0.00514917110831327 0.00842919427838089 0.095294089137502 0.116091698648194 0.0977873540845344 0.0337763896411933 0.0926023839317134 0.107021324486508 0.0973320570614176 0.0983913115036709 0.0977072031651643 0.111919478259163 0.0968925177942424 0.0987807608886684 0.128788873471284 0.142767190013938 0.133224121034653 0.0159582511565907
"Rv1019" 0.00614297326983151 0.00674882542885553 0.00798109741189214 0.0107502363635451 0.145920889552478 0.15568114957466 0.142475054511721 0.0503690347014871 0.147685407442034 0.154326140179448 0.149594253775921 0.150348793549717 0.14864545495421 0.15403863951848 0.14958842059977 0.150407074472928 0.200488577621677 0.209271562625628 0.194514445476302 0.0404969059540146
"Rv1020" 0.00614140603723709 0.00625339525157214 0.00580986995602252 0.00762983728910067 0.126391696742796 0.141129759407974 0.12866406027549 0.0407198619589377 0.131520953256361 0.137803995794449 0.132577418724196 0.135150160433049 0.132317810831119 0.140219761736537 0.131074937740228 0.135317249551263 0.167797033666668 0.183454909549362 0.174631305212162 0.0212938850315049
"Rv1021" 0.00613830833324164 0.0061248558184232 0.0058380928484282 0.00789602677540245 0.117874434002628 0.201025638112607 0.139116349052553 0.0736508172574298 0.113326317020339 0.167660571478736 0.12565383096212 0.127031720834899 0.118817866747846 0.171489060972377 0.130453807237018 0.12525776305032 0.150271093530714 0.226006188075349 0.171468842055615 0.0568769175533431
"Rv1022" 0.00614067777168148 0.00620614397451545 0.00558695067094601 0.00789453486076251 0.129561721940997 0.247487475977237 0.159862271582873 0.0447463479662828 0.128121088159606 0.172695120363867 0.140139037097871 0.140682017830931 0.133265454952195 0.228379854884513 0.150508023720013 0.140919150021266 0.165818006725221 0.27135352262081 0.197338189310561 0.0226863728069894
"Rv1023" 0.00613591960336735 0.00637339073828811 0.00517233690257197 0.00611625153344719 0.103892925500397 0.203526687482272 0.131187611108182 0.0342865402268684 0.09925025078544 0.137343462422674 0.110696990594237 0.105246245343318 0.104296547161397 0.184084056886269 0.121108249976371 0.10585301970077 0.137978793364972 0.221005764709212 0.161399658905622 0.0173600885141113
"Rv1024" 0.0061418236831257 0.00818279483449025 0.00586426931782957 0.0174632785318392 0.150987378692151 0.26975840463033 0.202710086041907 0.0463630981573781 0.139714600216026 0.232932069099795 0.159339120405728 0.148470234477965 0.152455164285397 0.272123165028343 0.184647515005821 0.149635930627993 0.192663747588225 0.276798014455567 0.238950203980004 0.0326951845738886
"Rv1025" 0.00614334899551635 0.00747672008179412 0.00691152971534741 0.0128865794708196 0.170150219414912 0.316262895415176 0.226777018977952 0.0511460672027975 0.160757750865521 0.238753818169457 0.177876855484461 0.168929130530971 0.175617489578617 0.31817521734809 0.207045878770676 0.170278010489875 0.213733899073982 0.319675681499439 0.275621549199757 0.0313692820345672
"Rv1026" 0.00614047416164323 0.00731576000784362 0.00565033277795763 0.0069233728569416 0.134980965256291 0.289751774883865 0.160704677617306 0.133970299714998 0.125219014127464 0.147168671641064 0.129427743017287 0.143124811048383 0.135696377089652 0.26074752022567 0.150968772418701 0.150679593763381 0.173752453017332 0.316519478327899 0.205731946393255 0.0733135457100854
"Rv1027c" 0.00614288113069391 0.00946885646769282 0.00617740269544184 0.00877126526280453 0.148142517480044 0.216382910085022 0.163862983421343 0.0556331204825145 0.14660641887641 0.193113717553292 0.150791962128045 0.15383128487701 0.144895554872027 0.196703027995871 0.159967629353606 0.15271948392385 0.200933174449211 0.23229268193376 0.211568657138084 0.0258062675035088
"Rv1028A" 0.00614750997582889 0.0137034439626771 0.0156353035513661 0.0259668084191441 0.307040664922454 0.384990900368092 0.386388715974043 0.0931735506381457 0.391358613104696 0.443382185369437 0.384279686057834 0.420111688820446 0.401559530927367 0.45171856956678 0.373934103097443 0.413411020209125 0.341843386716589 0.444963676683389 0.477119915589719 0.10261370611037
"Rv1028c" 0.00614105366981616 0.00621582123418369 0.00621983653786298 0.00758198255237233 0.124550133053084 0.136503410801268 0.128971773229545 0.0614386342713747 0.126506783223505 0.133061308196521 0.127213750463452 0.129920990493099 0.127291663003464 0.137692701320094 0.129275110465272 0.130647913036657 0.17063172826636 0.173488729910565 0.177630205314147 0.0370705320101714
"Rv1029" 0.00614569956313306 0.00755148474230618 0.00826607922087559 0.012399656589241 0.190924196093065 0.211783772123722 0.21424406203066 0.0807982221238222 0.214175208874614 0.224247844654593 0.216908575899547 0.21686288562001 0.216831033243677 0.228398659911192 0.215973491066154 0.217680975220452 0.240908228890472 0.264856400934414 0.286920921324831 0.0428304904342813
"Rv1030" 0.00614490961186589 0.00740921146299528 0.0070534862313668 0.0129239960651672 0.17644434077955 0.209929307110298 0.189913910330036 0.0707674373636896 0.182085437785834 0.204029933963793 0.192568276462363 0.188542453789123 0.189623381932622 0.209252970674259 0.191006064168009 0.189527522575274 0.223543725725035 0.261865628850516 0.247767945057397 0.0321978652339335
"Rv1031" 0.00614534975279154 0.00697194353713875 0.00849079561681871 0.0107167467844097 0.179894679179481 0.253034058335709 0.186286939888763 0.0639056334706737 0.196176858179538 0.238176207899388 0.193178726516054 0.196705905637581 0.20353315381723 0.239063046869914 0.192215775395186 0.199135168758616 0.230878427129767 0.288567324957748 0.238750689114498 0.0349444885380655
"Rv1032c" 0.00613791089037978 0.0153716999192348 0.0052174404745596 0.00647069299704195 0.104195840278368 0.169151594345389 0.107300431807478 0.0366279649810206 0.104659826739718 0.140819654541746 0.104974725901247 0.107412368822833 0.109033404394606 0.148955102011338 0.104660201955125 0.107530607470333 0.140215108350414 0.176998996332474 0.141113225682953 0.0205069005746757
"Rv1033c" 0.00614145412654643 0.00653641882157272 0.0133448886466218 0.00685801872342978 0.120548175908417 0.174060124873429 0.122434400135986 0.0588547021188872 0.12618958428013 0.150868287234325 0.122210455069811 0.1234180355037 0.130746315220104 0.154679269491275 0.118553810847787 0.122864125870174 0.164203666471137 0.197239832205051 0.162233320213574 0.0297744298894506
"Rv1037c" 0.00614515251584031 0.00676614449540796 0.00749660112119884 0.0137639876611041 0.170508485132901 0.291880848436855 0.200737889830886 0.0556070404385594 0.186368893859756 0.263825040480277 0.199163218731954 0.200021922883473 0.193117996483368 0.281203717288565 0.197703175269977 0.203906025465752 0.224575578295333 0.305439078703418 0.245013280068328 0.0370171644187564
"Rv1038c" 0.00614559101043105 0.0108822701771284 0.00776758918962515 0.0118753269819065 0.180801357566704 0.33721051807073 0.236591096936082 0.0832125735776201 0.203137709670171 0.317125569345261 0.231403954299793 0.238182558356006 0.208565025978706 0.368067491307957 0.223677467074601 0.233209745590317 0.237408210570447 0.350146350877537 0.291346127087517 0.0516674005367107
"Rv1039c" 0.00614661888526218 0.00818179433058046 0.0101601018151896 0.01471638443419 0.22231961706187 0.291749662483809 0.255352117048751 0.0668497220335567 0.266972183750884 0.304998848979771 0.265136286377941 0.271911683514748 0.269109176051633 0.310377070067395 0.264264711732011 0.272694720547401 0.274781466270691 0.332952705871107 0.334099835736864 0.0473139629611082
"Rv1040c" 0.00614672138681525 0.018659216559067 0.013392196104485 0.0163197135391415 0.228610835075882 0.308178448989352 0.285632522314985 0.0757837210583525 0.272486616480495 0.32100724291193 0.277120689055886 0.297392340661844 0.278832994550233 0.310870460726308 0.275447221721308 0.301640552887824 0.277336968353238 0.328570266852626 0.411585301744519 0.0543098537060989
"Rv1041c" 0.00614555522837907 0.00719589204562157 0.00868452373734929 0.0113416482575157 0.200779147234481 0.197756097006985 0.192516348303544 0.0558267604791827 0.209292466546975 0.211409352879912 0.208985069412493 0.209306783821436 0.211389355039514 0.21210994805072 0.209131106554432 0.209533692552455 0.261117970887406 0.25251533449194 0.25370911353081 0.0356892140963307
"Rv1042c" 0.00614420568248266 0.00659534697339846 0.00754584006627251 0.0433028045662332 0.156952686479721 0.185205356442609 0.160878002454227 0.0619105400420341 0.168509783947002 0.181739717357919 0.169217298205874 0.172444004273406 0.169739638316546 0.1846596239742 0.169384706350483 0.171829495974832 0.203998385344707 0.232249423108256 0.215209542740728 0.135781994170963
"Rv1043c" 0.00614399673555098 0.00821533097434747 0.0158664487991891 0.0097480954397765 0.160259114794846 0.18580584837031 0.162526784123917 0.233306398322681 0.166954596742927 0.18189637958484 0.169657756224663 0.17065283423362 0.166645498853124 0.184990108807596 0.169693222132254 0.174388109946748 0.225959483465298 0.217352340199465 0.216599438666424 0.235506634768549
"Rv1044" 0.00614344704209972 0.00677567991961866 0.00836895992952716 0.00880662787528755 0.157733420042363 0.189984731265529 0.162900692097005 0.182489929691037 0.160295696822487 0.183769597619546 0.171855667836256 0.189070462221722 0.165659854070318 0.183654914290278 0.168447263670068 0.205818673285832 0.197669825762861 0.23684897060607 0.221119587548953 0.106732495841145
"Rv1045" 0.00613936979658107 0.00993956354125426 0.0911081997454032 0.00665354291456361 0.113372147316044 0.126438647142824 0.117634266383494 0.0765491558090076 0.115245121546151 0.123126697470262 0.118650576475718 0.125319418097636 0.1170852981916 0.127048404983824 0.117178373579392 0.127680720718911 0.150729599926284 0.169511914960335 0.157986057318042 0.0356574125159969
"Rv1047" 0.00614503059561645 0.00737105628404499 0.00727215710529555 0.0308819614290118 0.182393695668813 0.222173807104791 0.182512019248669 0.125589783576006 0.192232966890776 0.216000512726897 0.19134786156356 0.21212057742707 0.195951599321209 0.226299914415959 0.191407363031622 0.203972401935216 0.226066878792952 0.250412520497022 0.239926794632022 0.0371364848026141
"Rv1048c" 0.00614445547621386 0.00676068828962825 0.00778793606739275 0.00953617921159558 0.157818590058982 0.230109124752465 0.175603452673085 0.0733251145207422 0.172482429290158 0.212387025850689 0.181069224534212 0.18269799625484 0.174600768849165 0.211325178961116 0.181481554360209 0.181310568969906 0.20659735822434 0.277212050314411 0.227620976281919 0.0385144987677355
"Rv1049" 0.00614658568811389 0.0073629587191173 0.0122735760514406 0.0541079195780413 0.227218021394765 0.372690196324875 0.243043041684171 0.0800398858651175 0.249552114423178 0.319996547086129 0.246624520823594 0.318710311527455 0.260412589148354 0.296343388297531 0.243165250556317 0.309869800885495 0.318917465329801 0.409636625485379 0.289095443464183 0.0799874707923111
"Rv1050" 0.00614605405031953 0.00867537250399753 0.00745705690114277 0.0138518431835463 0.224736200722524 0.327050343151065 0.276159218177389 0.0946085635008154 0.229098606534213 0.304402874409552 0.251575101224059 0.317896411304935 0.242327576470387 0.311842134456448 0.273906984613972 0.344328159082344 0.279342032402017 0.330364344831838 0.304275007838015 0.0619589993461281
"Rv1051c" 0.00614636224574235 0.00814331727368437 0.00875573453209124 0.0146849369954878 0.251156005681912 0.446056240410906 0.321014329103638 0.10227224089472 0.249497694845117 0.337644962357331 0.2672150756374 0.320793054249509 0.290349158527955 0.496853432600219 0.314079313455896 0.304769546420743 0.293895453677615 0.470030263824908 0.353012486388824 0.0907070746967464
"Rv1052" 0.00614257793107025 0.00761642003883281 0.00874242042560243 0.0136598490400064 0.140055446272526 0.1911182845435 0.14594416806673 0.0509821504603211 0.146326417199768 0.176743380080016 0.150588161136368 0.152023647174998 0.149000159873101 0.182818655627496 0.149099328527891 0.15277014834505 0.181806658347382 0.213842057584348 0.195430654517972 0.0482000560987357
"Rv1056" 0.00613864030386644 0.00633084983570448 0.00552710074577487 0.0065443337964165 0.109255333598163 0.188611793903746 0.124081971611178 0.0529936872066863 0.110418835577031 0.139338081899589 0.113414265769978 0.116198814613211 0.111500194648006 0.17402713996204 0.120052355357188 0.115778133840229 0.147199244158858 0.215208598571976 0.163856062396364 0.0264423773096042
"Rv1057" 0.00614607992687717 0.00756894841155736 0.0152553898752772 0.0126819648199838 0.250616604490332 0.243487412195373 0.213613082443485 0.0876176614687537 0.2277205481185 0.23797609525158 0.233599963825381 0.232004953888264 0.232326556883366 0.238179340034513 0.235423848009473 0.232928612918013 0.317766144322114 0.322214599061719 0.281647863655605 0.0578915710108644
"Rv1058" 0.00614488408998102 0.00695505480037614 0.00768400916167764 0.0100562893438088 0.190009693135416 0.219693834711932 0.188974556043347 0.055481719308937 0.188128153955624 0.211519317353615 0.190426058613813 0.197813839860591 0.187034765097644 0.208013460613203 0.196422400813848 0.198206270796341 0.235977720282352 0.27391481887776 0.247211841986597 0.0330766607843876
"Rv1059" 0.00614225010096327 0.00658207060838853 0.00589953689914512 0.0101493062991479 0.137871157017163 0.207662917174149 0.174134990956781 0.0679785391802661 0.141737022079986 0.182484518345957 0.151157152428869 0.145991652014905 0.144538799651698 0.202973286046363 0.164165415320823 0.145093016060455 0.178561028289411 0.229334341059587 0.219640846446436 0.0246159384213131
"Rv1060" 0.00614240790182605 0.00628469430405732 0.00661462888958752 0.00796677338101595 0.136295375353028 0.181265826406687 0.137785148789005 0.0452507983622943 0.139055371718999 0.165073795145674 0.137565075250178 0.145776515604189 0.143802799433189 0.166696070463814 0.137969020452841 0.145697496064139 0.181340926492661 0.213684145500436 0.183246001510777 0.023357960507033
"Rv1061" 0.00614012045333035 0.00623128054345435 0.00550939483034126 0.00746324375978356 0.117188497017145 0.177018698237341 0.124341217597083 0.0396394877390017 0.11925229307254 0.153062313419507 0.122459203791367 0.12690759595527 0.122599372033064 0.164713355928735 0.123063622689868 0.127806660108826 0.155798039189847 0.193554160046583 0.1636752500914 0.0203338741087143
"Rv1062" 0.00614101902277312 0.00621722938794479 0.00667630897343981 0.00698527689186214 0.127856464539509 0.224818776160319 0.136769096485286 0.0568934172163142 0.126804769791026 0.153368614257805 0.131498264865702 0.147035261951144 0.133020924994707 0.20383783087263 0.133779829729274 0.145656250994273 0.16655560615494 0.250926621683031 0.17548102388507 0.0287770524612268
"Rv1063c" 0.00614195988577159 0.00641224695443717 0.00586088372656945 0.00962266176636103 0.131631052647041 0.149160090799752 0.137456729562537 0.115774886859822 0.137770514896629 0.139032986579906 0.136305968591843 0.143268746436799 0.137033771340773 0.146394340478103 0.138385346722871 0.146129788573012 0.175980557807049 0.196753791763918 0.187976701699697 0.0361322336358756
"Rv1064c" 0.00614569475923177 0.00723874879795424 0.012179378523909 0.0125888031349883 0.179029336831978 0.375134136061901 0.186273798408802 0.0760455392155084 0.199137887991676 0.310742021309395 0.188722518149923 0.221306983047501 0.214643437604105 0.275256736857871 0.186536457848209 0.215595027159012 0.24038763911402 0.392832804347916 0.251882892702364 0.0387238813506535
"Rv1065" 0.00614516004131285 0.0069257627785072 0.00877195061855902 0.0105039178257548 0.2030842587064 0.179810494544911 0.184938238026239 0.053165184297 0.193590811859345 0.199128674711721 0.195674223451306 0.194655561230177 0.196376470983474 0.198074412332552 0.195869275975525 0.194858418181709 0.297858135937403 0.232504357280499 0.24380011170267 0.0328242699671416
"Rv1066" 0.00614700602238877 0.0090775945971106 0.0131651899739243 0.0198831322294563 0.344745950485254 0.308713962006975 0.299361667106942 0.0903096247853106 0.304232434255545 0.324660368962375 0.310008800445936 0.312268115369616 0.313433475842661 0.321845259057538 0.313885454673753 0.317208488365557 0.472994385947831 0.395374357675431 0.395555779882572 0.090031133550426
"Rv1067c" 0.00614725525298675 0.0102296694984672 0.0175461020035327 0.019725656144567 0.321000710457744 0.332468136524711 0.349496962179575 0.088120839217937 0.348160623444551 0.378618575328583 0.353212495017247 0.402479273415474 0.347928135041597 0.383187867182431 0.353370899983885 0.412285369693173 0.351995657034507 0.385835871864685 0.464379246150248 0.0729260647541641
"Rv1068c" 0.00614661491924056 0.00858788468027356 0.0113260957073938 0.0152424271131616 0.25416257201531 0.52935298717497 0.346602636835728 0.151673837058428 0.293834623105397 0.843551830573431 0.367167816328865 0.403525480950977 0.314161462116258 0.631200883674003 0.388955012974107 0.357413549162622 0.289628462120592 0.530606882681122 0.38130063493485 0.137498668995918
"Rv1069c" 0.00614076395268529 0.00622880322041267 0.00559247051768124 0.0131150833427543 0.123428187666081 0.189330085040695 0.150356265149761 0.0733600785837841 0.125996810415763 0.163889933322244 0.135061508195272 0.136515933525197 0.127776038986135 0.182162095897132 0.143190301731727 0.139091724390375 0.162371216215134 0.208253883234502 0.191136392725789 0.0221372643400032
"Rv1070c" 0.00614302496288044 0.0102213091997116 0.00673660308875702 0.0124380838786907 0.146678714981716 0.251127815694137 0.182412152259925 0.0511086449667053 0.151171163057193 0.227440862558639 0.167210076942732 0.170142069329993 0.155192240268804 0.24800386724174 0.176155309381758 0.171232794191264 0.188913905415991 0.277750179299569 0.221739361098232 0.0332289797685239
"Rv1071c" 0.00614069478579431 0.00740670300221279 0.00556117650531854 0.00888603081445314 0.126109627303041 0.198179081894903 0.140178724441052 0.0487083986630267 0.126331047483183 0.171200973275593 0.134226249965952 0.145319376236277 0.130354689732682 0.178632927234516 0.136239699307043 0.147272373560168 0.164139645757815 0.231471754552365 0.17806495527848 0.0320438114740195
"Rv1072" 0.00614348053161155 0.00648329297235072 0.00697696028837876 0.0102305300066595 0.147625504431034 0.15408953400887 0.150369601113359 0.0566835492903443 0.15603266570888 0.156653524400268 0.156884816407384 0.156191532986486 0.156575699139171 0.157071911874462 0.157056766728612 0.15616175311941 0.192704660150734 0.214174852380771 0.202543486679 0.0430934541302079
"Rv1073" 0.00614407516124245 0.00679810037125687 0.00852144444421984 0.0090505376226206 0.159845487111231 0.171730597458364 0.165062900149425 0.0477217921218769 0.16749865302201 0.169104090615679 0.168080041890388 0.167817225888449 0.168366115554415 0.169048995099488 0.168320759370678 0.168056026891607 0.208921852305327 0.235178142252296 0.221949486436706 0.0274475524511379
"Rv1074c" 0.00613418313125782 0.00624157173752119 0.00525359012458459 0.00796329632211511 0.0900502612046161 0.105448332347993 0.0936296724100722 0.0558924029974967 0.0912721850232366 0.0976647182369933 0.0929675725877851 0.0924224650773396 0.0883721943502215 0.10252127984773 0.093208561953501 0.0927958169923177 0.123354057362024 0.128981570267025 0.126900918215259 0.0145009567941995
"Rv1075c" 0.00614501987163246 0.00690902951856167 0.00831855838143059 0.0127509345797995 0.178849562197591 0.206172463044722 0.202468108784977 0.0598334332668079 0.192212787393452 0.20870986082407 0.191840562539465 0.204510170628862 0.193610216198159 0.215189713210223 0.197701276174099 0.206564979729815 0.233555310109785 0.247863895420549 0.266774906016958 0.0349929574939401
"Rv1076" 0.00614477027790242 0.00706332907939268 0.00739845670024814 0.01022316713051 0.168352753992606 0.214893582822116 0.195393876070409 0.0554070218306678 0.181214590529121 0.207893554930424 0.189506148421025 0.184407214567465 0.183540175039791 0.212648439474284 0.195286968210163 0.184708841452545 0.215612397793599 0.250735254816589 0.256708862161503 0.0357881825634575
"Rv1077" 0.00613437623747915 0.00602263839300781 0.0059219684348365 0.00596747977537728 0.0911586934880505 0.112041847322395 0.0987304470432033 0.0469686353135492 0.0918599329756056 0.0984267048613207 0.0944472884281647 0.0940547261148637 0.0930476156692963 0.107377254499231 0.0966295239990961 0.0944563035024863 0.123816834478469 0.143820082090059 0.133668675068433 0.0225119617227564
"Rv1078" 0.0061439045038472 0.0105406154129463 0.0156718738915121 0.0126288541848766 0.154154677580806 0.186971610944491 0.16104729120509 0.046259208042128 0.162870723942239 0.171408384675487 0.164351898046979 0.163963595922392 0.164427987043207 0.183838120139195 0.165577525290759 0.164404251591131 0.201250970188908 0.231220965377753 0.21103816653097 0.0312416868045613
"Rv1079" 0.00614496206640663 0.00683762368911225 0.00718465763271993 0.0101599223760858 0.1708342629 0.186930289446155 0.185651942431783 0.0520826104855686 0.187892457802898 0.190920176913062 0.186300910319502 0.188854273347336 0.188588721269241 0.196134597768544 0.188723293013433 0.189071739008585 0.221444234144054 0.244010947507751 0.252447797000869 0.0314712212446383
"Rv1080c" 0.00614141348530181 0.00629749871060142 0.00714696280277284 0.00737308066031785 0.124122689329426 0.127005935439676 0.130092930597344 0.0395722061809494 0.129995326739883 0.131679574484267 0.13067750566284 0.130529399836326 0.130584602151922 0.132795855167411 0.130692133051074 0.130615687392119 0.165750376542366 0.166735554470594 0.178299892929278 0.0221268113220708
"Rv1081c" 0.00614336176924062 0.00680789124413118 0.00664783364769045 0.00815100923305884 0.153996130047346 0.226914434333012 0.14460349729972 0.0515060583353697 0.150523838043173 0.184763613174456 0.146051289787516 0.164696326516998 0.165645936197761 0.219600113793563 0.145455510436874 0.164505941859502 0.196136695432793 0.262940292012349 0.193368009648579 0.0271178350916049
