"Iron_effect_in_EXP_G_D.lfcSE_shrunken" "Iron_effect_in_EXP_G.lfcSE_shrunken" "Iron_effect_in_EXP_G_L.lfcSE_shrunken" "Iron_effect_in_EXP_L.lfcSE_shrunken" "Iron_effect_in_STAT_G_D.lfcSE_shrunken" "Iron_effect_in_STAT_G.lfcSE_shrunken" "Iron_effect_in_STAT_G_L.lfcSE_shrunken" "Iron_effect_in_STAT_L.lfcSE_shrunken" "Phase_effects_with_Fe_G_D.lfcSE_shrunken" "Phase_effects_with_Fe_G.lfcSE_shrunken" "Phase_effects_with_Fe_G_L.lfcSE_shrunken" "Phase_effects_with_Fe_L.lfcSE_shrunken" "Phase_effects_without_Fe_G_D.lfcSE_shrunken" "Phase_effects_without_Fe_G.lfcSE_shrunken" "Phase_effects_without_Fe_G_L.lfcSE_shrunken" "Phase_effects_without_Fe_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.lfcSE_shrunken"
"Rv2686c" 0.00614377120479151 0.00754023134843409 0.00630334579757487 0.019026062351139 0.145828232290322 0.192086638337739 0.151289144164408 0.0544483463905013 0.158215994408088 0.181426451860728 0.156782919858882 0.161331103744662 0.158992455737846 0.184468717145913 0.158244321371264 0.16220115283871 0.194319198880012 0.22205379408098 0.207669003233442 0.0658720598084584
"Rv2687c" 0.00614392717228127 0.00895554187542792 0.00687087321496707 0.00910331862297077 0.150472805208206 0.190110257794621 0.154416440687916 0.0499041509047005 0.161216300942239 0.183908883343425 0.160119822098283 0.165483112260553 0.162610159030744 0.193645529411648 0.161033827457397 0.165777085717644 0.203476532458309 0.225558530897547 0.215134354058452 0.0306304288441979
"Rv2688c" 0.00613972212429679 0.00614491034796798 0.00569371123243399 0.00855525597196019 0.109742338584775 0.128368624457944 0.110824827976008 0.0362904798247234 0.114860836148697 0.123875604148314 0.114157536850496 0.117857734311581 0.115733345534268 0.127146416177742 0.114519985330758 0.117988914196321 0.152310831428844 0.160697209198265 0.155227780494339 0.0257358670124024
"Rv2689c" 0.00614211650159569 0.00626843715653268 0.0067216713848318 0.0124155725684821 0.134723363943245 0.232386262139179 0.131296770734311 0.0478597148752436 0.139044108955814 0.197553482069651 0.133298258604209 0.145389189681979 0.142787680683313 0.175988861886665 0.134097940408862 0.145967888125733 0.175765758610836 0.267720877337639 0.177217335882955 0.0421623349491623
"Rv2690c" 0.00614400353881184 0.00702972858232583 0.00719355044057166 0.00900639752816414 0.153868340413482 0.189912830163965 0.155212465925237 0.0545943542160198 0.164366199937689 0.177259080018439 0.162447636757855 0.16535048460206 0.165445938208624 0.176350029991298 0.162966135501628 0.165837744188654 0.202151514446006 0.245264227028521 0.208277163627973 0.0289539151211738
"Rv2691" 0.00613359903267199 0.00631851495825564 0.0059689778710175 0.00745988566743439 0.0897230698094815 0.149090916853276 0.0967208439249522 0.0441737127514946 0.0889054548179811 0.111117975023774 0.0927470887857522 0.0926097907114164 0.0919986525019739 0.135472341325898 0.0927465171512452 0.0933860672561608 0.12106870958753 0.169634457078992 0.126096064025106 0.0352829109814345
"Rv2692" 0.00613943703330033 0.00612501752940038 0.00560771886876624 0.0067958058313415 0.112814453744897 0.149214910439914 0.113724711814163 0.0366040751415526 0.114991737823304 0.130465435553386 0.114237171023291 0.118836989174937 0.116118437583051 0.136795920705862 0.113583430058813 0.119382698994011 0.150515774154039 0.183820327492948 0.156159909938301 0.0185105943485388
"Rv2693c" 0.00614060081698436 0.00688852532620442 0.00566577357098059 0.0150819121923016 0.119997758912751 0.134501830652835 0.117441959823868 0.0367698438571008 0.122265561592101 0.130002962548979 0.121761123209042 0.125168439699295 0.122635801770885 0.125694058467328 0.121683341809656 0.124973049480758 0.164859796498129 0.183692617840565 0.162771390392217 0.0297594124678726
"Rv2694c" 0.00614564551330634 0.00733675115587405 0.0092321769825595 0.0385290746728884 0.201581999009971 0.220643263239464 0.194764009640867 0.0564113858017651 0.214370440106857 0.215075371694311 0.213941956298151 0.216279779812397 0.214715187241876 0.215790074869994 0.213425296139883 0.215237513662617 0.266627081672963 0.326283582176767 0.256369871668894 0.0612670987582392
"Rv2695" 0.00614450741018772 0.00670721727766089 0.0114744027416305 0.0173155736387743 0.176160959274568 0.260570041991533 0.185796907391919 0.0559382194600547 0.18313255317157 0.234965882995298 0.183104694677468 0.191188256880524 0.191392180397159 0.248734265936371 0.17888352685756 0.190704611787753 0.217421177738985 0.28951429170027 0.254345647864541 0.0382338889129899
"Rv2696c" 0.00613748125993482 0.00607606375508277 0.00525796490954525 0.0116347681289108 0.102851079503959 0.128852627235795 0.104707987751933 0.0314739282938483 0.104514288751162 0.117447888235649 0.106304145482932 0.105857570678307 0.105714041365911 0.120307685755226 0.105102797836358 0.105874339882984 0.138385268364091 0.162245271117909 0.143547169611966 0.0231499644504889
"Rv2697c" 0.00614401810420042 0.00686747278773728 0.00731784967115567 0.0129434446586449 0.155341880181026 0.175469257753756 0.161072288002191 0.0475049465735574 0.165941187054713 0.176589078413254 0.164798000022227 0.167186966082532 0.167552599684636 0.183473929829551 0.166642553843907 0.167313678455657 0.201038407645587 0.212459247140672 0.214204991110434 0.0362180690586107
"Rv2698" 0.00614465160009354 0.0071428309409742 0.00680173636668738 0.0106762945523747 0.162971705101518 0.1984775361246 0.16146298683803 0.0656070557125899 0.176816268391933 0.190366023680212 0.171542794137549 0.180491167574095 0.177801964665879 0.187194983680083 0.171741268803355 0.17996648251433 0.226411225294617 0.259599305364247 0.219872288996847 0.0315745533234656
"Rv2699c" 0.00614658528818153 0.00866510761003548 0.0118441751770028 0.0354096151477469 0.21532816348321 0.284556154478095 0.220877184330621 0.0640331164863866 0.265583917802768 0.271247418937096 0.253324072054536 0.269784061869379 0.263743283577747 0.266685671679287 0.253916373832545 0.263783111221392 0.287164158086264 0.402821452354293 0.292029013237384 0.0633741520484592
"Rv2700" 0.00614279570149974 0.00662118051902837 0.00752750379184995 0.00792685005987494 0.136497635640433 0.172280521662634 0.13997813219108 0.161285350724728 0.143628742935932 0.159084339332594 0.142279637961811 0.149530858117053 0.146713318208534 0.16820754789044 0.143286513195793 0.152694637500069 0.180394014409851 0.200297956366129 0.186825321705292 0.0848160220540541
"Rv2701c" 0.00614324576128263 0.00637367727968755 0.00601504925478199 0.0223797832168084 0.160919595683695 0.246410990370102 0.168961912092807 0.0530469960960105 0.153263755160671 0.218608798841394 0.158863148723388 0.174064080230925 0.167989291951078 0.243533027351464 0.165184966376856 0.174516443156552 0.205178842395885 0.258592551425471 0.211777290982489 0.0430055972414502
"Rv2702" 0.00613735876413033 0.0065756790497184 0.00527290041372535 0.00660322887307739 0.104193366771129 0.173226742345573 0.119434536643223 0.0742796745556111 0.103569838639362 0.145180852737754 0.113272244009481 0.113319003854436 0.104110624924856 0.156413180163673 0.114888183262718 0.112285603903416 0.138783994473004 0.198649170673358 0.152590531301045 0.0435292587143582
"Rv2703" 0.00614126670427546 0.00651842632025636 0.0062983486289242 0.00851462613911055 0.122478351253993 0.127146361568378 0.126967216853085 0.0686552555019315 0.129128837146941 0.129659934007997 0.128724324798929 0.128916365631724 0.129399406223968 0.130287531205363 0.12893116694657 0.129024120708091 0.164242287381376 0.16606155417477 0.176967544712639 0.0231346836925507
"Rv2704" 0.00614369044633199 0.0072147217787017 0.00666287939186086 0.00934329318681549 0.143550332289633 0.161248082117548 0.153205076886857 0.0453128375715711 0.157289971911139 0.164361622912419 0.153988299609167 0.158029833524563 0.158177667542204 0.167855641202642 0.153479286891352 0.158527616207294 0.191732537328375 0.210446809112333 0.213742111350077 0.0279961642473546
"Rv2705c" 0.00614480482602542 0.00773444670137079 0.00678317576413987 0.0102108340075142 0.176746828162087 0.197367719760087 0.17180046486209 0.0553684611491883 0.179599667077462 0.195886928906344 0.176043061253814 0.17954884128106 0.178757394648508 0.195614685597867 0.174695604071264 0.179933620714507 0.245478713002324 0.240920991750823 0.238279365489337 0.037100294562883
"Rv2706c" 0.00614208072242537 0.00630295768847104 0.00682856958100692 0.00760641405419375 0.130188469409376 0.159036874336359 0.135375009463921 0.0442867690941824 0.136918861326224 0.146910577256609 0.139765215608024 0.14409321301108 0.137276865166291 0.144657216806287 0.14015889409848 0.144187474866171 0.172679537326164 0.214400983652252 0.18381806626713 0.0240793135180292
"Rv2707" 0.00613990024726572 0.00625127732882574 0.00636429223212495 0.00678048402973783 0.115399413203916 0.126879115979969 0.115577057130969 0.134516677743973 0.117701610662019 0.122962622779405 0.118506610469477 0.119352018435486 0.118027461024055 0.121969669353131 0.118602276575966 0.120094577743089 0.157767644334456 0.169952149233908 0.158398168005948 0.0634818204254992
"Rv2708c" 0.00614382715560467 0.00654503063209118 0.00748098614568507 0.0142797889778072 0.155651671841793 0.208023453056205 0.170677743442236 0.209961802814666 0.164094459485901 0.190108184470296 0.173925566022762 0.167921456936207 0.168753094876188 0.203588351337042 0.172444504995351 0.172868256235172 0.200167063117301 0.232152840974364 0.227321846536788 0.301915311562788
"Rv2709" 0.00613972042142209 0.0061499958052726 0.00673093483606149 0.0149229488686745 0.113282494878801 0.126357750452297 0.116218736995851 0.0403286427082223 0.116405868559118 0.124056043053367 0.118478381869416 0.118739471381421 0.117150829653305 0.127414958561969 0.119230978210007 0.118986001256474 0.151746745451809 0.156917110928071 0.158535959134068 0.0467797129294902
"Rv2710" 0.00614517819726454 0.00692849481411765 0.00859980483907841 0.0114509430427282 0.182858300325957 0.200813210547355 0.182582764027202 0.0552822858424617 0.195817525555763 0.195703611900287 0.196676460522561 0.194391490288975 0.194930627910348 0.196797451797142 0.196772161723319 0.194526664266962 0.229457828298126 0.284623138099822 0.241968480561888 0.0324503848026471
"Rv2711" 0.00613595448922673 0.00604636768362004 0.00576407234326397 0.00618543254956404 0.0948221111617521 0.100914081938443 0.0954831064498069 0.0303953472328492 0.0968848731494955 0.0996459821625496 0.0974429246894906 0.0982641163653022 0.0971863794037685 0.0993047848175259 0.0973996500921575 0.0983958659502222 0.130529031812593 0.138468535781066 0.132503573298427 0.014967094327626
"Rv2712c" 0.00614231683425089 0.00634387677673095 0.00587811473646805 0.0077107208856778 0.131799039273257 0.147704505172336 0.133592582090588 0.0439533840839497 0.138913125225075 0.146539957123056 0.139054848087813 0.142195991582463 0.139631496021933 0.145942398744731 0.1390308604762 0.14224066317603 0.177629756005792 0.20045461187671 0.185251377944044 0.0232494589153051
"Rv2713" 0.00613838313006723 0.00612273462132596 0.00674837530349043 0.0073490897371754 0.106615972447178 0.124074384143796 0.108829545982423 0.0614186192361891 0.109183323336084 0.116694276755393 0.110035412854318 0.110973018266176 0.109476201426119 0.122382313803306 0.110203265038914 0.110837748822024 0.143981630478882 0.154902575618683 0.148288384849115 0.0412414011668892
"Rv2714" 0.00614015384306301 0.0062087004791914 0.00553745165411918 0.00766286543496169 0.117249227116074 0.131985626382305 0.118355597852518 0.0361069765257539 0.120093622335899 0.127401560312386 0.120509761132651 0.120939809743543 0.120102850731743 0.126502484811297 0.12105877481915 0.12107222922786 0.160766025541701 0.175216092394401 0.161507430626464 0.0221910053509963
"Rv2715" 0.00614008770133472 0.00623786393668846 0.00555091322086555 0.0167156267597534 0.115574060817202 0.127702615899185 0.11989277532799 0.0353568269134899 0.119500910990665 0.125649290150264 0.120740022706748 0.120212275789084 0.120223059935775 0.128585588423639 0.121457109011432 0.120299150383312 0.154718703982928 0.164411719370136 0.163383439932995 0.0372274743666858
"Rv2716" 0.00614038952407901 0.00628587037498452 0.00830675530671436 0.0121053682173448 0.122235641081465 0.184480567721086 0.130137351149097 0.0385661038301351 0.123289007860664 0.145755898756437 0.126256789001701 0.125744962223169 0.126479278816966 0.17236981307579 0.129101477010805 0.125972392069267 0.160598582636271 0.217478883940273 0.175044525623913 0.0331088067065847
"Rv2717c" 0.00614064990944431 0.00628567226406457 0.00562807920066951 0.00708492325125527 0.12645076725836 0.194396052208559 0.128340172755266 0.04514146929226 0.127577608229872 0.1712111557867 0.127852262105396 0.131747614890892 0.1292955437726 0.182543611991996 0.129493572236277 0.131651513024079 0.169151874916634 0.213221191727077 0.170363894479948 0.0240307562889078
"Rv2718c" 0.00614240081343425 0.00691226600248593 0.00600741819050693 0.00842172362662042 0.13711837547298 0.16426210894943 0.137465212812251 0.0424414968943505 0.140306530819275 0.156814336974745 0.141295020699675 0.144722144856845 0.142527496576124 0.158423210029468 0.141929602994966 0.144932695950457 0.18885413168907 0.213275810844648 0.186743714632273 0.0253471349944572
"Rv2719c" 0.00614319250790623 0.00794356805936337 0.0242376244378514 0.01000507936014 0.152324942563633 0.274555022127746 0.173645934991394 0.0703498270450182 0.15712016537786 0.234667762181222 0.171267086859237 0.186866549812884 0.160122841067826 0.198164866178174 0.154730480927087 0.184008544370244 0.202862154756851 0.331678940901547 0.23088242954121 0.0323661037630397
"Rv2720" 0.00614103123291991 0.00626092793991056 0.00583841284438973 0.00983748938617209 0.123048886595521 0.129915631667881 0.127906088362564 0.0392608554080613 0.127849625316999 0.128842751819459 0.129507029079792 0.129171259504109 0.128719857380582 0.13197464541574 0.129049843581605 0.129370636901923 0.16296014186876 0.164687450965577 0.17439364457059 0.0223254487980134
"Rv2721c" 0.00613959144525233 0.00693997542880286 0.00644963492499969 0.00969233360536847 0.113566034127875 0.121342146323798 0.117497840413011 0.0351731741129147 0.116194782395143 0.11938730658648 0.116718456612305 0.116377723974536 0.117266257451198 0.118324405458617 0.115724923055842 0.116429514868804 0.152159968318169 0.165461704669989 0.165202599532749 0.0278230512272319
"Rv2722" 0.00614372140187222 0.00656099066235847 0.00689609179925935 0.0230407145288725 0.166964033615159 0.24026577962253 0.177219319178882 0.106593082107409 0.167291563357867 0.213871454730166 0.176802196670893 0.17066850792435 0.175948849277493 0.221838453428794 0.169872252146164 0.173142629491848 0.205361834335002 0.274992548356425 0.242124668866052 0.182926386487135
"Rv2723" 0.00614063895976969 0.00627931344615095 0.0056765136417119 0.00748891877805002 0.122095128097292 0.15389530490724 0.128146224829504 0.0448851300086916 0.123977679361735 0.142038661858851 0.126274270267762 0.127721358592769 0.12858643192611 0.151127462941405 0.122520135029642 0.127759766977514 0.161187234735304 0.179205488527191 0.178896198512115 0.0271398753029196
"Rv2724c" 0.00613769257876122 0.00607456028497861 0.00710053589397486 0.00652989727412997 0.104912315709481 0.137161466695259 0.110455621191612 0.0411150112378748 0.104630022323263 0.122396525250654 0.106165475802751 0.108130993173528 0.104147296037733 0.130061380076506 0.109284023768149 0.107988391059331 0.144991284649269 0.158060171183267 0.147281809707645 0.0174003877550417
"Rv2725c" 0.00613166785033196 0.0070080902712703 0.00506898223092052 0.00570089658915544 0.086903845039018 0.106759797601858 0.0849693394475579 0.0267761985034453 0.0834752345448496 0.0968001976397225 0.0854098375702121 0.0866849179811456 0.0859331477002272 0.0948681753496583 0.0843305281900922 0.086937056828079 0.123002527201577 0.134671001245975 0.11602133371705 0.0136774848714752
"Rv2726c" 0.00614204466225411 0.00678753777197273 0.00664862240655118 0.061524911610758 0.132026537045029 0.161638473081861 0.135825485501364 0.0418353615104602 0.139123911063224 0.151508748509402 0.138700132256208 0.141027974898125 0.136504378708336 0.150493134188529 0.137849447052848 0.141250303123428 0.174347830242015 0.208096823519664 0.185569310333105 0.0798624822644869
"Rv2727c" 0.00614077058235189 0.00636076723279609 0.00581009502152767 0.00703594387278338 0.137557896596925 0.170733412658615 0.132377880963287 0.0609453423453009 0.129946471991193 0.150094008838725 0.130556653997929 0.160156300376119 0.130782712411327 0.155728247552139 0.131817853983524 0.165220136936465 0.18710686854547 0.209652046371617 0.174069307816297 0.0315212116479714
"Rv2728c" 0.00613956593448558 0.00616035753391209 0.00561860863417535 0.00758623384890568 0.122858490054741 0.16296713723319 0.126852259152034 0.0724516608578456 0.118797783353279 0.144024378219344 0.122761454436608 0.160495709384938 0.117267395133358 0.14740951345128 0.124756384806747 0.156114922433145 0.171409915368589 0.195781298324336 0.164968568844468 0.0513403693145646
"Rv2729c" 0.00614254059999405 0.00641339256125096 0.00613315178346144 0.00851191330589009 0.145753196211224 0.155920240482556 0.144076590572705 0.0771355721676823 0.144726910506267 0.151618758325695 0.146905028719226 0.152989841096305 0.142888508446524 0.152218196933856 0.147324131587161 0.151772340552248 0.208913784787421 0.205932127958615 0.192492170444797 0.0315186670047315
"Rv2730" 0.00614657007889606 0.00780137224263922 0.00879093448157246 0.0169650689156383 0.245219219819565 0.362088625774327 0.230620145639357 0.0773104538900259 0.258761962234309 0.359962764386998 0.245271381850344 0.307476992352637 0.273461680509689 0.360212847577769 0.246966944408118 0.304538103770316 0.320230736671313 0.386273760460324 0.289144552486608 0.0559208433139995
"Rv2731" 0.00614246052629648 0.00639179390924405 0.00653749385819764 0.00775622830120312 0.135121538262469 0.151866701252179 0.135057569764721 0.0459195728454285 0.140283765775905 0.148168352859234 0.139120636406048 0.145003341328541 0.141413548327099 0.15007836728591 0.139652351893476 0.145668728027556 0.18434260392758 0.198917896878995 0.182600265517881 0.025242557094716
"Rv2732c" 0.00614246740869344 0.00631303924236716 0.00785840617605936 0.00772632382767894 0.136249326608898 0.16857931513616 0.139676116983922 0.0689464374518265 0.143442584368154 0.154983147288854 0.141080088256408 0.149172843605527 0.144082530206156 0.164674755365115 0.142026182948732 0.151338431091293 0.180203031920172 0.196206791350166 0.184962141918668 0.0345963076689973
"Rv2733c" 0.00613888672841679 0.00749472710573237 0.00678879089535676 0.00896302147906887 0.109791821062126 0.140440494549433 0.112507886900376 0.0811621393164398 0.107132503545456 0.127784709126405 0.112057090521872 0.117023261868149 0.110462273151781 0.136063206000744 0.112888301510112 0.118598013588325 0.146725584350245 0.164767471061607 0.151616889174015 0.0215935275481487
"Rv2734" 0.00614251966613593 0.0063555491425998 0.00620391696120425 0.00989872897523944 0.145428317940779 0.249119984980341 0.158790480648691 0.0524420069070613 0.144347326603718 0.211713039271388 0.159619172626534 0.163363322713124 0.145386840448235 0.186630976288574 0.142444370738892 0.162801805443308 0.201946383081667 0.282125467845463 0.213541148107253 0.026696063705309
"Rv2735c" 0.0061388347866678 0.00642851767895644 0.00543311347323178 0.00668283050479181 0.118614919393106 0.206284713268857 0.146377093229324 0.0420579937467849 0.11585885289879 0.173036047523918 0.141730550074895 0.125206565510699 0.117844597246528 0.176921287427948 0.11941695971189 0.126293259945039 0.155653664718055 0.234739673379873 0.188490215995646 0.021648847461063
"Rv2736c" 0.00614179745634309 0.00644199814293066 0.00722562942151264 0.0174918898476064 0.137457268302632 0.224144363697719 0.168534718724221 0.0507828371325705 0.13857794063761 0.179384227782162 0.157656185111443 0.146597087937313 0.143022234749953 0.214035494307073 0.144393267445133 0.146140275721161 0.17606749516941 0.2447268589502 0.220584573766783 0.0268340682536475
"Rv2737c" 0.00613876231226221 0.00654184334591035 0.0053617567990187 0.0067574682698539 0.108054810298702 0.124278995492777 0.115333709140275 0.0511437091059213 0.111128667707473 0.117257117735152 0.113875128802416 0.111968752443237 0.111654707841834 0.121917402497257 0.111620532935809 0.112214129510885 0.145636649171923 0.155021214737627 0.162183834587001 0.0200172573905507
"Rv2738c" 0.00614211981066969 0.00795699649265459 0.00610248205796373 0.00762315731811711 0.157290654351395 0.297180900650876 0.147053902790249 0.0544522386083488 0.144492628386476 0.251620007934694 0.140198950242803 0.168478819367206 0.163446247927241 0.233891791109828 0.141361126927567 0.171359790055562 0.189600947196913 0.325792917091617 0.186016141790633 0.0281157265732838
"Rv2739c" 0.00614650300208986 0.00863890326648455 0.0165325549217728 0.0233210152498934 0.254545794835714 0.290182716545148 0.25588219955866 0.0675743120982941 0.261975144616629 0.306771182311851 0.277160753749114 0.275035228194401 0.275197756342172 0.329985790749589 0.28113064248448 0.277638109335256 0.29623404671839 0.321191949419808 0.310855514245284 0.0573664197811725
"Rv2740" 0.00614289176668281 0.00762277961986658 0.00618307562333751 0.00865050636159338 0.142948694750251 0.164322025333271 0.147711031098444 0.0470113276985369 0.149206802323464 0.157355743310107 0.149751905994674 0.149816388541486 0.148976513649539 0.157478959865154 0.14820890076202 0.149662556555132 0.189109759202572 0.207145825610313 0.200511274062591 0.0239936150308524
"Rv2741" 0.00614661940835821 0.0089045710212775 0.0117814009595249 0.135613286492148 0.227759555690126 0.248817450412696 0.246753667982023 0.0676262612828125 0.26811686474089 0.271244078880588 0.269513229245223 0.270241105971701 0.271696287736112 0.282785408543666 0.271514919727945 0.27123007205537 0.276380531181761 0.307807802050917 0.323421419617448 0.203179224854829
"Rv2742c" 0.00614301403394825 0.00725041975295856 0.00623126325691699 0.00834246805753823 0.141479633289308 0.168000608257439 0.147290219631238 0.0439790611111422 0.148194938061477 0.161472423937419 0.148879993043711 0.150663915703013 0.14907948608732 0.160955343980528 0.14860340547525 0.151029861524124 0.187682978707141 0.220913153522457 0.204298034856358 0.0242572098765029
"Rv2743c" 0.00614443990159396 0.00670975107136871 0.00739556825738634 0.0114712413850449 0.169448544657322 0.191298563756722 0.166859126122535 0.049579173989537 0.176112802919876 0.184107791737791 0.175506846751831 0.176953919392182 0.175152301391097 0.180396231603455 0.175880824645463 0.17715792113715 0.221141644744869 0.263230083638489 0.22550390500288 0.0320242571715411
"Rv2744c" 0.00614433092470758 0.00717041868795433 0.00768209422320797 0.00961941177100425 0.179956545644782 0.180031611814412 0.164728140419284 0.0511095740772043 0.171660920051236 0.175236403767651 0.173673897691071 0.172629492733644 0.17322621588043 0.174648225330812 0.173818956226734 0.17274043213681 0.249445603449351 0.262132492056591 0.22002119684441 0.0320295123793571
"Rv2745c" 0.00614520494318709 0.00695834764980916 0.00868945257184249 0.0299553188199786 0.194789063176632 0.208277359346781 0.187001228462115 0.0712996804812582 0.19473634137518 0.20027465718712 0.197491017313872 0.196591257136458 0.196547377058521 0.199244450388844 0.197743100353936 0.196390686735294 0.247770210805453 0.301363703807604 0.246591349477241 0.0359742631516589
"Rv2746c" 0.0061403658823287 0.00618653813321854 0.00577718089003454 0.00887873857389472 0.128388377460624 0.205444637575844 0.152567224910021 0.0998475722175222 0.124918772855119 0.149800115783384 0.135543933947076 0.14025289179069 0.131776255152993 0.188736913311374 0.144219216659591 0.145657323359636 0.164196112546178 0.23308825548604 0.190047538640818 0.0906037058233598
"Rv2747" 0.00614085698363 0.00637510141772198 0.00587581195412034 0.00782933294418413 0.129824532030251 0.232968334354835 0.190126775703247 0.0978147504441234 0.126150897691912 0.156892704212289 0.156388663758539 0.137400389879838 0.132714282393879 0.212835941098231 0.174677968708929 0.14094612937951 0.171045157157738 0.260944082584933 0.222615741187403 0.0700071504020204
"Rv2748c" 0.00614075558335111 0.00642747123086595 0.00569556373663316 0.00853469726869696 0.127496331332819 0.133351401790625 0.12993113107032 0.148046665050012 0.124265893589516 0.124440339388678 0.126120585802172 0.125089090599255 0.125182826772077 0.13066594004503 0.128007041938971 0.125627936867383 0.180710072743035 0.184866024483835 0.181278948298202 0.155228117634399
"Rv2749" 0.00614012816913977 0.00629766384982281 0.00572763292286633 0.00783817446527082 0.124593700640836 0.212796262735232 0.140549532515987 0.08690219500809 0.11839904000514 0.155085851523642 0.129364039068683 0.138453437588408 0.128064489922646 0.195444091373172 0.136118488573613 0.143619475259436 0.165173496742312 0.239481655823758 0.181959929699214 0.0320945515788827
"Rv2750" 0.0061349869753235 0.00603602027344585 0.00515811349440028 0.00639440270919136 0.0951770127849119 0.155734466940997 0.106017076594159 0.04265895682149 0.09455739298686 0.117391256930337 0.0996662405458569 0.101824606968475 0.0968682586110721 0.142730599550619 0.10248425957544 0.10292483939188 0.127376600546911 0.179883145132295 0.138243185612618 0.016277509068158
"Rv2751" 0.00614081231783939 0.00629249271928479 0.00576121701877113 0.00944101521958408 0.121354974503201 0.164685171147656 0.130971664873188 0.0448637933121268 0.121470765849833 0.140467615763639 0.129688461864142 0.128309895503586 0.125475863326469 0.158637618709722 0.130881531934485 0.128363317958748 0.16111608870499 0.203301183841635 0.175010416528701 0.0351848843932474
"Rv2752c" 0.00613900037724846 0.00613660787558751 0.00623216421390863 0.00780921034905452 0.108833592056195 0.124963632620358 0.111426622364732 0.0448900363210085 0.113840640735659 0.120275343410892 0.112577066283235 0.113237484970478 0.109824261182047 0.124224277302148 0.112984941544579 0.113539530394227 0.147189934525609 0.155081980981725 0.152974825659501 0.017575956978825
"Rv2753c" 0.00613959073281943 0.00619599201321 0.00542400323144476 0.0102710772017685 0.111385858429571 0.118416432881881 0.114083618397531 0.0343019979802539 0.115326604087157 0.116198393337899 0.115079751204221 0.117144788316747 0.115949198300117 0.118186920227299 0.115481905651539 0.117198934557337 0.151835205217109 0.162162123530735 0.158106040671295 0.0246771389799079
"Rv2754c" 0.0061447137314839 0.0069346085652217 0.0149874984527591 0.03061806170023 0.189594496986365 0.317198236029025 0.201711160979172 0.0864456116604209 0.18026704337032 0.298051374396106 0.185406240861058 0.210614743724394 0.205182799914254 0.312592193778937 0.196778528253641 0.222304704087878 0.237742204843238 0.336024522558187 0.238922070345868 0.0367268523878862
"Rv2756c" 0.00613781343864636 0.00607615071693572 0.00585474293289897 0.00922961779163596 0.117808286806104 0.211323335466774 0.137161897970444 0.0383718366951582 0.111333519675159 0.174960299943754 0.125353763165757 0.119810509913386 0.118131723884959 0.196244410726799 0.124495278771609 0.120373509078714 0.150993228753865 0.218217546732414 0.165672114183932 0.0242352543242078
"Rv2757c" 0.00614250112401889 0.00631354603725275 0.0066581476457954 0.0224437829352654 0.164751348080824 0.313797267227278 0.18787187070638 0.0605415754348843 0.15527352302916 0.245065512408684 0.173568264440973 0.180014263368471 0.169064316034296 0.322141219941004 0.166716213131052 0.185238632743294 0.197025056044592 0.320504854216044 0.218443792557694 0.0346159238985181
"Rv2758c" 0.00614681466726592 0.0082551789383015 0.0160098886129235 0.0144980048634195 0.311287081184252 0.403746856743935 0.305448830882719 0.0928929874077147 0.306239265130575 0.413740155730643 0.313698440975583 0.355588054361699 0.380654581638361 0.502789771156105 0.32818076318147 0.374760313772889 0.390624531885117 0.409203699090187 0.347257109607553 0.0713414570820491
"Rv2759c" 0.00614266732853593 0.0071619793644535 0.0300400327419797 0.00766184381515779 0.174231185489013 0.343444372905879 0.179854087571383 0.0764114320701153 0.154075281827204 0.318528866237353 0.164847500475822 0.19946919332071 0.181586396594886 0.321963985623414 0.163124580323892 0.211978378388678 0.204537735918395 0.337844476063496 0.218595500191031 0.0426754444224403
"Rv2761c" 0.00614143050401654 0.00655624556101048 0.00568788288996551 0.0143362915464822 0.135344967125184 0.202654288003901 0.140527268357646 0.0589499406108957 0.132025318593259 0.165976386652732 0.137210716701563 0.137876120645895 0.137898157235227 0.192628687838826 0.139354103868423 0.139393841428991 0.179613363995602 0.223139553498318 0.182346257175967 0.022195388309229
"Rv2762c" 0.00614202964196571 0.00640983144488091 0.00734177310541156 0.0119120870423686 0.163531384090657 0.27148027365134 0.152741523545751 0.0556956403928338 0.142193409644009 0.20735871267914 0.146039970991433 0.166254142072817 0.162205467670362 0.2645443480988 0.148165971792566 0.165154270236861 0.210024435793871 0.283319093553046 0.191365663893405 0.0277894400257389
"Rv2763c" 0.00614298714473796 0.00747938710575837 0.00622815300525361 0.0185823675048842 0.145647690902261 0.198205404487959 0.152287765779841 0.0563212523702785 0.144764793259342 0.168578325589553 0.15294532704144 0.155420922235398 0.154083978507006 0.192572517003452 0.154719426691208 0.156390803807326 0.192487795398964 0.230058677615839 0.200273618833277 0.0689832116344414
