"C1_Fe_YES_3" "C1_Fe_NO_3" "C1_Fe_YES_4" "C1_Fe_NO_4" "C2_Fe_YES_3" "C2_Fe_YES_4" "C2_Fe_NO_3" "C2_Fe_NO_4" "C5_Fe_YES_1" "C5_Fe_YES_2" "C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_YES_1" "C6_Fe_YES_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C7_Fe_YES_1" "C7_Fe_YES_2" "C7_Fe_NO_1" "C7_Fe_NO_2" "C8_Fe_YES_3" "C8_Fe_YES_4" "C8_Fe_NO_3" "C8_Fe_NO_4" "C11_Fe_NO_3" "C11_Fe_NO_4" "C11_Fe_YES_3" "C11_Fe_YES_4" "C12_Fe_YES_1" "C12_Fe_YES_2" "C12_Fe_NO_1" "C12_Fe_NO_2"
"Rv3049c" 31439.9745533685 34362.9971170006 37234.9322246748 33760.968993926 15987.9777982109 17200.9567826913 18184.0160841272 16117.9548180765 33933.0872522139 24156.0193822058 30832.0248386934 31849.9954605211 2315.0040494513 2257.98873355094 3376.9882713079 2534.00701300038 32963.9546724709 19912.9776261957 37350.0336676276 19995.9816413588 9002.00350974782 5406.98029985374 11011.0096021748 11463.0232972808 43395.0735641207 43639.9627426462 43139.0405438858 44979.0192272151 16114.0730302873 12969.0389853041 15610.0558420209 17654.0453095332
"Rv3050c" 10841.0073340033 12769.0177449678 11161.0068842839 11193.010099652 13542.0140328992 13720.0051969334 8091.00088478996 7444.99695143941 13197.9683009034 9369.00370779098 13020.0097076263 12782.0194028851 2066.99965144575 2215.00284960114 1598.00240082532 1096.00103508951 13487.0022976147 13734.0130197525 14903.9698396123 13994.9973920956 10596.000147101 8044.01497113894 10566.0053811211 11327.000100897 15129.9774882299 15127.9984697966 15350.969828566 16272.0014757858 4790.99870608655 5117.99387606389 3925.9991219829 4823.00532106354
"Rv3051c" 41550.987428773 48259.9727276366 43316.9800619061 44126.9367059283 115877.262996325 113741.204120289 82319.990896581 71565.92110783 69513.0531035105 48967.9830834384 65384.9752092811 66863.9871460606 12215.0267326534 11964.971260718 10898.9863028842 7509.00448645216 47869.9168604598 48251.957110123 52588.0113216719 45529.9615185289 37975.0065840163 34861.8906041963 59196.9520025152 60207.1907200278 56484.0427597626 59797.9170625158 56152.0476619725 60885.0225535673 38326.1088493024 38848.9270085235 31160.904506543 33467.0178860103
"Rv3052c" 10550.0283065824 11806.0449802905 11595.0712849051 10838.9891109497 51185.9774229243 45881.1295478845 37126.0023262088 31829.0733898786 13860.0103659208 10108.944092833 14044.9840720598 14231.0674540178 3322.00613760669 3519.99687101189 3852.99251255589 3421.99858287612 12530.9643736356 12471.0155560908 13561.0188385744 11391.9899548964 14097.0156042886 12561.9729126597 29089.2177653643 30135.952393324 14381.0139883437 15074.9995822537 14204.9289816776 15802.0372701454 8516.99022218007 8928.97905540218 6795.0098999782 7515.00610207696
"Rv3053c" 12931.0246053213 13634.0089550324 11987.023040961 13088.0157094636 36536.9524615729 36450.0512093766 26721.0262778866 24535.0569870551 14167.9920961611 10111.9973114588 14279.0001789435 13590.9881539581 2730.99943264997 2507.00145954492 3507.99866078293 3027.00028088509 11404.0314222961 10699.9951851782 12632.0036655407 10750.0128908093 10012.9777812263 7874.02364057313 21784.0597364118 22998.0000397462 12923.9800741834 14208.0094963632 12592.0006627727 14297.9985484946 5508.00269020467 6027.99636681992 4700.99831434185 5306.00564359048
"Rv3054c" 87.0000628095008 115.000263905152 139.00007488455 143.999721081622 147.999806978274 179.000382650942 94.9999663849757 87.0000347240629 146.999677084235 100.999971482908 148.000151482841 167.000214218845 5.00000290277663 15.0000293570795 14.0000096474763 9.00002109723298 229.000334731965 206.999537249565 196.999551849823 195.000732175572 56.0001142842845 32.0000503006749 58.0000978279789 62.9999160948549 113.999866409122 116.000074423399 105.999734225234 127.999983287792 39.9999730311232 10.9999949771838 17.9999689706126 43.0002042586174
"Rv3055" 456.999773290148 442.000635192808 465.000245056075 446.000367261433 381.00005724768 419.00053485317 268.001022985739 238.000145684843 585.998352979845 416.000113400164 590.000260128746 629.999445326846 67.0000907394388 74.0001160498827 37.0000183282727 42.9999424230493 487.999850951582 498.000267639834 526.999752036441 474.998984900493 368.001294950298 233.999895323318 237.000545437745 240.999700144386 505.000067661914 523.000155098457 533.000393724459 464.999763384484 114.999897632241 102.999880123269 71.0000029060473 84.0000126378962
"Rv3056" 911.001755827123 1055.00077101065 948.999947863106 1002.00101935532 740.999122281156 771.001038094255 496.000280948772 431.000715853829 1091.99776824609 850.001043053011 1080.00091962468 1175.9984311481 73.9998774479504 101.000019110982 53.0000311318454 64.000058043612 1011.00198873168 1019.00177614638 1070.99895592284 911.998919166565 489.000057093174 313.999821372583 298.000817907636 368.999593278129 1057.00149170585 1152.99883774226 1110.99720119586 1163.99842437703 320.000694661753 334.99983758366 275.999709502896 301.99995013425
"Rv3057c" 1520.00135489223 1522.00136185891 1499.00045112173 1403.00274500105 998.99884367942 1074.00168670656 680.000065662451 682.001251867522 2462.99758175187 1511.9994322211 2282.00046209266 2326.00022654262 150.999943730637 166.000263545411 93.0003222346973 99.9999101182723 1933.00231130505 1697.99921644522 2178.99552394372 1709.00128418693 686.998975588501 408.000229974973 569.001729562525 633.99869113998 1869.99952605763 2197.00076151296 2044.99714743608 2111.00168534295 680.999696783478 636.000632441531 662.999338745644 701.000156287542
"Rv3058c" 1294.00104603912 1329.00081333748 1255.00075430193 1106.00293267535 1971.99870574236 2051.00268476128 1357.00145810486 1362.00022719072 3096.98596497692 2284.99973041375 3063.00535993527 3426.98978176581 378.000205254706 441.001857069315 282.999972537445 237.000583674841 2547.99345640548 2316.00627873201 2672.0028096977 2380.00071626382 1557.00209282282 989.999586939219 1030.00195316349 1154.99980156445 2146.98861063772 2494.00885303885 2268.98706505621 2232.99434683556 1569.99833858581 1711.99583324543 1352.99631523094 1523.00050774971
"Rv3059" 2288.99996302191 2533.99615911005 2392.99534440507 2331.99660483241 2530.99481049772 2635.99706167992 1466.00330069362 1528.99633857949 3907.00990449564 2937.99854887087 3804.99748381674 3849.99928338836 302.001154124482 316.998787927484 160.999734618483 105.000025448086 2868.99538439637 2829.00192294005 3044.00386341244 2843.9977390772 828.99957757154 505.998452792059 508.999514888885 507.001513768757 3407.00629016226 3566.99392923219 3496.0052710235 3737.99961269886 1302.00240217026 1178.99873509888 899.99913441428 1063.00029279891
"Rv3060c" 4924.97701141277 5869.99153864552 6064.00880833579 6251.97586519444 8113.99446814968 9573.9889389301 3600.99756418577 3411.99076272183 2804.00600185491 2073.99816624593 2800.00214363266 3330.00098601389 860.002650761154 826.997892192221 364.999092208902 487.000648004856 2552.99419958508 2521.99950999847 2739.00259219115 2269.99963583636 2746.9985910028 1669.99487637565 1289.99638013413 1693.00100389482 4416.01098655912 4860.99311152006 4208.00772604688 4588.00085269103 1041.00186402163 862.99920971748 830.000360246337 947.000877816054
"Rv3061c" 5943.99983576531 7734.01369054599 6534.99806502508 7015.99102776279 11895.0130743193 13609.9625132242 5620.99417758383 5182.0007889802 4507.00320302615 3409.99632797248 4523.00249032312 5508.00149000759 1190.00274014526 1159.99788876892 507.999713023164 736.000911324746 3260.99406527085 3227.99845131854 4086.0010787657 3010.99731950185 2861.00318341605 1728.99698114754 1287.00046784237 1625.00071580131 9464.98494813236 9777.99622933889 8179.0049045369 8167.99489060534 1801.0031099246 1643.99820227719 1604.00048153998 1623.00178248188
"Rv3062" 1916.99838454358 2173.99933515153 2364.99531890102 2116.99437190131 2190.99876143517 2782.99608188995 1340.99977553511 1328.99812718405 1943.00001162068 1647.00183050872 1607.99842203056 2087.99884517231 284.000501515995 298.998925999309 150.999687252342 242.000588841991 2999.99693218977 2656.99928430661 2608.00374893798 2550.9946043444 1434.00181930876 821.997375971645 1120.99456293371 1521.0079425189 2166.00488245568 1903.99656159546 2110.00569180734 2102.00216579489 399.000303884849 314.000195202664 281.000524738554 345.000010992767
"Rv3063" 1721.99862777345 2027.99966253801 2093.99682183851 1854.99513153679 1242.99606414579 1253.00268010788 708.000057261451 720.999271020237 2070.0031343823 1506.0032915746 1920.0025776096 2060.99502095285 111.00018160827 108.999857553292 63.999909466894 54.0000319602486 2407.99668276441 2224.99904159388 2337.99911618396 2092.00136614651 493.000490184549 288.999063226149 358.999479450475 431.000083200531 2056.00212596153 2038.99664655897 2203.00423471782 2425.99915623679 471.000513912031 450.998811124966 416.000321001333 462.000866606343
"Rv3064c" 503.000936210996 476.001028960129 493.000441946106 550.001254027763 550.000112550602 632.000781736037 495.999401139747 435.000389166877 441.999408221937 321.999996062702 457.999625124082 439.000499253789 88.9999014174008 89.0003096337259 74.0002071632407 63.9999787688012 415.000128567045 411.999946941488 479.999463431743 442.000736101919 319.000983961195 185.999624474632 307.000537871627 352.000204800003 473.00028525254 547.999248332381 475.000036305592 539.000111193577 266.000115008391 240.000393677613 282.999040185846 256.998997549906
"Rv3065" 350.00033363536 288.999939930699 292.001225877699 270.999775617951 339.000042883895 331.9999278753 266.00015410376 300.000094934153 215.998816349721 177.999266114072 201.000613514521 192.999718823425 81.0002643655799 69.9998742188115 36.9998761021381 62.0000182140259 148.000208700559 179.999925411584 154.999734573225 157.99951308843 203.999350821013 142.000604404111 181.00073778325 211.999195115107 294.999865964435 253.000055658861 301.999531028718 307.000493014786 116.999872954683 98.000004333481 105.000064944986 68.000255817092
"Rv3066" 458.000865204633 553.000710802828 512.001232260283 443.001482448401 680.998858713867 777.002117605929 455.000769270771 455.999465270429 529.99927852758 398.000719038971 480.000331550292 533.999154684176 129.000025879735 140.000073409703 48.0000082055043 103.000206732364 611.000382266837 630.999286961959 605.997955886278 644.000155490962 561.000959079343 306.999633101653 501.000107641142 590.999386051606 629.998693899274 728.000079967983 706.00070342435 708.000411618362 203.000063159278 185.999588479322 209.999724530513 228.000462230884
"Rv3067" 557.000280440214 625.999731168579 517.001483287701 562.000742807069 826.998695193068 965.001634564958 413.00061031571 421.000904920178 660.999054554507 458.000483766906 558.000387612313 572.99828424001 124.000134871021 107.999821808913 99.9999564514882 107.00019948973 733.998540123753 865.000015067205 784.000595570766 739.999037527626 811.000897129345 466.998923191756 724.001246266295 890.000553404404 584.000839450546 642.000240361431 582.000196512436 612.998810741407 262.001282883873 288.998840617906 243.999791997255 302.999433155239
"Rv3068c" 1726.99724034749 2044.99642054321 1795.99972025349 1626.99885488094 1060.00190174547 1130.00218369168 619.999743292622 622.999310537671 1715.999712914 1344.99994466405 1418.9994884776 1885.99620207373 110.000773993534 123.000073760331 79.9998289216308 62.0000680587187 1821.99971617887 1829.00056175406 1801.00357458621 1652.99977328121 734.000072420519 427.9988369266 427.000420838348 499.00094169589 1792.00088266166 1689.99927723906 1739.00243880667 1843.99662822514 432.000697942987 420.999921218984 402.000057275939 423.000760657784
"Rv3069" 390.000266198523 425.999726696 455.000249936717 481.999877111774 330.999456607025 379.001078948486 258.99977682192 239.000335334895 640.997745728457 429.000477468887 632.001570404845 528.998975304286 46.0000884634846 38.9999220214201 36.0000249101002 26.000105644454 665.000739031417 595.998969956 567.000570010858 496.000666087086 264.00002881364 159.999786562834 117.000399521057 181.9994294848 524.998715172682 578.99955583945 643.998504188736 588.999677688423 205.999923339275 195.999819532595 195.000219642692 201.999828462811
"Rv3070" 242.999955279297 299.999810513857 260.000283461896 254.000224268057 197.999856697607 208.999540802947 181.000419709681 120.999917929263 332.000419310772 273.999938262109 338.000209971218 319.0007096623 23.0000336651871 29.0000477018424 18.9999745018746 9.00002988973814 290.000376457699 282.999182744173 312.000518615717 267.000306353679 144.000253339925 88.9999935268693 71.0003221451681 77.999981052597 285.00055080605 304.000673882525 276.000186451134 348.00003614007 100.999783021644 92.9995795516304 127.000089979165 127.000249182214
"Rv3071" 621.000610677496 824.000073813852 777.002114066531 815.999547411285 710.001976667547 727.999621373267 496.000403691179 388.000721469916 871.000497227359 570.99955670106 870.998422394888 767.998811522891 109.999983558234 119.999893179614 50.0000011825395 58.0000726589921 929.00270838878 930.999000591504 894.999233031149 832.998543411839 704.001589213113 523.999913531803 209.000162910008 297.000071307463 846.997738504313 862.001552406048 911.998428615402 914.999613800091 360.000517248087 334.999601997974 334.000206208778 420.000494399146
"Rv3072c" 718.000949024416 857.999676915507 689.002016624122 776.000419203112 307.999739393256 408.000950124067 172.999969239351 153.000081550497 761.999151903295 496.000045201548 729.999933809269 836.00120956127 35.9999309832064 52.9999619128866 34.0000826994083 29.0000568275756 771.00098660691 771.000985132454 739.999331690359 688.999108387859 176.000190526854 115.999894161456 110.00022582626 143.999992743864 1004.99776366463 1069.00062956128 899.999975553205 958.000285623271 123.999964504166 124.999792053558 123.99973676015 142.000361505862
"Rv3073c" 263.999871872432 309.000077515223 216.999908843278 302.000394596316 152.000583402487 178.999905484579 90.9999236841891 122.000030612081 245.999658405034 156.000060906531 224.000527136421 255.000408365365 17.9999721116494 24.0000417224345 21.0000801611326 21.0000285257596 172.000282806627 175.000664674464 170.000498401094 163.99971883598 109.000257635605 64.9998438316105 91.0000302091816 102.999873384611 277.000449092915 315.000134240569 204.999448699376 230.999139851544 52.9999642116415 55.9998872318124 66.0001418293716 50.9998787999386
"Rv3074" 14677.9622923001 14279.0037175765 15864.9613526869 10776.9570710685 1260.99742098967 1638.99788762429 897.000792610287 997.994575137372 2730.00377597251 2503.99976335897 2387.99875864434 3319.99878064628 183.000713680035 239.999475739552 177.0000337775 257.999672980534 4001.99001609897 3710.99818412658 3308.00674803113 3262.99782422915 1058.99815738037 657.997288957276 670.999855563384 786.003466017617 3677.00699578675 3276.99468972951 3569.00683932478 3682.00141968922 296.000254916091 284.000302881729 242.99939565771 292.000407698111
"Rv3075c" 8012.01097762233 8630.99499486645 7189.99404173544 7432.0213305584 3730.00101370199 3880.00469615519 1899.00065180892 1932.00077151577 9585.98206191619 6605.0094228131 8941.98770059274 9548.99100346831 543.999874076472 600.001826656112 194.999883847532 134.000274572494 7471.00365531372 7269.99456371973 7193.00197113514 6732.99848616563 1654.99821602107 1092.00010660658 468.000606636924 537.999482984872 6559.99258601336 7296.99675610811 6803.98031081412 7477.0009430057 643.000784326968 617.998868200229 546.999962888697 569.000570349326
"Rv3076" 193.000070889289 166.000441012988 220.000216149854 183.999829224118 181.000325428898 220.000288263005 118.000088399232 101.000214683351 243.999430931762 235.999879411227 211.000094033728 269.999295058339 19.0000143330374 27.0000025391739 12.9999903529817 5.99999053030564 463.999777713084 483.999814744915 385.000711509852 454.000844204579 181.000188460564 99.0000403565684 95.00026646366 111.00005126942 152.000202832519 151.999611204393 163.000500801006 178.999543440181 78.9999914342394 60.9999294424045 64.0000991973446 85.0000361885207
"Rv3077" 698.997104806792 924.001345809961 805.998691914094 824.001613626021 851.995853915816 879.99907954905 360.000119777088 468.999270391823 1335.99871820005 1067.99970191794 1171.00139648977 1326.00089513965 66.0001913926542 77.9998005774935 36.0000167417933 28.0000307696733 2213.99679288751 2741.00015589718 1866.00435800599 2477.99708726911 500.999687204124 297.999056031493 289.000143752736 304.000477961364 814.00458754824 752.996568595662 789.002399110906 853.99968864234 360.001154392738 377.999906958964 322.000036539584 374.000725910123
"Rv3078" 178.999979093457 219.999467932084 230.999848080158 187.999818659434 333.99977100921 307.000457876343 190.000251675885 174.000642065 374.999498127395 251.000638684511 349.999984319224 335.99998271228 41.0000071032196 39.999872218136 18.000027186546 16.0000220762429 509.999940810844 692.999578416742 423.000229420935 635.999568954639 196.999558130708 147.99995623549 100.000343584772 109.999947825675 198.999309275929 255.000095124379 223.999320439501 220.999434169832 142.000278184831 155.999888843901 107.000122843893 134.999908356869
"Rv3079c" 327.000203700531 429.000592878373 394.000126771329 428.000777643882 519.999087267641 625.001739692143 484.000772040831 414.000486733372 479.998483600474 336.999214938808 434.999547993703 467.000391951276 126.999821535488 151.000284361298 74.0000884896387 50.0000904410061 388.000977854668 497.999355968226 399.998531156152 456.000486653047 400.000049876448 355.999824503433 126.000288840566 191.999982517158 314.999217485592 308.000037988663 296.99854188215 334.000875035356 284.000186958735 227.999489627218 231.999695949615 229.999954037713
"Rv3080c" 1847.00450085193 2315.99995930714 2071.99581393061 1758.9957740984 1972.99701363049 2277.99552580198 2074.00252046064 1934.99369748968 1636.00076437345 1350.99521456133 1484.99499602067 1900.99720215611 984.001640376787 1256.99806691508 409.999962325429 322.000599296712 1395.99937445281 1516.005074556 1348.00001315228 1461.00513456792 2898.99055818229 2463.00075264057 847.000794757357 1092.00226434528 1241.00018417678 1308.00017824806 1229.00056146558 1292.99991614578 569.99902362401 518.99865614892 450.998385160866 546.999630348541
"Rv3081" 492.99996416239 602.001114878704 762.998872985365 687.997099728163 1164.99966392984 1240.99550638998 1020.99845911309 942.994755477233 946.00066678071 720.001073262728 949.998007245104 1002.99849731218 231.000755101079 184.999609232549 142.999550861197 112.000189261865 975.998856702919 1156.00000206809 1096.00409654198 991.999992036803 1165.99696153611 756.9967589292 695.998985619713 856.004282566221 714.00100388584 900.998916628299 742.001432822935 814.000071527631 874.00119062627 828.999885530226 904.999312382904 1033.99753043823
"Rv3082c" 116.000212725995 100.000162614508 197.000116937019 143.000077908829 197.000068314436 230.000425330839 155.999830258825 138.000236514098 221.999769785055 139.000088014155 185.000003484414 211.000088612673 29.0000130016408 38.0000688046994 38.0000021971281 23.0000514816575 251.000346589642 317.999893532818 243.999800859125 273.000193954278 172.000070362502 110.000272064041 69.000412387444 83.0000883836228 111.000138850176 140.000070559655 92.9999512132966 120.000182146107 84.0000599017383 92.9998212525766 122.999647145156 113.999758870834
"Rv3083" 1251.00106961068 1457.99721873871 1648.99720885387 1373.99624346803 944.999222514514 1013.99734537716 580.999409552187 635.998809829386 2688.0051895634 2089.0012019462 3490.99894087109 3535.99982884853 526.001412673616 751.997931328528 522.998457850574 689.000319844291 3598.99297611962 3060.99750311112 3919.00503497929 2555.99968838113 1147.00132412114 545.99772950455 740.000012533662 840.002414739867 2027.00594280224 1725.9998028791 1515.00271637171 2112.00149299156 1298.0022045245 1395.00461646776 1198.00011087441 1731.99606987905
"Rv3084" 647.999370629696 718.00110947782 692.000880779339 601.00074166204 227.000153545479 336.000514200414 137.000268182145 159.000285897683 947.998829535621 848.000604453908 1120.9987933807 1442.00023974989 151.000136649645 186.000291900137 121.000303036398 162.999952750559 1609.00139841379 1507.00053129173 1481.99796777443 1125.00082245443 387.999923418442 181.000272186476 168.000097046034 226.999606147363 974.99896460271 792.000488270514 770.999589849191 1024.00163993226 317.000533657105 354.999459757891 271.00011758549 358.000585179677
"Rv3085" 431.999557838038 549.999718976562 532.999681734279 472.999560090703 165.000088224011 192.000302131666 113.000100490966 157.000157881306 644.998154028969 449.000004794405 791.001194924902 873.999524404792 86.0001536332304 134.000286051834 78.0001702767616 96.9999234511387 954.001978375102 998.00093341858 1030.99726704109 734.000922535454 204.000073155607 109.999991048164 118.00036984617 115.999805076279 742.000330398877 542.999558348699 559.999291753696 762.99887540441 230.999649601459 284.999434452537 188.999547291013 306.000100973408
"Rv3086" 2685.00304299391 3075.00245498648 2603.00239596728 2484.0018648202 2258.9985246536 2364.00288471444 2452.00288065381 2361.00370406067 2988.99522782522 2468.99991002485 3285.99798358756 3996.99949052606 850.003225046721 1097.99979743908 600.999763778231 708.000806827499 3158.0004848999 3294.00158466523 3513.99429806998 2929.00180141511 2747.00222521477 1791.00309306092 1463.00473267298 1663.99847032491 2987.99935732821 2853.00154032961 2638.9985555683 3093.00053948084 1747.99705029248 1733.99475133047 1766.99620632154 2108.99876114763
"Rv3087" 1385.9998538446 1600.99956449702 1482.99941089372 1318.9988828559 819.000267786298 1033.99542743316 1192.00299159647 1257.00028567033 1533.00550557384 1239.99908184755 1788.00019780115 2081.99678513704 685.002307760766 906.997562332967 423.998637378754 567.000098629558 1988.99667052975 2300.00184669935 2060.00330707583 1915.99827942639 1508.99781442866 1379.99472620712 735.999775206591 865.002873105322 1795.0041774753 1524.99878675324 1544.99997456021 1936.99844904924 844.001212339329 784.99931181392 642.000239458606 874.000699432034
"Rv3088" 1246.99965414683 1531.99922108511 1399.99612183019 1378.99671985877 1184.9978446076 1130.9999004701 1632.99899090075 1472.99460979522 1414.00214270085 1073.00056252511 1755.00173076375 1962.00052827764 666.001927727888 965.997052743726 403.999253763015 445.999818161898 1373.99544348578 1655.99860585611 1471.00077166023 1446.99753440303 1608.00365963008 1543.99497739242 789.999483473389 731.002944970519 1304.00263352651 1177.99919135035 1183.00011238027 1422.00047809177 1433.00744679366 1468.00395897107 1191.99964077417 1488.00048610625
"Rv3089" 1500.99688074324 1689.99927914128 1521.99796547906 1502.99656700329 1204.99959385949 1354.00196919905 1908.99817644291 1774.9981335514 1891.00533857323 1399.00007851245 2275.99925567079 2425.9969332895 1004.00747567254 1097.99639268952 673.99844191645 756.000250012879 1583.99652616557 1923.00185282399 1760.00410593671 1858.99742697286 1724.00146510708 1497.99485990858 924.999671692097 895.002587249608 1735.00187222469 1445.9984952093 1441.99914864794 1651.9985396222 1857.99847637287 1810.00355018387 1618.99653295169 1732.00012024143
"Rv3090" 625.999969193801 847.001446260344 648.001251714542 587.001739535056 214.000139520609 228.000215932751 87.000233235611 92.9999082449422 649.997927679137 446.999958393504 550.000704625105 503.998552493286 30.0000169154828 31.0000145773718 9.99999230189875 14.0000210848489 543.999950097372 570.001164880986 562.998256010145 507.999707675081 141.000013432369 96.9999807667159 59.0001972293846 79.0000278933572 635.999972301515 550.001505834835 650.998629292609 694.000332860359 108.00022513214 99.9996159782151 88.0000428701322 86.9997330396878
"Rv3091" 4511.99563606288 5640.99748982914 4178.99402989672 3984.9916190882 1610.00095112039 2016.99762602685 837.000047605189 924.000599835149 3639.0031254818 2673.99740819385 2903.00294420666 3815.99596680309 231.001022870229 301.999296380915 178.000248096046 169.000498960305 4434.9935182643 4269.99851467568 4258.00375646346 3974.99669005885 1437.00355240141 787.997557407979 871.000312518594 1110.00763036348 5480.00691226814 4730.99572085317 5329.00582025672 4796.99750496489 385.999760629583 401.999223430891 326.999217215132 389.999735982164
"Rv3092c" 13835.0015867974 19119.0097868038 14499.0134537594 14353.0084230946 2327.99950959105 3159.00310746589 1683.00023371082 1705.00012512142 6733.99933962061 5756.01561063679 5989.00125149259 8935.00675471191 382.000169337808 494.000260882278 361.999789065675 318.000706736879 7088.98991716181 6553.98738857183 7274.00242415531 5404.98822313114 3501.99711275117 1933.00260287064 2171.00411939941 2901.99616023428 19614.0058799348 17483.017458569 19710.9899782205 18601.009935405 788.004334686179 792.997842184693 622.99947803141 860.997249112127
"Rv3093c" 20879.0185613568 30150.036430761 20509.0126323245 20370.0167079243 773.999206038304 1009.00330637766 353.000200312558 427.000517237867 6709.001349066 6447.99881788403 5621.99775475597 9104.99790136047 163.999967479373 204.000397625907 72.0000109199928 122.000369877349 8352.01415686228 6269.99433670486 7750.99751419016 5768.9874417117 994.997746906609 536.000040046985 654.998768559546 716.999192364557 24829.0104184645 22710.023537386 25373.9586998309 24776.0051565061 561.00011098629 606.998780868486 481.99942087769 683.000368753671
"Rv3094c" 22683.0193097976 32286.0334097093 20985.0161384391 20885.0144890387 439.999844013389 572.003196157433 161.999935126272 238.00045734263 7138.97697489479 5795.00291315717 5855.99882455442 9109.01160127992 88.0000494672987 99.9998823206836 45.9999929707512 66.000083250913 5692.99676956102 5099.9784717813 5778.99009236387 4337.01031781149 552.999792184086 261.999911883157 304.000510885277 321.999937810176 24994.0034803677 22621.995301948 24070.9601337125 21015.9844394469 723.000733050258 665.998947393467 616.000135615228 716.000509056246
"Rv3095" 6401.00222338298 8816.00698500308 5686.01511799392 7496.99914795841 805.000792572622 777.000726461926 754.00035265936 734.001819013972 3048.0004453661 2130.99423777404 2955.99324332724 3159.99581558448 190.000143330374 208.999852828895 212.000047883397 220.000084815418 2645.99681725037 2715.99577301676 3153.00465907997 2779.00714200336 1179.00022231258 619.001267701487 1098.00197774707 1322.9994094442 7068.99225239948 8210.01164382597 7534.98780072395 7498.00098503454 762.999532633456 967.996667248492 848.998968620362 951.0029893865
"Rv3096" 5742.00025930623 7774.01985110734 6086.99214314542 6754.00222985785 1776.99938508749 1654.00306925294 826.00203091269 786.003607178262 4877.98354657196 3257.00189356446 4635.99520228304 4607.99808184497 182.999877853947 151.000226113853 134.999775522218 117.000232270198 6274.98363786242 6284.00408180037 5778.98977032043 6279.0126208534 732.996711870114 380.999994137895 571.00105423588 651.999924426972 7178.97688252302 6568.99088065289 7066.99174688478 7315.0193622245 1277.00479727073 1633.99448831754 1215.9958232024 1415.00526410296
"Rv3097c" 940.997022471927 1360.99796943811 1066.99716489565 1300.99708170259 700.997940254857 707.997955769235 529.999873194864 446.998708677217 605.000785615503 425.001944692979 599.000014763831 605.999434355625 59.0002395657684 69.9997488905454 124.000168402373 93.0000739405744 837.998288721927 1018.9976966553 814.002682111112 1009.00019538785 571.000144613622 341.998268529011 706.999772713033 734.002591564238 866.003852180363 866.996891070208 892.00230240992 870.997900412226 351.00001609741 445.000121417077 309.999854684667 376.000816778614
"Rv3098A" 768.002839674616 774.998139491701 743.001425417152 764.004487962051 2935.86156612558 2987.99541018173 3536.98645491566 3171.99848590435 749.000505490974 504.999659886254 722.995999681876 709.000606033994 421.998761079917 377.000673133439 829.002597473335 532.002092668235 580.999233661017 672.996940532132 537.999500962548 631.996201314055 2913.99641767433 1988.00608482402 3005.00651321076 3568.00325575211 805.000410917756 796.999831760442 860.998439330663 807.995982710906 910.001260083706 1049.99492234782 754.000218412283 1192.00161506109
"Rv3098c" 766.001871752704 713.001873976537 593.001559008844 734.000975384232 890.136500522372 960.001454464954 848.001278678126 832.000342424076 725.999719164377 493.999643355042 654.000345649591 749.000609736383 128.000256447277 133.000178666331 243.000053539833 184.000494454526 434.001195217563 466.000734978097 487.000635022629 475.999577812683 921.999820425679 489.998521365682 1164.00538631228 1383.00019436069 809.999204478812 801.001091465852 799.998175805258 735.000838522847 326.999282868153 355.998563698095 282.999930360309 369.999782718474
"Rv3099c" 2305.00206230379 2393.00215300477 2302.00189373696 2175.00206100429 2304.0004762428 2494.0023171014 941.000573081922 1034.00069634072 4780.98621873012 3354.01372683792 4454.98924963577 4605.01379133435 302.999925286014 314.000162089222 138.000155845733 129.00041967102 4428.98864842345 4884.99262000409 3908.99355393832 4628.01132971283 1735.00077982389 1072.99823514176 795.003930717043 998.996976776038 2493.00062584791 2667.00195771607 2360.99730324718 2562.99985827198 667.999812098281 674.996722661767 543.999699399961 606.000560027012
"Rv3100c" 424.000063090654 575.999277220196 539.001325405303 645.999621361158 808.000975714831 919.99997985669 377.999965334593 326.000005026679 1042.99797903095 647.001294398033 1093.99916440622 1110.99880364956 56.000060875489 75.9998686947101 68.9999330632982 54.0000531410153 1352.00206803451 1700.99357328311 1345.99927772892 1730.9930840167 852.000971765299 526.000035371016 944.001426924405 1074.00054938355 677.000251781964 714.001426238165 604.999528675118 701.000204287981 288.99986920281 338.999064836672 279.999914738449 341.001357071766
"Rv3101c" 1190.00046148113 1534.00261315966 1687.00153180853 1728.00261144232 2712.00113095742 2651.00538280961 1199.99997537215 1215.00303701853 3041.99423353429 2143.00085784535 3037.00012222537 2841.0001057102 260.000019292407 235.000068145612 238.000318583946 175.000349474594 3584.00351260091 4456.00763531669 3547.00558462671 4150.01853955752 2448.00105426899 1384.99897447055 2156.00584527631 2454.99865659298 1676.00107678218 1716.00191842331 1590.99808885327 1838.00173486775 914.001201446886 990.000949749488 747.99976491746 945.00012968192
