"LogFC1" "LogFC2" "BH1" "BH2"
"Rv0009" -1.08659853652218 -1.02228366934645 1.88480946251815e-10 9.781592804679e-05
"Rv0010c" -0.539617027581024 -0.351130598749088 0.00012841781673808 0.0353868189269088
"Rv0186A" 0.702603337782569 0.550455145070193 0.00144200038444034 0.034543581600347
"Rv0282" 1.21652609584732 1.35413219113837 1.04948173696673e-10 1.3571193673508e-06
"Rv0283" 1.55635628602655 1.58742844645316 1.35636309771743e-12 1.31655818113568e-06
"Rv0284" 1.60789309419844 1.7111813483303 5.3426508750895e-13 2.18973216078712e-07
"Rv0286" 1.84424593155 1.64127300247789 1.38047664693532e-12 3.74060231194244e-05
"Rv0287" 1.81048525787684 1.80614700807961 7.08472532820783e-13 1.52462006953693e-06
"Rv0288" 1.77389289939582 1.62869966127705 8.59276561218855e-16 8.41556353134154e-07
"Rv0289" 1.6335016227715 1.66675384286957 1.989510396073e-15 4.69852157954225e-08
"Rv0290" 1.57838876897867 1.51801707783017 1.02020835113039e-10 4.8759458365795e-05
"Rv0291" 1.47879573051201 1.43830598770803 6.14003872614238e-09 0.0002362593213739
"Rv0292" 1.55885727088827 1.61846850410591 8.32232968458284e-31 7.83323324938351e-17
"Rv0338c" -1.01633234403454 -0.79446383655435 1.26988945535238e-19 2.37823300731297e-06
"Rv0450c" 0.872795667205732 0.755921064811607 7.53616351150319e-13 5.14942731865344e-05
"Rv0451c" 1.20313318982297 1.04286766848249 5.67494372192898e-20 3.37800605414019e-08
"Rv0481c" 1.24566567735291 1.305047081414 4.71131366471324e-12 5.04661540370642e-07
"Rv0676c" -0.870185783825473 -0.882896496546707 0.000116088127163317 0.00654302629798137
"Rv0677c" -1.85218663914673 -1.98285575291624 1.71135865145026e-15 5.24032851980963e-10
"Rv0678" -1.04225013185185 -1.50811180984625 6.18856699814736e-06 1.74757263715059e-06
"Rv0996" -0.583880229891758 -0.930252155802517 0.00214796791144438 0.00220743322757627
"Rv1177" -0.542711817727706 -0.615645537864562 2.94675886082875e-05 0.00247995708069564
"Rv1343c" 0.773747559177368 0.788754509552142 5.73850471651278e-06 0.00162414046008147
"Rv1344" 2.92305904934312 2.5186490467524 1.41590493118783e-26 8.57207426323136e-11
"Rv1345" 1.13800919862462 1.17066377693962 1.41911623697276e-14 7.20909295408145e-08
"Rv1346" 1.28471186799963 1.28459618024885 8.96772060884379e-14 5.04661540370642e-07
"Rv1347c" 2.02477612589973 1.74437747774646 3.64664526628712e-19 2.79056627776973e-07
"Rv1348" 3.4940755990659 3.36523902115675 1.25780025822513e-72 5.7791444013066e-34
"Rv1349" 3.03309187977957 2.87096635597884 2.89789021569167e-33 1.73050024680843e-15
"Rv1350" 1.12250295919468 1.01350806257477 1.02991491532821e-09 0.000180591654704566
"Rv1461" 1.22498039164771 1.3515170051239 1.11846194199416e-16 4.87961874747385e-10
"Rv1462" 1.14047485400381 1.14008824314888 2.89214838077515e-09 9.781592804679e-05
"Rv1463" 1.09799526478369 1.29031909888614 8.75990193324592e-08 2.27309342430637e-05
"Rv1464" 1.11106393788339 1.14099009193224 8.65934631922973e-09 9.781592804679e-05
"Rv1465" 1.29354031488207 1.31949379572596 5.3426508750895e-13 5.52573111233578e-07
"Rv1466" 1.15175032918282 1.08112276298667 2.8738114455644e-06 0.00345672892305625
"Rv1474c" -0.732484077857515 -0.681053357547318 3.42056543683668e-07 0.000544757962558176
"Rv1475c" -0.655892326204885 -0.429913853721111 2.90552367988863e-08 0.0119240528275871
"Rv1519" 2.92950850399143 2.87836083011412 3.64230892558718e-32 2.09464054016534e-13
"Rv1520" 2.46378487548371 2.35821147195173 2.04922120165948e-37 5.3044422456156e-17
"Rv1664" -0.440866531201032 -0.627528558553016 0.00019873643285224 0.000325862405236595
