"LogFC1" "LogFC2" "BH1" "BH2"
"Rv0001" 0.584591361126292 -0.688538358535734 9.68168193362474e-06 2.22822168572627e-07
"Rv0002" 0.748221149333067 -1.54709024973639 7.76995161539992e-08 2.6838965608299e-27
"Rv0003" -0.497868318644884 -1.62018402959542 2.6999419792371e-05 1.31636790731754e-35
"Rv0004" -0.568633292664474 -1.82836439620072 1.35007259230061e-08 1.30757952821951e-53
"Rv0007" -1.26930098528642 -0.871580747786778 7.2912059198029e-24 8.88126951294266e-12
"Rv0008c" 0.794576140757272 0.34537575030009 5.59296970507926e-07 0.0317003761897274
"Rv0009" 1.58193660807 -0.642114634711058 6.53432030029773e-24 5.38137323217344e-05
"Rv0010c" 0.499415089923623 -0.285837713233547 8.96451168538525e-05 0.0276146545935372
"Rv0011c" 0.466427918447541 -0.396323700866842 0.0155579671636516 0.0452612326611829
"Rv0012" 0.541526704327014 0.94530626956454 3.52296010732545e-05 2.94169171156284e-13
"Rv0014c" -1.70327696049888 -1.38521421302553 3.6027336335421e-47 6.85379937466419e-31
"Rv0015c" -1.93542206842187 -1.31122543263481 6.94396179255383e-37 1.57941197497274e-17
"Rv0016c" -1.74424089405425 -1.08753805927245 2.64262741053384e-76 2.33335214661199e-29
"Rv0017c" -1.26700524401974 -0.711352648777438 2.17085909327475e-26 5.11341444290286e-09
"Rv0019c" -1.27271601238445 0.536774071914854 1.41613945025359e-19 0.000175430912231454
"Rv0021c" 0.572724597429348 0.860239451246704 3.22812196534621e-06 1.1329136213271e-12
"Rv0023" -2.7522391544587 -0.664820885039148 1.63853204743806e-54 0.000283373071340129
"Rv0024" -2.34522283620579 -0.539332543718673 5.2462498101131e-55 0.000462543188726806
"Rv0026" -0.804407058175189 0.687770942502979 2.69546658026944e-12 4.83190466860595e-09
"Rv0028" 0.547792061069336 0.928147591911654 3.04296882361394e-05 9.26951737682913e-12
"Rv0029" 0.330958403588768 0.709718760907187 4.60079686897371e-05 2.3266383266812e-19
"Rv0030" 1.26340241748339 1.16035412092279 1.42491000819862e-17 2.24974792063133e-15
"Rv0032" -0.368618839487618 -1.08060083856073 0.00408172645723086 1.34636886694558e-15
"Rv0034" 0.697352483613184 -1.1084758967711 0.0292438778719309 0.00102762230781763
"Rv0036c" -0.237838564532685 -0.604069676448999 0.0133635438126122 4.20414705833726e-10
"Rv0037c" 0.629326863218094 0.766866211608613 4.1729137112368e-06 1.48190846623232e-08
"Rv0040c" -0.939007225777703 -2.56560376045192 1.73093233496087e-09 1.0138033074319e-57
"Rv0041" 0.238586889862165 -0.564310462154716 0.0274718804184805 1.51117546833961e-07
"Rv0042c" -1.02766482180248 -2.06184520612309 2.9189898466839e-13 2.48332869281822e-43
"Rv0044c" -0.401649774449001 -0.36820087879998 0.000306684582861787 0.0016996190732921
"Rv0046c" 0.902452571529462 1.87845647172189 1.13706936414129e-08 9.59770947024537e-33
"Rv0047c" -0.811246981606552 1.59574058719112 0.00079311431672867 5.21707424242008e-11
"Rv0048c" 0.836340583485996 1.65650260726362 1.61462596510685e-13 5.28676699559751e-50
"Rv0050" -0.396584842335954 -0.227204671941757 0.000409358863971447 0.0454479020646439
