"Iron" "Dextrose" "Growth" "LCFA" "Glycerol" "Culture" "Sample_ID" "Original_ID" "setup" "Full_path" "short_setup" "color" "fill" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16"
"C12_Fe_NO_1" "NO" "NO" "STAT" "YES" "NO" "C12" "C12_Fe_NO_1" "19_01_AN_F1C12" "Fe.NO_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.NO" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_AN_F1C12" "C12_Fe_NO" "#355f91" "white" -55.8286792275996 13.3816187277262 21.151524002349 3.7596053552108 5.94517254899781 0.34663553432674 -5.96033529296266 -2.18146958707441 -17.9126258682711 3.45996037058836 -3.81504606523986 -8.33710010589373 -1.87422937932452 -0.447375616400256 0.662122298170119 6.18754179837477e-14
"C12_Fe_NO_2" "NO" "NO" "STAT" "YES" "NO" "C12" "C12_Fe_NO_2" "19_01_AN_F2C12" "Fe.NO_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.NO" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_AN_F2C12" "C12_Fe_NO" "#355f91" "white" -52.616361482089 18.2010494343852 17.9635880180435 6.0709160509516 2.83393616522635 -3.40362021154285 -3.45853043200328 1.14754246438827 -0.849387929554318 -16.5232483446745 -4.17285728816071 9.24974356008315 0.811415128731891 0.288535042931027 -0.856015851171604 4.25111335022876e-14
"C12_Fe_YES_1" "YES" "NO" "STAT" "YES" "NO" "C12" "C12_Fe_YES_1" "19_01_ANmF1C12" "Fe.YES_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.NO" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_ANmF1C12" "C12_Fe_YES" "#355f91" "#355f91" -54.2502568904675 11.2516240935897 12.5943600167808 9.12858170159101 1.21963672282041 -0.93996320742213 0.118717886288036 -3.07957724254536 1.92066534807155 14.7063763921295 10.0040782298072 8.21107456618383 1.12135230165591 -0.777691343987093 -0.755704187257589 5.19887952132869e-14
"C12_Fe_YES_2" "YES" "NO" "STAT" "YES" "NO" "C12" "C12_Fe_YES_2" "19_01_ANmF2C12" "Fe.YES_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.NO" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_ANmF2C12" "C12_Fe_YES" "#355f91" "#355f91" -53.1896370805825 13.3871736553655 12.7843132657528 9.96483029596022 0.530607374994042 0.0680358016669491 5.55002032641647 3.54636346544031 19.0021400306826 -0.726426363243429 -1.56388161755769 -8.84328108410654 -0.876335883133726 0.830793522491727 1.30721258746262 2.6159569031358e-14
"C2_Fe_NO_3" "NO" "YES" "STAT" "NO" "YES" "C2" "C2_Fe_NO_3" "19_01_ADN_F1C2r" "Fe.NO_Dextrose.YES_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_ADN_F1C2r" "C2_Fe_NO" "#852121" "white" -3.40738780909238 -22.5782150895983 -6.42099060353881 -39.4598760281133 12.8169526286465 4.25715267390753 -14.0601295701576 2.98918138582224 3.55853813565291 0.99450431782923 -2.34529174414476 0.506859091002936 2.29845061988832 -10.098565253285 2.16384024351516 8.48106307405061e-15
"C2_Fe_NO_4" "NO" "YES" "STAT" "NO" "YES" "C2" "C2_Fe_NO_4" "19_01_ADN_F2C2r" "Fe.NO_Dextrose.YES_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_ADN_F2C2r" "C2_Fe_NO" "#852121" "white" -3.97374826675201 -20.5144036728903 -8.48537494613719 -37.1026480554381 8.6225649783012 -0.144517095849151 -13.9190761390135 -0.425644835676442 1.050603926373 -1.8810891580083 5.57743884496464 -1.11241228488919 -2.02546427382581 10.690258295521 -1.92931683582906 -9.22081421633747e-15
"C2_Fe_YES_3" "YES" "YES" "STAT" "NO" "YES" "C2" "C2_Fe_YES_3" "19_01_ADNmF1C2r" "Fe.YES_Dextrose.YES_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_ADNmF1C2r" "C2_Fe_YES" "#852121" "#852121" -24.6346922603978 -11.1716166648838 -34.1113184356168 -13.5444238715733 -15.1957822614863 0.547953866790405 15.9521746892472 2.13320706640845 -1.52001597167969 2.75918236367592 -6.48782371975839 -0.145013268537837 1.69517750104688 -0.890394607546287 -8.85089964333848 3.0590113775375e-14
"C2_Fe_YES_4" "YES" "YES" "STAT" "NO" "YES" "C2" "C2_Fe_YES_4" "19_01_ADNmF2C2r" "Fe.YES_Dextrose.YES_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00166209_C11_C12_C2r_Marzo_2022/RawFASTQ/19_01_ADNmF2C2r" "C2_Fe_YES" "#852121" "#852121" -20.0462371165091 -9.61513099754825 -36.7068419023148 -11.1848777913181 -19.6153409624163 -4.25534679756187 14.7995501255148 -4.16588644449162 -3.43119153921713 -2.37186157241309 2.05984246846133 1.23749599817045 -2.58899460767303 0.660240874260427 8.86126177665423 2.97561454642992e-14
"C6_Fe_NO_1" "NO" "NO" "STAT" "NO" "YES" "C6" "C6_Fe_NO_1" "8_4_MMmAN_F1C6" "Fe.NO_Dextrose.NO_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00150037_C5_C6_Junio_2021/RawFASTQ/8_4_MMmAN_F1C6" "C6_Fe_NO" "#8f4a17" "white" 41.2062332199608 -18.8500635184959 44.17840950758 -11.2680708398602 18.2745533174872 12.2798708973952 26.1544089504603 -5.87863339676094 -1.37024347751254 -1.86525356265566 1.36104487022003 0.375401389338716 0.257057339586986 0.245253697487183 0.0406637172082709 5.53723733531797e-14
"C6_Fe_NO_2" "NO" "NO" "STAT" "NO" "YES" "C6" "C6_Fe_NO_2" "8_4_MMmAN_F2C6" "Fe.NO_Dextrose.NO_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00150037_C5_C6_Junio_2021/RawFASTQ/8_4_MMmAN_F2C6" "C6_Fe_NO" "#8f4a17" "white" 47.2415398221528 -10.8617375444527 34.5919445031411 -3.9064623632757 -13.3384773470895 -34.1994280430244 -0.781308069357728 5.83395736258282 0.058289715353776 2.51665223106882 -1.60300618739411 -0.0353019820193881 -0.518874367151729 -0.43184079069885 -0.182987457677724 1.45551973251834e-14
"C6_Fe_YES_1" "YES" "NO" "STAT" "NO" "YES" "C6" "C6_Fe_YES_1" "8_4_MMmANmF1C6" "Fe.YES_Dextrose.NO_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00150037_C5_C6_Junio_2021/RawFASTQ/8_4_MMmANmF1C6" "C6_Fe_YES" "#8f4a17" "#8f4a17" 14.8310352010713 -33.8846852062009 7.3535664545489 28.036398669562 -15.0893903834322 17.7995118954815 -5.03302910227115 19.7761165834416 -3.09676350649748 -1.2489852631469 3.73566360026405 0.1844712480406 -0.545470715742604 0.191150465139949 0.496691469206187 3.31384225615849e-14
"C6_Fe_YES_2" "YES" "NO" "STAT" "NO" "YES" "C6" "C6_Fe_YES_2" "8_4_MMmANmF2C6" "Fe.YES_Dextrose.NO_Growth.STAT_LCFA.NO_Glycerol.YES" "Mtb_Latency/HN00150037_C5_C6_Junio_2021/RawFASTQ/8_4_MMmANmF2C6" "C6_Fe_YES" "#8f4a17" "#8f4a17" 18.2072502222344 -36.3062762848853 1.39513638039179 29.6619382332105 -12.6805468704108 4.09353714664432 -13.3890246565568 -21.1824003986032 3.36066991236373 -0.694507987989645 -3.3485053931675 -0.4825361389718 0.871378303037254 -0.349017984273493 -0.855492611627972 3.30430127704062e-14
"C8_Fe_NO_3" "NO" "NO" "STAT" "YES" "YES" "C8" "C8_Fe_NO_3" "18_03_AN_F1C8r" "Fe.NO_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.YES" "Mtb_Latency/HN00170106_C14_C15_C8r_Mayo_2022/RawFASTQ/18_03_AN_F1C8r" "C8_Fe_NO" "#2c682c" "white" 44.7264365250642 47.0092218719773 1.22309525062587 -8.99819287898603 -11.4568306746752 9.23736232509816 -4.06122284161656 0.438419751820714 -0.353858731372579 2.87226780128544 -3.66661915435898 -0.192994829066998 10.8658490705735 3.50614830563085 2.30282020353182 3.20141049087175e-14
"C8_Fe_NO_4" "NO" "NO" "STAT" "YES" "YES" "C8" "C8_Fe_NO_4" "18_03_AN_F2C8r" "Fe.NO_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.YES" "Mtb_Latency/HN00170106_C14_C15_C8r_Mayo_2022/RawFASTQ/18_03_AN_F2C8r" "C8_Fe_NO" "#2c682c" "white" 50.6872342207019 48.9359821749778 -2.82817018227426 -7.55810168404898 -10.2012184748481 8.53187203019234 -4.48416584469214 -2.6181389238354 1.33883283427883 -1.20171906130106 2.69561131739327 0.248347471609488 -10.7538896743077 -3.26218321919793 -2.32474635473706 3.58513132375782e-14
"C8_Fe_YES_3" "YES" "NO" "STAT" "YES" "YES" "C8" "C8_Fe_YES_3" "18_03_ANmF1C8r" "Fe.YES_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.YES" "Mtb_Latency/HN00170106_C14_C15_C8r_Mayo_2022/RawFASTQ/18_03_ANmF1C8r" "C8_Fe_YES" "#2c682c" "#2c682c" 22.4893759462197 9.96037655376198 -33.6699242880266 21.7091151205048 17.2538693866159 -10.9717604318964 2.23506211194469 -0.83513668151212 -2.7696228029766 -7.18598634611426 11.471803175052 -4.58926199631967 4.761391128791 -3.02541248308643 -1.98497155315904 4.03582332483832e-14
"C8_Fe_YES_4" "YES" "NO" "STAT" "YES" "YES" "C8" "C8_Fe_YES_4" "18_03_ANmF2C8r" "Fe.YES_Dextrose.NO_Growth.STAT_LCFA.YES_Glycerol.YES" "Mtb_Latency/HN00170106_C14_C15_C8r_Mayo_2022/RawFASTQ/18_03_ANmF2C8r" "C8_Fe_YES" "#2c682c" "#2c682c" 28.5578949760846 1.65508246717151 -31.0133170413056 24.6912680856227 30.080293851269 -3.2472963842063 0.336887858759843 4.50209943059495 1.01396992430502 6.39013418296963 -9.90245133638045 3.72450836537598 -3.49881249215259 2.87010109501316 1.90552219905008 3.0443095960786e-14
