Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
19_01_ANmF2C12_1										8.687142004781172	2.9646466275591545	5.282750481232785	1.8972117322203244	5.397961493903697	3.790005318935858	57.88711290216867
19_01_ANmF2C12_2										8.892496208168449	2.6461980879010314	3.6764163187502965	1.0538952911559354	4.544857718711426	3.426098616236021	60.137801062593475
19_10_AN_F1C8_1										15.726190490984896	6.246902286459896	10.721826515115676	3.102756170483753	5.365438341889922	2.5037567719938982	38.48192599662035
19_10_AN_F1C8_2										17.484651452084663	6.29881383550861	9.549636879422591	2.1845846340407054	4.188295224305742	3.009765053482649	39.80701041429977
19_10_AN_F2C8_1										15.125152738127884	5.4257795439801315	9.408236243441847	2.722678745939276	4.953722742205838	2.92694226914191	41.60272745479085
19_10_AN_F2C8_2										16.21015895809641	5.576472535629621	8.7236145668708	1.926281365945665	4.648102364415605	3.029002962460047	42.422636961510484
19_10_ANmF1C8_1										15.537065978985767	5.583244892614755	9.609176894922395	2.8495835875535103	5.447985717704743	2.734955687655321	37.83690872852985
19_10_ANmF1C8_2										16.71704471787802	5.555620216049535	8.982791638556641	2.38905439994143	5.105480717532898	2.796963394207173	38.693001678439884
19_10_ANmF2C8_1										14.519454161158391	5.2264040846981334	9.0129899644258	2.680025657889397	5.246884797655746	2.9206877769633213	41.10530633124572
19_10_ANmF2C8_2										15.760506934566006	5.16377400979906	8.17512413906622	2.08942278329406	4.596574238873459	3.247039238514998	42.26581656962283
19_4_MMmAN_F1C5_1										24.175251591406326	9.181600447255848	13.4635119717224	2.787911525660715	4.9113724712988	2.1718036844059707	16.613556448327095
19_4_MMmAN_F1C5_2										29.157647428706575	9.22752044771759	9.897141004011173	1.980656766710432	4.172455085478961	2.6476692846841994	16.75580336041446
19_4_MMmAN_F2C5_1										22.958125782701845	9.926542671648342	16.295259559910054	3.6520751057123624	5.454280167017076	1.9059349843977031	16.281039676774338
19_4_MMmAN_F2C5_2										29.142904857508007	10.009350919959918	11.640140112332851	2.040158000195901	4.370662183069674	2.348933636904386	16.06064828098798
19_4_MMmANmF1C5_1										23.497851154550613	9.604082100275853	14.456926661839336	3.1625729958073605	4.792349569988243	2.371033955926012	16.201406718228963
19_4_MMmANmF1C5_2										29.193110648448133	9.759016310690532	10.970052260886856	2.1887123388175462	4.372497266221941	2.359449064661649	16.500517885390064
19_4_MMmANmF2C5_1										23.522777764978308	9.215033319045688	14.177607578380877	3.212391760528014	5.086258425380504	1.9845889788878985	17.21436424289014
19_4_MMmANmF2C5_2										28.766214963516813	8.6574600929105	9.221930211926122	1.921572335593575	4.351632056887906	2.5474224863015245	16.87271202830914
1_1										21.913558377039763	10.4812797938928	20.739108420566662	5.474928412784422	5.601570347087061	1.286640698802037	12.53616568127674
1_2										31.37826834142714	11.865553544473467	13.440843140960135	1.5697951993234673	2.514865988610862	1.4974043200009697	11.973161188865165
23_4MMmADN_F1C2_1										13.965038523238482	4.9868146623368625	8.771227822962127	2.6354258801284907	6.236807676814648	3.940999726663927	38.557725243808925
23_4MMmADN_F1C2_2										15.484388880246192	4.825884121658089	6.928434041371004	1.5809259712514643	5.185039617720834	3.814787475100878	41.70614339942802
23_4MMmADN_F2C2_1										9.536211478498629	3.705576347849186	7.833167183498306	2.6586386880891224	6.11992097358537	4.1160337257414845	52.10381014376212
23_4MMmADN_F2C2_2										10.0492553377234	3.8107572217277905	6.7011457466706545	1.495594332749331	4.3083261992686595	4.785251367531631	55.79598500454702
23_4MMmADNmF1C2_1										9.446671485721875	3.4750156192126402	7.285966482692947	2.5443664637406127	6.589319603758515	4.756207008078182	50.09013878692235
23_4MMmADNmF1C2_2										9.989011158712866	3.5498763087772494	6.036153033512866	1.4205611767841582	5.148134627183905	4.56669109954966	54.4890660506811
23_4MMmADNmF2C2_1										18.817404504113693	6.632950920899024	10.99379495006354	3.224353715103371	6.034035448149872	3.602724062305019	24.871491543995962
23_4MMmADNmF2C2_2										21.041527999057163	6.623959551353963	9.75563458739631	2.3139345372153617	5.085262827854387	3.3864365772629537	27.41752685833208
29_11_AN_F1C15_1										6.890992829221967	2.5456869830843427	4.543272380617591	1.7119008897271168	5.72657656825666	3.927848930055735	63.87838093574799
29_11_AN_F1C15_2										6.854085587588029	1.7030067865104557	2.494511882429647	0.8447643748434612	4.9722850502465965	4.533291222795309	65.04685686294651
29_11_AN_F2C15_1										7.6230328878826	2.657944998420119	4.624425864334307	1.6424498191424097	4.780088478166852	3.086994762388055	64.3247023712911
29_11_AN_F2C15_2										7.76901559511462	2.2383443092096744	3.2889807562883075	0.960668484734508	3.983344373974967	4.1980396211141535	65.48958822256196
29_11_ANmF1C15_1										7.15039546450666	2.577694422577193	4.665331554609021	1.7826066712629718	5.560540823526042	3.7082979541909413	63.58297941256167
29_11_ANmF1C15_2										7.125832783533302	1.8471654825010688	2.7164569094265096	0.8056771740652549	4.7454486269255085	4.081479187906174	64.88014462547991
29_11_ANmF2C15_1										7.240442994116111	2.6405553787096188	4.761376364062577	1.8358765277556688	5.893077932234479	4.027774994452864	62.06387048893806
29_11_ANmF2C15_2										7.180398942391158	1.7923132578701952	2.672567755592651	0.9004721887573572	5.166315797223743	4.856111058551322	63.0637105701695
2_1										21.423707771425438	10.359878054287718	20.06633994552469	5.261706264859858	5.864103710425769	1.3982960092023637	14.482928312596439
2_2										30.647532270213656	11.134064350646353	12.624837286145416	1.6017142554159827	2.8932451067405194	1.5720347377727797	13.990706994313944
3_1										21.69471860250637	10.306411460885979	19.873116633299087	4.882800713405919	5.208115197538901	1.572117932019596	14.608002306908594
3_2										30.76093000978758	11.004914171892501	11.718256934165828	1.2775617038594689	2.7591578493797275	1.9292285784694858	13.990308593862864
4_1										23.193201249959237	10.9001383561316	19.817616015340292	4.411903326252807	4.424592837130738	1.5120298499669569	12.265522135096681
4_2										32.413589746942606	11.72942552336598	11.503016994918578	1.1463244108082826	2.6688711552453053	1.7232925278707683	12.34538345742322
5_1										14.61774661652877	6.284936615240867	12.235567403965216	3.7972631894171287	6.341884332990504	2.5868193227488105	36.1957137638462
5_2										17.59715241290557	6.368314738467866	9.767400357076172	2.304061389898627	4.244027843556213	3.0565384232232944	36.987495699215515
6_1										11.284749684673228	4.51454356912496	9.1127280000828	3.2389559907567707	6.466054477174825	2.981956220083827	46.39001005563219
6_2										12.00695076553044	4.360152806068698	7.648633734481337	1.9757366146494322	4.433581260032674	3.8150082535296663	46.64139162175794
7_1										11.258335682783217	4.769341725056923	9.819363901921193	3.493820673866293	6.475571998301464	3.019459607249941	45.927864001407976
7_2										12.476350961437806	4.784709515797043	8.458224104573722	2.0092093369228823	4.464026880633762	4.199323187475688	46.5761807071488
8_1										17.28889802801337	7.276900980773061	13.944976874168852	4.130308003375504	6.384250827415504	2.587960756235104	28.15328581096691
8_2										20.705477159693253	7.116166773844309	10.576492923244865	2.601694053993455	4.451451846110934	3.0456745723144882	27.981608418527383
8_4_MMmAN_F1C6_1										3.926265828350104	1.8280544577422657	4.67847071869158	2.0331522314408943	5.608617441807267	4.3177523473905985	67.87299684745781
8_4_MMmAN_F1C6_2										3.9770216999323664	1.7936551426785827	3.630375354542635	1.1278158099693416	4.25438826858706	3.6558029088149597	72.1786083308618
8_4_MMmAN_F2C6_1										3.4423861748805606	1.5797683020179227	3.7598337045934933	1.6967929684709737	6.130897002161469	4.263127952093832	69.79037793830952
8_4_MMmAN_F2C6_2										3.6411471414353316	1.5209710302547865	2.5965447525223997	0.8212018089157159	4.476111099922023	4.406199951470848	73.2230091457959
8_4_MMmANmF1C6_1										4.884470662523329	2.200891131935631	6.150335630840249	2.8639627293477687	7.6101259065230105	5.085090060945822	61.16308977131866
8_4_MMmANmF1C6_2										4.81348729428114	2.1578253749692102	5.765823236523813	2.1956418984488386	5.871900739883969	4.333426769168098	65.09688878015615
8_4_MMmANmF2C6_1										4.607699356678049	2.11190561024704	5.820807955863529	2.8149308177291217	7.692924130150145	4.340302524018937	63.514943316548965
8_4_MMmANmF2C6_2										4.449174273617422	1.9821884898641684	5.543194262326823	2.207897751885693	5.46964827196021	4.145248298740372	67.37376575512035
ANLCFA_F1C12R_1										9.597947356729964	3.57621851995909	6.751478670010163	2.3030171499730807	6.39403034339316	4.667490541251306	51.904711426266694
ANLCFA_F1C12R_2										10.247032625045323	3.237768510982493	4.919548948413487	1.5724278104163947	5.478560476913701	4.805839958616541	54.098194724266556
ANLCFA_F2C12R_1										8.812053343539196	3.1590965256805643	6.1177417150524915	2.251180953909423	7.085598515841153	4.61132075151141	53.64774450306413
ANLCFA_F2C12R_2										9.295446551139449	2.8638184694594297	4.3267107518817705	1.4956860581135938	6.360380827206323	5.614191506638316	54.93219691548574
ANLCFAmF1C12R_1										8.69149545917815	3.6479909158198724	9.147459737290104	4.101554858897929	9.119129602710553	5.033320422916463	46.34523610876521
ANLCFAmF1C12R_2										8.854540853237555	3.7193679150867895	8.605367104111718	3.325288710017835	8.125779004425487	5.8268912073364305	47.05000400445165
ANLCFAmF2C12R_1										9.094631063780232	3.7185899126201685	9.0512829067978	3.95147337976286	9.302661010219978	5.4574366506275185	44.39762650608945
ANLCFAmF2C12R_2										9.122929367655193	3.6125109187182582	8.254121940332714	3.308393588108572	8.852101775713791	5.771670921376784	45.585705090107204
