Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	140
03_12_AN_F1C14_1 - illumina_universal_adapter	0.0	0.0	7.998558339844826e-06	7.998558339844826e-06	1.199783750976724e-05	1.5997116679689652e-05	2.399567501953448e-05	3.999279169922413e-05	4.799135003906896e-05	0.00015997116679689652	0.0006054908663262533	0.00125977293852556	0.002056429349174105	0.003189025210096132	0.004768740482215485	0.0071123180757900195	0.010374130166778739	0.014930908852988336	0.02258472932838585	0.035168861164463716	0.05497489132558747	0.09237694997853588	0.15999356276024806	0.2791560849072563	0.49760231215925643	0.8415099262508925	1.382506816971309	2.1697793189755474	3.2237909439202683	4.556482739551023	6.391952714442748	8.634689283603525	11.089099700669951	13.90309490617411	16.959290457487946	18.977075571898922
03_12_AN_F1C14_2 - illumina_universal_adapter	0.0	0.0	3.999279169922413e-06	1.199783750976724e-05	1.9996395849612064e-05	3.599351252930172e-05	4.3992070869146545e-05	5.5989908378913785e-05	6.398846671875861e-05	0.00017196900430666373	0.0006102900013301603	0.0012765699110392343	0.0021316157975686456	0.003344197241889122	0.005058288294117868	0.007533842100299841	0.010986019879776869	0.015699570309447426	0.023657336001759045	0.03665739287150884	0.05690254388549008	0.09484610493804597	0.16323937773455713	0.28359368507420224	0.5042979053455406	0.8518928548318451	1.399219004766581	2.1951715422812192	3.26029236490415	4.606590508126815	6.46061473879948	8.725336945268985	11.204596483529809	14.046512256630866	17.134387697961323	19.17407206525096
03_12_AN_F2C14_1 - illumina_universal_adapter	0.0	0.0	4.3695264853386e-06	1.31085794560158e-05	2.62171589120316e-05	4.3695264853386e-05	4.3695264853386e-05	7.42819502507562e-05	7.86514767360948e-05	0.00024381957788189389	0.0006694114575538734	0.0012986232714426319	0.0022485583293552435	0.004058416199582492	0.006802478832375133	0.01136076886188036	0.01721506044693702	0.02522527639985974	0.03784971232130002	0.056827439752422625	0.08449440755228957	0.1304443480721103	0.21069507150183903	0.34604115438520217	0.5815962098727266	0.947087000549468	1.4994510782352795	2.289205412532458	3.3321991499086225	4.632076475452547	6.382265839806605	8.530725308625117	10.84105650780889	13.374032559526606	16.043597387460114	17.765992193840933
03_12_AN_F2C14_2 - illumina_universal_adapter	0.0	0.0	1.31085794560158e-05	2.62171589120316e-05	3.93257383680474e-05	6.5542897280079e-05	6.5542897280079e-05	8.7390529706772e-05	9.61295826774492e-05	0.00028489312684407673	0.0007157284382984626	0.0013737791269904558	0.0023612921126769794	0.004268153470878744	0.007157284382984627	0.011862390502397232	0.017832037586666828	0.026051116905588735	0.038979671870408586	0.05834016982164686	0.08640563843697668	0.13287380479795857	0.2138140395070737	0.35028658631835713	0.587911923454635	0.9568459010018232	1.5135891181312409	2.3097430609188456	3.3612599966573122	4.671841788185018	6.434495663791154	8.59714648072875	10.923183505911423	13.473683980551238	16.161950381841997	17.897169748457284
03_12_ANmF1C14_1 - illumina_universal_adapter	0.0	0.0	4.180027078215412e-06	1.672010831286165e-05	2.926018954750789e-05	3.762024370393871e-05	5.4340352016800364e-05	6.68804332514466e-05	8.778056864252367e-05	0.0002357535272113493	0.00078918911236707	0.0014396013257373882	0.0024545119003280902	0.0038447889065425364	0.006418013575891944	0.010917394722883014	0.01696672991047636	0.02579829112132988	0.040989345528980335	0.06596667933214873	0.10350165048369184	0.17086362285454887	0.2970160040696744	0.520352342842477	0.9221875419308965	1.5553989438743585	2.522965695771777	3.8580772126241833	5.547498692696531	7.553493687532108	10.133940607667256	13.162956265630688	16.291747497940293	19.589952719713718	22.938273122133285	25.041931941635116
03_12_ANmF1C14_2 - illumina_universal_adapter	0.0	0.0	4.180027078215412e-06	2.5080162469292476e-05	4.1800270782154125e-05	5.016032493858495e-05	6.270040617323119e-05	7.524048740787742e-05	9.61406227989545e-05	0.000253309640939854	0.0008117612585894333	0.0014688615152848958	0.0025172123065013213	0.003973533740551571	0.0066428990326999355	0.011226716726670955	0.017405632753688977	0.02635507072814818	0.04166650991565123	0.06687374520812146	0.10490195955489398	0.17294276832325323	0.3001869726112086	0.5251326218091241	0.9301897857694321	1.5691336768479585	2.545545366042881	3.8920257205426174	5.596321408970087	7.61880911864547	10.219458109649633	13.271100254187445	16.42239257225908	19.745167157192846	23.11879678756559	25.23942986102664
03_12_ANmF2C14_1 - illumina_universal_adapter	0.0	0.0	0.0	4.468327156615761e-06	2.2341635783078804e-05	3.1278290096310324e-05	3.1278290096310324e-05	4.468327156615761e-05	6.255658019262065e-05	0.00017515842453933779	0.0006416517796900233	0.0011698080496020061	0.0018275458070558463	0.0028132587778052828	0.0042127388432573395	0.0065157146597771025	0.009298588812917398	0.013233397707033235	0.020170922450394868	0.03195032650066533	0.05081113542874046	0.08592861221801504	0.15723149598699537	0.29664866526599504	0.5648412358677982	1.0239868738421447	1.7712010952763524	2.863303148293948	4.328576650130877	6.138189272976362	8.568839495007538	11.483828677187493	14.543441523449335	17.78080353033592	21.052616339600014	23.103798346182753
03_12_ANmF2C14_2 - illumina_universal_adapter	0.0	0.0	0.0	4.468327156615761e-06	1.7873308626463043e-05	2.6809962939694562e-05	2.6809962939694562e-05	4.468327156615761e-05	5.8088253036004886e-05	0.0001715837628140452	0.0006336087908081149	0.0011760637076212682	0.0018588240971521564	0.0028901140048990734	0.004336958338211257	0.0067132147200995185	0.009623883029919025	0.01371150871279112	0.020755379642480205	0.03272245343332854	0.05176557010939359	0.08730306965139005	0.15901972051507302	0.29929302127728025	0.5688591556470272	1.0308993759534293	1.782271822639584	2.879094216465428	4.351394609588851	6.1686695198425	8.60773717657131	11.530695173402373	14.599170499746645	17.84430650222031	21.122007673011392	23.179344353419655
10_3MMmADN_F1C1_1 - illumina_universal_adapter	0.0	0.0	7.5775681553001375e-06	7.5775681553001375e-06	1.5155136310600275e-05	2.2732704465900414e-05	3.409905669885062e-05	4.1676624854150754e-05	4.9254193009450896e-05	0.0001432160381351726	0.0004614739006577783	0.0008994573400341263	0.001592804826244089	0.0022899410965317017	0.0031136227550128265	0.004069154099396175	0.005219428945370735	0.00658414897014029	0.008430802329586932	0.01152623892102704	0.01687903306593106	0.02664348739085081	0.04641260495121334	0.08610542246230653	0.16499472677032073	0.30740375389695385	0.5471011785694854	0.9309603218829711	1.5026340384664638	2.2758574283582607	3.328798411377991	4.726768805213004	6.317895957867508	8.202020391842112	10.327613885923954	11.72753323028851
