Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
03_12_AN_F1C14_1	2.0	1.5	0.5	1.0	1.5	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.5	2.0	2.0	4.0	8.5	10.0	9.5	14.0	18.0	22.5	36.5	49.5	63.0	66.5	58.5	73.0	96.0	110.5	119.5	134.0	154.0	186.5	236.5	295.0	439.0	528.5	520.0	550.5	649.0	820.0	1155.5	1578.5	2166.5	3885.5	9169.0	10301.0	9546.5	17587.0	51601.5	59510.0	47788.5	71180.5	130438.0	201408.0	275166.0	404940.5	600818.0	1075853.5	2166429.5	2352311.0	2075354.5	2082052.5	2018210.5	1967130.0	1539809.5	1332219.5	1251943.5	1119179.5	972659.5	824514.0	648333.5	488574.0	368681.5	265023.0	183032.0	127905.5	89851.5	60672.5	37826.0	21895.5	13166.0	8077.0	4702.0	2493.0	1363.0	694.5	374.0	216.5	120.5	89.5	68.0	49.0	37.0	26.5	14.5	8.0	8.5	4.0	1.5
03_12_AN_F1C14_2	2.0	4.5	7.5	9.0	10.5	11.5	16.5	23.0	24.5	33.0	41.0	51.0	58.0	71.5	96.0	105.5	126.5	151.5	170.0	179.5	205.0	241.0	267.5	318.0	364.0	375.5	437.0	516.5	583.0	637.0	673.5	768.0	871.5	968.5	1070.5	1193.0	1343.5	1515.0	1701.0	1879.5	2178.0	2586.5	3031.5	3968.5	5917.0	7772.0	9959.0	11325.0	12662.0	24257.5	41573.0	53210.5	65331.0	92357.0	177859.5	226172.5	257101.0	415925.0	678207.5	1373599.5	2117802.5	2265458.0	1881151.5	1776818.0	1960765.5	1812677.0	1530357.5	1352760.0	1281886.5	1133416.5	991400.0	849829.5	689424.0	531666.5	393217.5	283271.0	200724.5	140312.0	95681.5	61834.0	39611.0	25807.5	16099.0	9815.5	6392.0	4140.5	2819.5	2227.0	2043.5	1992.5	1989.5	1971.0	1981.0	2056.5	2139.0	2195.5	2212.5	2370.0	2618.0	3047.0	20049.5
03_12_AN_F2C14_1	5.0	2.5	0.0	0.5	1.0	0.5	0.5	1.0	1.5	2.0	3.0	4.0	3.0	2.0	2.0	2.5	4.5	12.5	16.0	20.5	25.0	34.5	54.0	70.5	71.5	79.5	105.5	129.0	141.0	155.5	178.0	186.5	205.0	226.0	293.0	364.0	613.5	800.5	700.5	662.5	767.5	947.5	1404.0	2129.0	3026.0	5175.5	11694.0	13103.0	12340.5	23117.0	77917.0	90169.5	64486.0	87900.0	145941.5	213791.5	305039.5	447312.5	617795.0	1002523.0	1885832.0	2034974.0	1824525.0	1854633.0	1802422.0	1768804.5	1440965.0	1254682.5	1153551.0	1026034.0	885392.5	740857.5	581197.5	435410.5	326505.0	234314.0	162072.5	113653.5	80364.5	55276.0	34342.5	20864.0	14010.5	9173.0	5806.5	3651.5	2184.0	1107.0	568.5	314.5	170.0	114.0	79.0	56.5	42.5	26.0	15.0	11.5	9.0	4.0	1.0
03_12_AN_F2C14_2	3.0	3.5	4.5	6.5	13.0	18.0	17.0	22.5	33.5	39.5	39.0	54.5	71.0	76.5	93.5	109.5	127.5	142.5	161.0	176.0	197.0	230.0	251.5	293.0	338.0	378.0	430.5	481.5	531.5	613.5	668.0	724.5	819.5	898.5	1033.0	1117.5	1213.5	1438.5	1621.0	1808.0	2193.5	2624.0	3057.0	4244.5	6389.0	8702.0	12095.0	14374.5	16049.5	28914.0	48280.5	64731.0	82334.0	109093.0	208693.5	263747.5	286014.0	440539.5	672307.0	1275244.0	1885542.5	1976190.0	1684402.0	1590322.5	1696885.0	1585132.5	1391410.5	1248650.5	1176465.0	1047827.5	917045.5	782769.0	631317.5	483067.5	356712.0	257864.5	183129.0	127626.5	87119.0	57630.5	38088.5	25313.0	16473.5	11101.0	7579.0	5019.5	3551.5	2429.5	1769.0	1467.5	1358.0	1267.5	1210.0	1197.5	1171.5	1148.0	1152.0	1175.5	1189.5	1361.5	14239.0
03_12_ANmF1C14_1	1.0	2.0	2.0	1.0	0.5	1.0	2.0	2.0	2.5	2.5	5.0	6.5	4.5	5.0	6.0	10.0	13.0	12.5	21.0	26.0	30.0	43.5	53.5	67.5	82.5	99.0	108.5	134.0	176.0	183.0	206.0	238.0	243.0	309.5	393.5	442.0	711.5	904.0	811.0	778.0	898.5	1159.5	1600.5	2168.0	3160.0	5519.5	12876.0	14839.0	13986.0	26964.0	99473.0	111048.0	73311.0	105292.5	175589.0	258502.5	362024.0	525531.0	731280.0	1128761.0	1978455.5	2122833.5	1980565.0	2010965.5	1933750.0	1870128.0	1475102.5	1265162.0	1143396.5	1004258.5	861050.0	712777.5	556889.0	409633.0	299694.5	214724.0	147167.5	100705.5	68355.0	43729.5	25380.0	14561.5	9243.5	5929.0	3672.5	2124.0	1266.0	708.0	354.0	187.5	119.0	89.5	62.5	44.5	34.0	24.0	12.0	4.5	4.5	3.0	1.0
03_12_ANmF1C14_2	1.0	3.0	7.5	11.5	14.5	15.5	17.5	33.5	49.5	58.5	73.5	86.0	113.5	151.5	165.0	183.0	233.5	256.5	273.5	327.0	354.0	400.5	481.0	546.5	603.5	643.5	704.0	779.5	854.5	961.5	1069.0	1164.0	1268.5	1388.0	1517.5	1714.0	1921.0	2076.0	2302.0	2582.0	2925.5	3413.5	3871.5	5037.0	7359.0	10470.5	15235.0	19470.0	22649.0	42812.0	68442.5	81909.5	98858.5	133598.0	250582.5	310407.5	328519.0	492949.5	748423.5	1330720.5	1921158.0	2046334.5	1798218.0	1750192.0	1866961.0	1710390.5	1451104.0	1272587.0	1187696.0	1046086.0	907208.5	767090.5	609463.5	457157.5	333932.0	240230.5	167606.0	112598.0	73655.5	46883.5	29086.5	18637.5	12133.0	8205.5	5853.0	4125.5	3001.0	2320.0	1995.5	1862.0	1821.5	1792.5	1758.0	1738.5	1703.5	1703.5	1730.5	1768.5	1843.5	2134.0	24827.0
03_12_ANmF2C14_1	2.0	1.5	1.5	2.5	2.0	1.5	1.5	2.5	3.5	4.0	2.5	2.5	6.0	8.0	7.0	6.5	11.5	15.0	20.5	28.5	32.5	40.5	41.5	56.0	77.5	97.5	116.0	124.0	134.5	141.0	158.5	189.5	213.0	250.0	282.0	329.5	574.0	774.0	686.5	606.0	720.5	919.0	1307.0	1859.5	2766.5	5062.5	12288.5	14029.5	12710.0	24843.0	93414.0	102639.5	64995.0	93023.5	153416.0	223714.0	322129.0	481925.0	664256.0	1046131.5	1921499.5	2063758.0	1935369.5	1961976.5	1841684.0	1763693.0	1360546.5	1156799.0	1041012.0	911394.0	780730.5	643945.5	498191.0	364446.5	265449.0	188217.0	126960.0	85320.0	56891.0	35660.0	20495.0	11480.0	6988.5	4360.5	2603.5	1427.5	760.5	374.5	196.0	107.0	57.0	40.0	31.0	21.5	19.0	14.5	5.0	4.5	4.0	2.0	2.0
03_12_ANmF2C14_2	0.0	1.0	3.0	6.0	7.0	9.0	12.0	12.5	18.0	23.0	30.0	40.5	52.5	61.5	76.0	86.5	103.5	114.5	118.0	151.5	177.5	199.0	231.5	269.5	292.5	312.0	357.5	411.0	438.0	464.5	526.5	591.0	644.0	720.0	815.5	914.0	1064.5	1221.5	1354.0	1542.5	1861.5	2219.5	2734.5	3893.5	6242.0	9644.5	14104.5	17663.5	20466.0	40439.5	64629.0	77206.0	92945.5	121655.0	235272.5	291389.5	301863.5	464437.5	714075.0	1334160.5	1943603.5	2034022.5	1749331.0	1659828.0	1747162.0	1589167.0	1339843.5	1155133.5	1072620.5	938242.5	806764.5	677371.5	532912.0	395367.0	285303.0	202333.0	139136.0	91442.5	58484.5	36631.5	21883.0	13520.5	8585.0	5383.0	3547.0	2417.5	1796.5	1406.0	1255.0	1221.5	1224.0	1236.5	1242.5	1276.5	1280.0	1246.0	1341.5	1449.0	1493.5	1737.5	10546.0
10_3MMmADN_F1C1_1	1508.0	1320.0	1330.0	1429.0	1195.0	920.5	709.5	584.5	509.0	456.5	381.0	333.5	308.5	272.0	243.0	208.5	175.0	154.5	143.0	131.5	124.5	127.5	124.5	118.5	133.0	141.5	136.5	142.5	154.5	164.5	167.5	185.0	200.5	209.0	249.5	272.5	414.0	569.0	516.5	524.5	725.0	1009.5	1419.0	2182.5	3226.0	5028.5	11483.5	14191.5	15220.5	29465.5	65970.5	75337.0	71494.5	102062.5	170708.0	259657.5	350442.0	469513.0	645521.5	974458.5	1645794.0	1852896.0	1688447.0	1821208.0	2008415.5	2082821.0	1909323.5	1764933.5	1659828.5	1489758.0	1284889.0	1061425.5	830251.5	623546.5	463508.0	327653.5	214969.5	142834.0	96304.0	58695.5	33184.5	19383.5	11294.0	6805.5	4264.0	2377.5	1376.5	823.5	489.0	311.5	202.5	125.5	76.5	47.0	30.5	22.5	15.0	6.0	3.5	1.0	0.0
