"RV" "Gene" "baseMean" "log2FoldChange_raw" "lfcSE_raw" "log2FoldChange_shrunken" "lfcSE_shrunken" "stat" "pvalue" "BH"
"Rv0001" "Rv0001" "dnaA" 5371.20052987511 0.206503313829079 0.184763583844209 0.165495051880988 0.166048539160947 1.11766241773704 0.263711199616189 0.424068124537741
"Rv0002" "Rv0002" "dnaN" 1832.19396863765 -0.304614713233959 0.196610338528201 -0.239297968286291 0.175825473757073 -1.54933212319487 0.121301901450052 0.244024344515864
"Rv0003" "Rv0003" "recF" 906.009802633035 -0.469948424066442 0.168258481585732 -0.395266466488995 0.157180456168496 -2.79301476892855 0.00522193077216578 0.0222565787279687
"Rv0004" "Rv0004" "" 688.789361336292 -0.499589635789796 0.14487647559837 -0.438976745731459 0.138173319400021 -3.44838341577807 0.000563952869096801 0.00358804796425356
"Rv0005" "Rv0005" "gyrB" 37389.2245147014 -0.0097129194879091 0.167072295533614 -0.00803781235999371 0.151985410788007 -0.0581360270228339 0.953640277495221 0.970836202425109
"Rv0006" "Rv0006" "gyrA" 25228.0641755816 -0.391412127917732 0.109704904443282 -0.361055529931149 0.106125680393165 -3.56786353266545 0.000359903854808622 0.0025257195920939
"Rv0007" "Rv0007" "" 4214.0390689485 -0.355805374635533 0.178634692968715 -0.290918316012737 0.163347043715779 -1.99180444023742 0.0463925188868157 0.118179782154616
"Rv0008c" "Rv0008c" "" 331.684349926798 0.116793902165117 0.228576988914989 0.0848740844380327 0.195134949103253 0.510960892080675 0.609378441436448 0.748881562088774
"Rv0009" "Rv0009" "ppiA" 3514.43359966566 -0.75689939228309 0.224075687075392 -0.592472690857127 0.212072265586146 -3.37787379863494 0.00073048596858682 0.00441307348912313
"Rv0010c" "Rv0010c" "" 1936.35496712783 -0.625317297907322 0.17880282118601 -0.523674010740541 0.169577660580181 -3.49724514277546 0.000470089639570842 0.00311109575535075
"Rv0011c" "Rv0011c" "" 1767.20301988517 -0.0164733986566445 0.271944321349958 -0.0108172355442039 0.220373730706154 -0.0605763656871706 0.951696596398657 0.969861555937863
"Rv0012" "Rv0012" "" 1606.01669604651 0.0748143611144004 0.183237045619041 0.0599442246667596 0.164102418399292 0.408292771047746 0.683058745888354 0.803682282610151
"Rv0013" "Rv0013" "trpG" 1583.44287262839 -0.0557911839172557 0.143182871791391 -0.0483228292784564 0.133284732791266 -0.389649845817731 0.696795487992639 0.816198924713583
"Rv0014c" "Rv0014c" "pknB" 4483.87326795044 -0.339546419568363 0.167590507705175 -0.283417654865388 0.154583933077378 -2.02604803946112 0.0427598620049202 0.111514333189069
"Rv0015c" "Rv0015c" "pknA" 4198.56787879001 -0.366114838651223 0.217565269817174 -0.276135005820213 0.191616759273562 -1.68278162667635 0.0924173731079325 0.200847657397932
"Rv0016c" "Rv0016c" "pbpA" 3912.41311856665 -0.159142046321499 0.134002763005471 -0.140303418365706 0.126029120356851 -1.18760272364683 0.234989964284871 0.392079961524293
"Rv0017c" "Rv0017c" "rodA" 3033.11586411009 -0.234399421025131 0.169068074394088 -0.1941034868319 0.154562351169737 -1.3864203627159 0.165618582190927 0.305016801602371
"Rv0018c" "Rv0018c" "pstP" 5343.74395204425 -0.28383921110569 0.167749914374714 -0.236158688345474 0.154041233580615 -1.69203788963886 0.0906387495275846 0.198291084929948
"Rv0019c" "Rv0019c" "fhaB" 2506.65309314916 -0.347558625181517 0.20032219618202 -0.27165268359001 0.179212437390922 -1.73499807712627 0.0827411457984142 0.184590777554791
"Rv0020c" "Rv0020c" "fhaA" 17338.5004553045 -0.149055203090366 0.205259370168795 -0.114155473072965 0.180024791902314 -0.726179774242658 0.467728569412995 0.625802769302655
"Rv0021c" "Rv0021c" "" 1011.45778980664 0.167427796180483 0.172954632091797 0.137263805823787 0.156979890612611 0.968044591552886 0.333022100167395 0.499533150251092
"Rv0022c" "Rv0022c" "whiB5" 56.4273183674256 0.871479928808506 0.354732244917703 0.523031338709874 0.306541382901417 2.45672599910021 0.0140209580618823 0.0482550568837082
